number,sharpe_ratio,calmar_ratio,total_return,datetime_start,datetime_complete,duration,params_bb_middlelines,params_bb_multiply,params_bb_timeperiod,params_channel_middlelines,params_channel_multiply,params_channel_timeperiod,params_fastk_period,params_lower_KDJ,params_slowd_matype,params_slowd_period,params_slowk_matype,params_slowk_period,params_upper_KDJ,system_attrs_nsga2:generation,state
226,0.9348204332868065,1.034023496540299,1.4672111339898262,2023-11-29 20:39:55.306712,2023-11-29 20:39:55.589213,0 days 00:00:00.282501,2,2.1585932654494036,22,WMA,2.6853282202082984,52,7,24,0,4,1,3,83,3,COMPLETE
227,0.34049911641106917,0.21506683746988214,0.2985606122647775,2023-11-29 20:39:55.590209,2023-11-29 20:39:55.853043,0 days 00:00:00.262834,1,1.3979950847642788,53,WMA,2.5573719482415207,29,5,22,2,4,1,4,90,3,COMPLETE
228,,,,2023-11-29 20:39:55.854040,2023-11-29 20:39:56.096821,0 days 00:00:00.242781,2,2.951718010125258,11,SMA,2.770570069085377,25,16,26,1,4,2,4,76,3,FAIL
229,0.1900318906525958,0.025564312852007647,0.08917770449837178,2023-11-29 20:39:56.099779,2023-11-29 20:39:56.392586,0 days 00:00:00.292807,2,1.0915083230429206,24,WMA,2.5573719482415207,43,7,22,0,5,1,3,72,3,COMPLETE
230,-0.3435636210215894,-0.23968355947667785,-0.6443156047416374,2023-11-29 20:39:56.395577,2023-11-29 20:39:56.707822,0 days 00:00:00.312245,0,1.0915083230429206,23,WMA,2.8444663661310803,33,13,26,2,3,1,5,83,3,COMPLETE
231,0.7603413504363254,1.1245438598259274,1.020550517684372,2023-11-29 20:39:56.708819,2023-11-29 20:39:56.991103,0 days 00:00:00.282284,0,2.0917064151535567,22,SMA,2.770570069085377,52,12,10,1,4,2,3,90,3,COMPLETE
232,0.4585184737356536,0.20162338718183467,0.5355095417051539,2023-11-29 20:39:56.993098,2023-11-29 20:39:57.272061,0 days 00:00:00.278963,0,1.0915083230429206,45,WMA,2.8444663661310803,19,13,19,2,5,2,4,70,3,COMPLETE
233,0.28622632585991975,0.08118826472586735,0.2585139318545069,2023-11-29 20:39:57.273060,2023-11-29 20:39:57.572853,0 days 00:00:00.299793,1,1.0915083230429206,22,WMA,2.5573719482415207,44,5,22,2,5,1,4,70,3,COMPLETE
234,-0.08198391506123127,-0.10411864450553492,-0.32284387982020235,2023-11-29 20:39:57.573857,2023-11-29 20:39:57.856823,0 days 00:00:00.282966,2,1.0915083230429206,22,WMA,2.5573719482415207,13,5,22,1,5,2,3,72,3,COMPLETE
235,-0.49348171985947004,-0.1536539791273588,-0.17605743819345576,2023-11-29 20:39:57.857786,2023-11-29 20:39:58.119861,0 days 00:00:00.262075,1,1.0915083230429206,59,EMA,1.5768523118322149,24,16,30,2,3,0,4,76,3,COMPLETE
236,0.8461625200936319,0.8959744280018974,1.1821823347402947,2023-11-29 20:39:58.120856,2023-11-29 20:39:58.377391,0 days 00:00:00.256535,1,2.2294970355998927,22,SMA,2.770570069085377,52,7,30,2,4,1,3,76,3,COMPLETE
237,,,,2023-11-29 20:39:58.379351,2023-11-29 20:39:58.635410,0 days 00:00:00.256059,2,2.494551052365515,44,SMA,2.0837492581439623,37,16,19,2,3,1,5,73,3,FAIL
238,0.2346007540552263,0.1057806418260201,0.17072156883888923,2023-11-29 20:39:58.637373,2023-11-29 20:39:58.899104,0 days 00:00:00.261731,0,1.0915083230429206,44,SMA,1.9718788586095153,57,7,22,2,5,2,4,70,3,COMPLETE
239,-0.449642952273596,-0.1757684493188968,-0.2209029775260187,2023-11-29 20:39:58.900101,2023-11-29 20:39:59.154157,0 days 00:00:00.254056,0,2.1917134912915017,17,WMA,2.273944730638105,11,14,24,2,4,0,5,89,3,COMPLETE
240,0.6922603537069685,0.3976142984668519,1.1311345202441665,2023-11-29 20:39:59.155153,2023-11-29 20:39:59.412741,0 days 00:00:00.257588,0,1.0915083230429206,45,EMA,2.8444663661310803,16,13,24,2,5,1,4,90,3,COMPLETE
241,-0.22775284241661017,-0.1294250528287833,-0.33752458105028266,2023-11-29 20:39:59.413770,2023-11-29 20:39:59.676196,0 days 00:00:00.262426,0,1.4332597840510608,26,SMA,2.5573719482415207,18,5,19,0,5,1,3,70,3,COMPLETE
242,0.06519478949735076,0.020947445457953892,0.01093680585726247,2023-11-29 20:39:59.677195,2023-11-29 20:39:59.926945,0 days 00:00:00.249750,0,1.0915083230429206,59,WMA,2.0837492581439623,43,7,19,2,4,1,4,84,3,COMPLETE
243,0.1743683650286689,0.036274458954907725,0.08381158281524492,2023-11-29 20:39:59.927945,2023-11-29 20:40:00.214988,0 days 00:00:00.287043,2,1.0915083230429206,60,EMA,2.880840708578582,26,13,10,0,5,2,5,79,3,COMPLETE
244,0.5404287306814917,1.6730943885899867,0.5312834130669899,2023-11-29 20:40:00.215986,2023-11-29 20:40:00.485431,0 days 00:00:00.269445,0,2.951718010125258,22,EMA,2.770570069085377,52,18,15,1,5,2,3,90,3,COMPLETE
245,0.09294229345390846,0.017552177149385655,0.0187450634760566,2023-11-29 20:40:00.486427,2023-11-29 20:40:00.753390,0 days 00:00:00.266963,0,1.0915083230429206,60,SMA,2.880840708578582,16,7,10,1,5,0,4,72,3,COMPLETE
246,-0.30538398386517795,-0.14063850858441787,-0.2086382465240436,2023-11-29 20:40:00.754426,2023-11-29 20:40:01.036690,0 days 00:00:00.282264,0,1.6098281404213342,18,WMA,1.5768523118322149,51,16,24,0,4,0,3,85,3,COMPLETE
247,0.4018691341373546,0.1569909105480849,0.4653658519652953,2023-11-29 20:40:01.037687,2023-11-29 20:40:01.299316,0 days 00:00:00.261629,2,1.0915083230429206,44,SMA,2.8444663661310803,57,13,24,0,5,2,4,70,3,COMPLETE
248,0.42640493814249497,0.24740455308825127,0.52951079428512,2023-11-29 20:40:01.300316,2023-11-29 20:40:01.556286,0 days 00:00:00.255970,2,1.4332597840510608,26,SMA,1.9064652077273045,18,20,24,0,5,2,3,84,3,COMPLETE
249,0.4261276042524704,0.40632489103743086,0.4359218836300292,2023-11-29 20:40:01.557283,2023-11-29 20:40:01.811887,0 days 00:00:00.254604,0,1.4686907651613834,23,EMA,1.5768523118322149,34,17,21,0,5,2,3,83,3,COMPLETE
250,,,,2023-11-29 20:40:01.812884,2023-11-29 20:40:02.054731,0 days 00:00:00.241847,0,2.951718010125258,11,WMA,1.658558694329506,52,14,26,1,5,2,3,90,3,FAIL
251,,,,2023-11-29 20:40:02.055693,2023-11-29 20:40:02.311270,0 days 00:00:00.255577,0,2.3313187723219206,44,SMA,1.9718788586095153,26,7,28,2,5,1,5,71,3,FAIL
252,0.3204348445488805,0.13056114283735112,0.3257519576474226,2023-11-29 20:40:02.313238,2023-11-29 20:40:02.578484,0 days 00:00:00.265246,0,1.0915083230429206,59,SMA,2.770570069085377,52,13,22,0,4,1,4,76,3,COMPLETE
253,0.3235381751658872,0.11376492590350762,0.329177270577709,2023-11-29 20:40:02.579482,2023-11-29 20:40:02.852536,0 days 00:00:00.273054,1,1.0915083230429206,59,EMA,2.6645735473248227,57,13,22,0,3,2,4,70,3,COMPLETE
254,0.24540228878716666,0.06421288038399588,0.18794886500652297,2023-11-29 20:40:02.853533,2023-11-29 20:40:03.122981,0 days 00:00:00.269448,0,1.0915083230429206,31,EMA,1.9718788586095153,37,13,22,2,4,1,4,90,3,COMPLETE
255,0.46784360498320665,0.36414457231821595,0.5416024706926856,2023-11-29 20:40:03.123979,2023-11-29 20:40:03.388513,0 days 00:00:00.264534,0,1.921125771932915,22,SMA,2.770570069085377,52,18,13,2,5,1,3,73,3,COMPLETE
256,0.32016412154441665,0.1294196903814985,0.29541185248836227,2023-11-29 20:40:03.390469,2023-11-29 20:40:03.649140,0 days 00:00:00.258671,1,1.8498623988192928,13,SMA,2.880840708578582,43,5,22,1,5,0,3,70,3,COMPLETE
257,0.7576029823382124,0.8992165773045975,0.39772225580749276,2023-11-29 20:40:03.650399,2023-11-29 20:40:03.906042,0 days 00:00:00.255643,2,2.1917134912915017,17,SMA,2.4261122990446102,51,16,24,2,5,2,4,89,3,COMPLETE
258,0.3787960137851857,0.2601451183863321,0.37962398416285426,2023-11-29 20:40:03.908059,2023-11-29 20:40:04.160055,0 days 00:00:00.251996,0,1.0915083230429206,59,WMA,2.5573719482415207,34,14,20,0,4,1,3,71,3,COMPLETE
259,0.31445578242827565,0.20213138334241176,0.25363810936015285,2023-11-29 20:40:04.160055,2023-11-29 20:40:04.426973,0 days 00:00:00.266918,0,2.951718010125258,22,WMA,2.5573719482415207,44,18,15,1,3,2,3,71,3,COMPLETE
260,0.5402594493121301,0.3612130170799158,0.275972765334149,2023-11-29 20:40:04.427936,2023-11-29 20:40:04.735955,0 days 00:00:00.308019,2,2.3400612551358906,11,SMA,2.6853282202082984,25,16,26,1,4,2,4,84,4,COMPLETE
261,0.34565858923201964,0.1861422946930516,0.30730176915575813,2023-11-29 20:40:04.737915,2023-11-29 20:40:05.003384,0 days 00:00:00.265469,2,1.788837952457863,44,WMA,2.6645735473248227,59,18,13,2,5,2,3,90,4,COMPLETE
262,0.6734865682040247,0.6467289515583138,0.8649409259330202,2023-11-29 20:40:05.004344,2023-11-29 20:40:05.257298,0 days 00:00:00.252954,1,2.2294970355998927,22,SMA,2.770570069085377,52,13,30,2,3,1,3,73,4,COMPLETE
263,0.4648434887530527,0.489297710680262,0.07532995123642636,2023-11-29 20:40:05.258301,2023-11-29 20:40:05.505550,0 days 00:00:00.247249,2,2.494551052365515,44,WMA,2.0837492581439623,43,16,19,1,4,2,4,84,4,COMPLETE
264,0.7576029823382124,0.8992165773045975,0.39772225580749276,2023-11-29 20:40:05.506588,2023-11-29 20:40:05.757484,0 days 00:00:00.250896,2,2.1917134912915017,17,SMA,2.4261122990446102,51,16,24,2,5,2,4,89,4,COMPLETE
265,-0.19057153477065816,-0.06625859143097168,-0.07975152266494646,2023-11-29 20:40:05.759445,2023-11-29 20:40:06.015653,0 days 00:00:00.256208,0,1.6098281404213342,32,WMA,1.5768523118322149,24,11,21,2,3,0,3,83,4,COMPLETE
266,0.6968667299051478,1.997506691817711,0.8075319129438938,2023-11-29 20:40:06.016649,2023-11-29 20:40:06.267860,0 days 00:00:00.251211,2,2.2639817842766536,18,SMA,2.4857448129426,43,7,19,1,5,2,3,87,4,COMPLETE
267,0.2810419090808932,0.22760185730669916,0.05943561990441438,2023-11-29 20:40:06.268860,2023-11-29 20:40:06.515445,0 days 00:00:00.246585,0,1.921125771932915,53,EMA,2.6257609503911965,22,5,30,0,4,1,4,76,4,COMPLETE
268,0.20220669875864705,0.08518181282444795,0.12926482592960598,2023-11-29 20:40:06.516441,2023-11-29 20:40:06.765726,0 days 00:00:00.249285,2,2.3400612551358906,11,WMA,2.6853282202082984,52,18,26,1,5,2,3,76,4,COMPLETE
269,0.5030989170409537,0.6015621634991112,0.09324526068268042,2023-11-29 20:40:06.766724,2023-11-29 20:40:07.031659,0 days 00:00:00.264935,0,2.2639817842766536,45,EMA,2.6645735473248227,19,13,23,2,5,2,3,90,4,COMPLETE
270,0.4077746213867751,0.14287436191884753,0.22780655458422572,2023-11-29 20:40:07.032654,2023-11-29 20:40:07.293958,0 days 00:00:00.261304,0,2.2639817842766536,18,WMA,2.4857448129426,52,16,24,2,5,2,5,85,4,COMPLETE
271,,,,2023-11-29 20:40:07.294987,2023-11-29 20:40:07.570045,0 days 00:00:00.275058,1,2.2294970355998927,44,WMA,1.9718788586095153,43,7,19,2,5,0,4,87,4,FAIL
272,1.0945002772318613,1.1875313077299525,0.6349240703712492,2023-11-29 20:40:07.571077,2023-11-29 20:40:07.824087,0 days 00:00:00.253010,1,2.3313187723219206,22,WMA,2.5573719482415207,44,5,22,2,5,1,5,70,4,COMPLETE
273,-0.16719856399427913,-0.10207352654119828,-0.048884235079725044,2023-11-29 20:40:07.825114,2023-11-29 20:40:08.081810,0 days 00:00:00.256696,0,2.2294970355998927,45,EMA,2.8444663661310803,16,7,22,2,5,1,4,90,4,COMPLETE
274,0.34019970422258095,0.3052288442164586,0.06089732852393567,2023-11-29 20:40:08.083770,2023-11-29 20:40:08.343991,0 days 00:00:00.260221,1,1.937093598856918,53,SMA,2.2185585892473205,34,5,30,2,5,1,3,90,4,COMPLETE
275,-0.41532852767292866,-0.20752071819323023,-0.6181421972875991,2023-11-29 20:40:08.343991,2023-11-29 20:40:08.634684,0 days 00:00:00.290693,0,1.0915083230429206,23,WMA,2.8444663661310803,33,13,22,2,3,2,5,90,4,COMPLETE
276,,,,2023-11-29 20:40:08.635682,2023-11-29 20:40:08.900398,0 days 00:00:00.264716,0,2.650856465541163,11,WMA,1.658558694329506,52,7,19,2,5,0,4,84,4,FAIL
277,0.5395811039004341,0.3468411455389653,0.6793548538854896,2023-11-29 20:40:08.901395,2023-11-29 20:40:09.181637,0 days 00:00:00.280242,0,1.921125771932915,22,EMA,2.646787678318625,22,18,17,1,4,1,4,76,4,COMPLETE
278,0.48988015402162705,0.5349909225745186,0.10406541811938624,2023-11-29 20:40:09.182669,2023-11-29 20:40:09.434710,0 days 00:00:00.252041,1,2.0470697108484686,60,SMA,2.8442984714059385,26,12,27,1,3,0,5,81,4,COMPLETE
279,-0.5006563845845207,-0.13508427701209672,-0.138418629677699,2023-11-29 20:40:09.436674,2023-11-29 20:40:09.689157,0 days 00:00:00.252483,2,2.3400612551358906,45,EMA,2.8444663661310803,52,14,26,2,4,1,4,90,4,COMPLETE
280,0.3509957911524475,0.3398922372879696,0.05415731279994418,2023-11-29 20:40:09.690187,2023-11-29 20:40:09.949736,0 days 00:00:00.259549,2,2.3400612551358906,44,WMA,2.0837492581439623,52,16,19,2,4,1,4,84,4,COMPLETE
281,0.6087628010709493,1.5304143375722308,0.6973384222103698,2023-11-29 20:40:09.951177,2023-11-29 20:40:10.218032,0 days 00:00:00.266855,0,1.0915083230429206,22,EMA,1.4219454540065912,52,13,22,1,5,1,3,76,4,COMPLETE
282,0.2560958349100366,0.061649490058172135,0.19051186462368064,2023-11-29 20:40:10.219029,2023-11-29 20:40:10.519943,0 days 00:00:00.300914,1,1.0915083230429206,22,EMA,1.4219454540065912,22,16,22,0,5,1,4,70,4,COMPLETE
283,0.7416814211738486,2.824370830772838,0.8823581940777868,2023-11-29 20:40:10.520926,2023-11-29 20:40:10.778624,0 days 00:00:00.257698,2,2.650856465541163,13,WMA,2.5551208924133264,43,7,19,0,4,2,3,87,4,COMPLETE
284,-0.28805552993795935,-0.10397590071971792,-0.07639266371967551,2023-11-29 20:40:10.779620,2023-11-29 20:40:11.031653,0 days 00:00:00.252033,2,2.1917134912915017,17,SMA,1.4219454540065912,22,16,30,1,3,1,4,73,4,COMPLETE
285,-0.3460204004861785,-0.09915095639490198,-0.21655929630647408,2023-11-29 20:40:11.032686,2023-11-29 20:40:11.289163,0 days 00:00:00.256477,0,1.0915083230429206,45,EMA,2.107550004841647,59,12,22,2,5,2,5,90,4,COMPLETE
286,-0.24238368957390619,-0.09247986105191304,-0.07598971324647948,2023-11-29 20:40:11.290161,2023-11-29 20:40:11.547176,0 days 00:00:00.257015,2,1.937093598856918,53,SMA,2.6853282202082984,13,5,30,2,4,1,3,90,4,COMPLETE
287,0.4301784083602745,1.0043552021541253,0.3856713894477426,2023-11-29 20:40:11.549171,2023-11-29 20:40:11.844048,0 days 00:00:00.294877,0,2.951718010125258,22,EMA,2.8444663661310803,16,9,30,0,4,1,4,76,4,COMPLETE
288,,,,2023-11-29 20:40:11.845046,2023-11-29 20:40:12.116734,0 days 00:00:00.271688,0,2.951718010125258,22,SMA,2.770570069085377,52,18,10,1,4,1,3,81,4,FAIL
289,,,,2023-11-29 20:40:12.118439,2023-11-29 20:40:12.390429,0 days 00:00:00.271990,1,2.2294970355998927,22,SMA,1.1736145647574407,52,7,28,1,4,1,3,73,4,FAIL
290,0.2688825412256723,0.1757787133758463,0.20060344743690764,2023-11-29 20:40:12.392424,2023-11-29 20:40:12.662582,0 days 00:00:00.270158,0,2.978097093250396,22,SMA,2.6853282202082984,25,16,13,1,4,1,3,73,4,COMPLETE
291,-0.4096107948521591,-0.22496797550800987,-0.5987031054539488,2023-11-29 20:40:12.663566,2023-11-29 20:40:12.936657,0 days 00:00:00.273091,1,1.0915083230429206,18,EMA,2.6645735473248227,19,11,22,0,5,2,4,70,4,COMPLETE
292,-0.5007959667860638,-0.2844582123723217,-0.6990236728753259,2023-11-29 20:40:12.937621,2023-11-29 20:40:13.233891,0 days 00:00:00.296270,1,1.068102818080438,22,EMA,1.4219454540065912,22,16,30,2,3,1,4,76,4,COMPLETE
293,,,,2023-11-29 20:40:13.234912,2023-11-29 20:40:13.482755,0 days 00:00:00.247843,0,2.2294970355998927,59,EMA,2.770570069085377,57,13,22,0,5,1,4,76,4,FAIL
294,-0.22737803757536518,-0.11885163865281291,-0.06694630967410461,2023-11-29 20:40:13.484716,2023-11-29 20:40:13.741335,0 days 00:00:00.256619,0,2.2294970355998927,45,EMA,2.8444663661310803,22,7,16,2,3,2,4,90,4,COMPLETE
295,0.46489536569281975,0.25974801518891194,0.15735454802984436,2023-11-29 20:40:13.742334,2023-11-29 20:40:13.991891,0 days 00:00:00.249557,0,2.650856465541163,13,WMA,2.5551208924133264,43,18,19,0,3,0,4,87,4,COMPLETE
296,1.1041354335650895,1.5574475903151204,0.5577610651642602,2023-11-29 20:40:13.992889,2023-11-29 20:40:14.242433,0 days 00:00:00.249544,0,1.921125771932915,22,EMA,1.4219454540065912,16,14,22,2,3,1,4,73,4,COMPLETE
297,0.5011849933075879,1.6940371261584801,0.4746848251875588,2023-11-29 20:40:14.243399,2023-11-29 20:40:14.497981,0 days 00:00:00.254582,2,2.650856465541163,13,SMA,2.894963155708938,43,7,19,0,5,2,3,81,4,COMPLETE
298,0.7712272272989712,0.4804173281026779,1.122763385564785,2023-11-29 20:40:14.498946,2023-11-29 20:40:14.764017,0 days 00:00:00.265071,2,2.3313187723219206,24,WMA,2.5551208924133264,43,14,20,0,4,2,3,71,4,COMPLETE
299,-0.12935858011921114,-0.09610808661002386,-0.28897225187846176,2023-11-29 20:40:14.764976,2023-11-29 20:40:15.032841,0 days 00:00:00.267865,0,1.0915083230429206,22,SMA,2.770570069085377,52,7,24,1,3,1,3,73,4,COMPLETE
300,0.6035549954890297,0.27890019401559035,1.3270598486229823,2023-11-29 20:40:15.033808,2023-11-29 20:40:15.311805,0 days 00:00:00.277997,2,1.0915083230429206,22,SMA,2.6853282202082984,13,18,24,1,4,2,3,83,4,COMPLETE
301,,,,2023-11-29 20:40:15.312803,2023-11-29 20:40:15.562964,0 days 00:00:00.250161,0,2.494551052365515,44,WMA,2.0837492581439623,43,16,16,1,4,1,4,84,4,FAIL
302,-0.6389418322871293,-0.19901938194820046,-0.1058393273917315,2023-11-29 20:40:15.564960,2023-11-29 20:40:15.833401,0 days 00:00:00.268441,1,2.882135898516662,13,WMA,2.2185585892473205,34,5,24,2,4,1,3,72,4,COMPLETE
303,0.19431602371506343,0.05816718446835313,0.11811437359481487,2023-11-29 20:40:15.834398,2023-11-29 20:40:16.107349,0 days 00:00:00.272951,0,1.6098281404213342,22,SMA,2.6257609503911965,52,5,17,2,5,1,3,73,4,COMPLETE
304,,,,2023-11-29 20:40:16.108346,2023-11-29 20:40:16.367369,0 days 00:00:00.259023,0,2.2294970355998927,59,EMA,2.8444663661310803,57,10,17,2,3,1,4,70,4,FAIL
305,0.7951460565250934,3.065621527373801,0.9763842445432402,2023-11-29 20:40:16.369092,2023-11-29 20:40:16.619621,0 days 00:00:00.250529,1,1.921125771932915,22,WMA,1.4219454540065912,52,16,30,0,5,1,4,76,4,COMPLETE
306,0.09788543087273208,-0.04795382520528461,-0.17718937621035935,2023-11-29 20:40:16.620619,2023-11-29 20:40:16.901838,0 days 00:00:00.281219,0,1.0915083230429206,24,WMA,2.5573719482415207,41,14,20,2,4,1,4,71,4,COMPLETE
307,0.6390022722019546,0.7003061571103164,0.8345874787782614,2023-11-29 20:40:16.902511,2023-11-29 20:40:17.199252,0 days 00:00:00.296741,2,2.0079171942193654,17,SMA,2.770570069085377,51,18,24,2,5,2,4,89,4,COMPLETE
308,-0.436294828367956,-0.1426381616643512,-0.05781202035298264,2023-11-29 20:40:17.200247,2023-11-29 20:40:17.474051,0 days 00:00:00.273804,2,2.063997268779673,56,SMA,2.6645735473248227,59,11,13,1,3,0,3,85,4,COMPLETE
309,-0.31631306597056524,-0.1401116455498692,-0.07883901502787793,2023-11-29 20:40:17.475047,2023-11-29 20:40:17.737479,0 days 00:00:00.262432,0,1.6098281404213342,23,SMA,1.5768523118322149,52,7,26,2,3,0,5,73,4,COMPLETE
310,0.5890549194075535,0.4432543442418661,0.7256505446758266,2023-11-29 20:40:17.738481,2023-11-29 20:40:17.997364,0 days 00:00:00.258883,1,2.1585932654494036,13,WMA,2.8712708433722685,52,7,24,0,4,1,4,72,4,COMPLETE
311,0.4245225075297458,0.5083678079506565,0.3905108711048797,2023-11-29 20:40:17.998362,2023-11-29 20:40:18.254559,0 days 00:00:00.256197,1,2.393095488778707,22,SMA,2.5551208924133264,43,12,19,1,4,2,3,87,4,COMPLETE
312,0.3804653213430144,0.33068810781938274,0.12618695519908157,2023-11-29 20:40:18.255561,2023-11-29 20:40:18.512920,0 days 00:00:00.257359,0,2.494551052365515,11,WMA,2.0837492581439623,43,16,19,2,4,1,4,84,4,COMPLETE
313,0.7431511764768183,0.6596604717106591,0.42226989911089946,2023-11-29 20:40:18.514914,2023-11-29 20:40:18.781214,0 days 00:00:00.266300,2,2.3400612551358906,22,EMA,1.658558694329506,27,18,26,1,5,1,4,84,4,COMPLETE
314,0.7642722758199318,1.6947872652910545,0.9734099126455931,2023-11-29 20:40:18.782200,2023-11-29 20:40:19.062186,0 days 00:00:00.279986,2,2.1917134912915017,17,EMA,2.8444663661310803,52,14,22,2,5,2,4,89,4,COMPLETE
315,0.3661917372729988,0.11859621974988976,0.4449540476587069,2023-11-29 20:40:19.063182,2023-11-29 20:40:19.340709,0 days 00:00:00.277527,2,1.0915083230429206,22,SMA,2.8444663661310803,13,18,22,0,5,2,4,83,4,COMPLETE
316,-0.30806638771365813,-0.1766537405875075,-0.020645297279855014,2023-11-29 20:40:19.341706,2023-11-29 20:40:19.616621,0 days 00:00:00.274915,0,2.951718010125258,32,EMA,2.770570069085377,52,7,30,1,5,2,4,76,4,COMPLETE
317,-0.08558379714994234,-0.10551138845037897,-0.3549953587721842,2023-11-29 20:40:19.617612,2023-11-29 20:40:19.936443,0 days 00:00:00.318831,1,1.0915083230429206,22,WMA,2.8444663661310803,16,7,22,0,4,1,4,73,5,COMPLETE
318,0.6355630650855998,0.3250022872729959,0.4206055843285895,2023-11-29 20:40:19.937438,2023-11-29 20:40:20.193564,0 days 00:00:00.256126,0,1.9891390271907596,18,EMA,2.4857448129426,51,16,22,1,3,1,4,73,5,COMPLETE
319,0.7621987498615745,1.2740191403579053,0.9441107563515436,2023-11-29 20:40:20.195523,2023-11-29 20:40:20.454472,0 days 00:00:00.258949,0,2.2639817842766536,18,EMA,2.6645735473248227,57,13,22,0,5,2,4,70,5,COMPLETE
320,0.8634454795422806,0.8845858736776864,1.5901059900445704,2023-11-29 20:40:20.455469,2023-11-29 20:40:20.724582,0 days 00:00:00.269113,1,1.921125771932915,22,WMA,2.8712708433722685,52,16,30,0,4,1,4,76,5,COMPLETE
321,0.14216137407586205,0.0018641030195244938,0.005972636195757559,2023-11-29 20:40:20.725579,2023-11-29 20:40:21.008142,0 days 00:00:00.282563,0,1.1189923834571598,22,EMA,2.8444663661310803,52,13,24,0,4,1,4,77,5,COMPLETE
322,,,,2023-11-29 20:40:21.009145,2023-11-29 20:40:21.255680,0 days 00:00:00.246535,0,2.951718010125258,59,EMA,2.8444663661310803,16,9,30,0,5,1,4,76,5,FAIL
323,0.48475199663579577,0.5478323807967714,0.4806473988695083,2023-11-29 20:40:21.257690,2023-11-29 20:40:21.515055,0 days 00:00:00.257365,0,1.046730078569634,45,EMA,1.4219454540065912,22,13,30,2,5,1,4,76,5,COMPLETE
324,0.17969415966682978,0.02840745934375101,0.08514916055304994,2023-11-29 20:40:21.516051,2023-11-29 20:40:21.782007,0 days 00:00:00.265956,0,1.0915083230429206,13,SMA,2.380545228658994,43,7,22,2,5,2,3,90,5,COMPLETE
325,0.5787086635882118,0.33583093832588967,0.8953466261134289,2023-11-29 20:40:21.783003,2023-11-29 20:40:22.057812,0 days 00:00:00.274809,0,1.0915083230429206,22,SMA,2.8444663661310803,57,13,24,0,5,2,4,83,5,COMPLETE
326,-0.03756217899360752,-0.06400888886220968,-0.1623889637407396,2023-11-29 20:40:22.058611,2023-11-29 20:40:22.317026,0 days 00:00:00.258415,0,1.921125771932915,17,WMA,2.8444663661310803,52,12,22,2,5,1,3,89,5,COMPLETE
327,0.16824369718756238,-0.016204059993337055,-0.04881939735992589,2023-11-29 20:40:22.318023,2023-11-29 20:40:22.614880,0 days 00:00:00.296857,2,1.0915083230429206,17,SMA,2.6853282202082984,13,16,24,2,5,2,4,72,5,COMPLETE
328,1.1041354335650895,1.5574475903151204,0.5577610651642602,2023-11-29 20:40:22.616873,2023-11-29 20:40:22.864993,0 days 00:00:00.248120,0,1.921125771932915,22,EMA,1.4219454540065912,16,14,22,2,3,1,4,73,5,COMPLETE
329,0.45110649299876326,0.4921587498637067,0.4361789724325905,2023-11-29 20:40:22.865990,2023-11-29 20:40:23.120952,0 days 00:00:00.254962,2,2.2639817842766536,17,SMA,2.4857448129426,43,18,19,2,5,2,3,89,5,COMPLETE
330,0.9694027337655776,1.2595707745875415,1.5760948557224472,2023-11-29 20:40:23.122959,2023-11-29 20:40:23.380193,0 days 00:00:00.257234,2,2.3313187723219206,24,WMA,2.5551208924133264,43,7,19,0,4,2,3,87,5,COMPLETE
331,0.07962672981182273,0.008154122796641872,0.012055971839870522,2023-11-29 20:40:23.381192,2023-11-29 20:40:23.643193,0 days 00:00:00.262001,0,1.0915083230429206,45,WMA,2.8444663661310803,16,5,22,2,5,1,5,90,5,COMPLETE
332,0.4889929365774747,1.5359760307584798,0.45831130896720707,2023-11-29 20:40:23.644190,2023-11-29 20:40:23.906685,0 days 00:00:00.262495,0,2.951718010125258,22,EMA,2.770570069085377,52,13,22,0,5,1,4,76,5,COMPLETE
333,0.18075015163858835,0.08002868236676793,0.10394502680688873,2023-11-29 20:40:23.907683,2023-11-29 20:40:24.172303,0 days 00:00:00.264620,2,1.937093598856918,11,WMA,2.2185585892473205,52,14,26,2,4,1,3,84,5,COMPLETE
334,0.3306722036274175,0.1861528444409253,0.28677781617981535,2023-11-29 20:40:24.173301,2023-11-29 20:40:24.428014,0 days 00:00:00.254713,2,2.063997268779673,44,WMA,2.6645735473248227,59,11,19,2,5,2,3,85,5,COMPLETE
335,0.5173215362074606,1.1510409606776641,0.5002624378040176,2023-11-29 20:40:24.428982,2023-11-29 20:40:24.702543,0 days 00:00:00.273561,0,2.951718010125258,22,EMA,2.770570069085377,52,18,30,0,4,2,4,90,5,COMPLETE
336,0.7603413504363254,1.1245438598259274,1.020550517684372,2023-11-29 20:40:24.703539,2023-11-29 20:40:25.001625,0 days 00:00:00.298086,0,2.0917064151535567,22,SMA,2.770570069085377,52,12,10,1,4,2,3,90,5,COMPLETE
337,,,,2023-11-29 20:40:25.002591,2023-11-29 20:40:25.260671,0 days 00:00:00.258080,1,1.937093598856918,55,WMA,2.2185585892473205,52,5,24,0,5,1,4,72,5,FAIL
338,0.8983979991127579,1.082215151441326,1.4003612059289485,2023-11-29 20:40:25.262669,2023-11-29 20:40:25.528164,0 days 00:00:00.265495,0,2.3313187723219206,24,WMA,2.5573719482415207,44,14,20,2,3,1,3,90,5,COMPLETE
