number,sharpe_ratio,calmar_ratio,total_return,datetime_start,datetime_complete,duration,params_bb_middlelines,params_bb_multiply,params_bb_timeperiod,params_channel_middlelines,params_channel_multiply,params_channel_timeperiod,params_fastk_period,params_lower_KDJ,params_slowd_matype,params_slowd_period,params_slowk_matype,params_slowk_period,params_upper_KDJ,system_attrs_nsga2:generation,state
496,0.8879868640009966,0.619067068375069,0.6826694063538025,2023-11-29 20:41:10.086627,2023-11-29 20:41:10.351649,0 days 00:00:00.265022,0,2.3313187723219206,23,SMA,2.5573719482415207,33,16,10,2,4,1,5,71,8,COMPLETE
497,1.0062231892809046,0.7142308907115639,0.6796693782750444,2023-11-29 20:41:10.353612,2023-11-29 20:41:10.624052,0 days 00:00:00.270440,1,1.921125771932915,22,EMA,1.4219454540065912,22,16,24,2,4,1,4,76,8,COMPLETE
498,,,,2023-11-29 20:41:10.625049,2023-11-29 20:41:10.896900,0 days 00:00:00.271851,1,2.650856465541163,60,WMA,1.4219454540065912,52,7,19,0,4,2,4,78,8,FAIL
499,0.588709872360966,0.5788018937459418,0.09929604258644474,2023-11-29 20:41:10.897866,2023-11-29 20:41:11.143984,0 days 00:00:00.246118,1,2.1585932654494036,22,WMA,1.4219454540065912,52,7,24,0,4,1,3,83,8,COMPLETE
500,0.7902991219341094,1.4378454982326794,0.9925947211873987,2023-11-29 20:41:11.146979,2023-11-29 20:41:11.413366,0 days 00:00:00.266387,2,2.3313187723219206,23,SMA,2.770570069085377,52,7,19,2,4,1,3,73,8,COMPLETE
501,0.48502430044792977,0.3251170138777928,0.5170726150224374,2023-11-29 20:41:11.414363,2023-11-29 20:41:11.677598,0 days 00:00:00.263235,1,2.3313187723219206,22,WMA,2.5573719482415207,52,18,17,2,5,1,3,90,8,COMPLETE
502,0.2146648627393525,0.0663423941929719,0.07194651893537937,2023-11-29 20:41:11.678601,2023-11-29 20:41:11.929983,0 days 00:00:00.251382,0,2.3313187723219206,22,SMA,2.5551208924133264,44,17,22,2,3,2,5,73,8,COMPLETE
503,0.22620251248284035,0.18095077689811237,0.042349861104490995,2023-11-29 20:41:11.930983,2023-11-29 20:41:12.186109,0 days 00:00:00.255126,1,1.921125771932915,22,EMA,1.4219454540065912,52,16,30,1,4,1,3,76,8,COMPLETE
504,0.8772321251776599,0.8628090370459296,1.2915667017722439,2023-11-29 20:41:12.187079,2023-11-29 20:41:12.445549,0 days 00:00:00.258470,1,1.921125771932915,22,WMA,1.7453087520267854,52,16,30,0,5,1,3,76,8,COMPLETE
505,0.7434339891600874,1.177967369565558,0.9069271754372449,2023-11-29 20:41:12.447084,2023-11-29 20:41:12.708120,0 days 00:00:00.261036,0,1.921125771932915,22,SMA,2.2418617468703053,52,16,17,0,3,1,3,76,8,COMPLETE
506,,,,2023-11-29 20:41:12.709119,2023-11-29 20:41:12.965554,0 days 00:00:00.256435,0,2.951718010125258,22,WMA,1.4219454540065912,15,10,25,1,5,2,4,90,8,FAIL
507,0.5335695652068816,0.5484592897727453,0.5735962690975398,2023-11-29 20:41:12.966588,2023-11-29 20:41:13.238433,0 days 00:00:00.271845,0,2.2639817842766536,18,SMA,2.770570069085377,42,7,17,0,3,1,3,73,8,COMPLETE
508,0.3831290707078323,0.25285514283645094,0.3828214811495025,2023-11-29 20:41:13.239395,2023-11-29 20:41:13.507384,0 days 00:00:00.267989,0,2.0917064151535567,21,WMA,2.5573719482415207,44,14,10,0,3,2,3,87,8,COMPLETE
509,-0.10471917910932378,-0.07844637181479784,-0.19284923140243693,2023-11-29 20:41:13.508415,2023-11-29 20:41:13.775494,0 days 00:00:00.267079,2,1.5746140043844148,34,WMA,2.5551208924133264,52,7,18,0,4,2,3,87,8,COMPLETE
510,0.8631570334742352,0.8764802256925652,0.27332190466422146,2023-11-29 20:41:13.776487,2023-11-29 20:41:14.039764,0 days 00:00:00.263277,0,1.921125771932915,22,WMA,1.4219454540065912,52,16,13,2,3,1,3,76,8,COMPLETE
511,0.5235337001992922,3.2779676568370735,0.5023347524479604,2023-11-29 20:41:14.040761,2023-11-29 20:41:14.292474,0 days 00:00:00.251713,2,2.951718010125258,17,EMA,2.770570069085377,51,7,19,0,4,1,3,83,8,COMPLETE
512,0.8145773777081856,0.9619534146320784,1.336434235790295,2023-11-29 20:41:14.295434,2023-11-29 20:41:14.570585,0 days 00:00:00.275151,0,1.0915083230429206,22,WMA,1.4219454540065912,52,16,30,0,5,2,4,76,8,COMPLETE
513,0.5235337001992922,3.2779676568370735,0.5023347524479604,2023-11-29 20:41:14.572590,2023-11-29 20:41:14.823151,0 days 00:00:00.250561,0,2.951718010125258,17,EMA,2.770570069085377,57,7,22,0,4,1,4,76,8,COMPLETE
514,-0.026870554137631678,-0.03264121492107703,-0.011666444353004693,2023-11-29 20:41:14.825147,2023-11-29 20:41:15.092271,0 days 00:00:00.267124,2,2.1917134912915017,17,EMA,2.1002174847014348,52,16,18,0,5,2,4,89,8,COMPLETE
515,0.5223362310559514,3.2687663100818245,0.500683835137578,2023-11-29 20:41:15.093237,2023-11-29 20:41:15.352711,0 days 00:00:00.259474,0,2.9670325295303033,17,WMA,2.569672755565848,57,7,22,2,3,0,3,90,8,COMPLETE
516,0.912878647393509,1.123873014513319,0.2970908801760903,2023-11-29 20:41:15.353750,2023-11-29 20:41:15.631246,0 days 00:00:00.277496,0,1.921125771932915,22,WMA,1.4219454540065912,57,7,24,1,5,1,4,76,8,COMPLETE
517,1.3145856922719399,1.735208811037749,0.8889800780461681,2023-11-29 20:41:15.632246,2023-11-29 20:41:15.894267,0 days 00:00:00.262021,1,1.921125771932915,22,EMA,1.4219454540065912,22,16,11,0,4,1,4,86,8,COMPLETE
518,0.4518409632437558,0.3695348298479578,0.30242289350789847,2023-11-29 20:41:15.895295,2023-11-29 20:41:16.149782,0 days 00:00:00.254487,0,2.2294970355998927,22,EMA,2.770570069085377,16,7,17,2,3,1,5,73,8,COMPLETE
519,-0.27195051930616404,-0.10357798765466589,-0.03744802065361341,2023-11-29 20:41:16.150779,2023-11-29 20:41:16.412901,0 days 00:00:00.262122,2,2.951718010125258,22,WMA,2.8712708433722685,43,14,15,1,5,2,4,87,8,COMPLETE
520,0.3677833840601731,0.1681050324837799,0.38641822196393266,2023-11-29 20:41:16.413864,2023-11-29 20:41:16.690342,0 days 00:00:00.276478,0,2.0917064151535567,13,WMA,2.770570069085377,43,7,19,1,4,2,3,90,8,COMPLETE
521,0.5298063621518984,4.521028029654945,0.5106883940384952,2023-11-29 20:41:16.691337,2023-11-29 20:41:16.949889,0 days 00:00:00.258552,0,2.951718010125258,17,EMA,2.770570069085377,52,8,17,0,5,2,3,72,8,COMPLETE
522,,,,2023-11-29 20:41:16.951885,2023-11-29 20:41:17.220222,0 days 00:00:00.268337,2,2.951718010125258,22,WMA,2.4261122990446102,51,10,22,2,5,2,5,90,8,FAIL
523,0.5047976086025572,0.2410795008856351,0.2516781160145304,2023-11-29 20:41:17.222271,2023-11-29 20:41:17.485928,0 days 00:00:00.263657,0,2.605986174650509,24,SMA,2.5573719482415207,26,7,19,0,4,1,5,87,8,COMPLETE
524,0.368589571919661,0.14182239239748703,0.3986920681660294,2023-11-29 20:41:17.486922,2023-11-29 20:41:17.735488,0 days 00:00:00.248566,0,1.921125771932915,22,WMA,2.5573719482415207,44,14,17,1,3,1,3,76,8,COMPLETE
525,1.0239238595754636,0.7311439230514915,0.7045468412015944,2023-11-29 20:41:17.736498,2023-11-29 20:41:17.989549,0 days 00:00:00.253051,1,1.921125771932915,22,EMA,1.4219454540065912,22,16,30,2,3,1,4,76,8,COMPLETE
526,0.539596390517854,0.44775825083520154,0.5724655343215338,2023-11-29 20:41:17.990577,2023-11-29 20:41:18.263634,0 days 00:00:00.273057,0,2.650856465541163,13,WMA,2.8444663661310803,43,13,24,0,5,2,3,70,8,COMPLETE
527,0.6406658906885468,4.189485295831452,0.6733315788640308,2023-11-29 20:41:18.264651,2023-11-29 20:41:18.522697,0 days 00:00:00.258046,0,2.724122348445352,17,EMA,2.6645735473248227,52,7,17,2,5,1,3,76,8,COMPLETE
528,0.49773639712915196,0.8310338298949861,0.4787258020270451,2023-11-29 20:41:18.523704,2023-11-29 20:41:18.790942,0 days 00:00:00.267238,2,2.650856465541163,22,EMA,2.770570069085377,43,7,24,0,5,1,4,85,8,COMPLETE
529,0.9016681776803249,1.7189462663546708,1.3032304942428583,2023-11-29 20:41:18.791972,2023-11-29 20:41:19.056432,0 days 00:00:00.264460,0,2.2639817842766536,18,EMA,2.770570069085377,52,7,22,0,5,1,4,89,8,COMPLETE
530,0.5310033936576148,4.533557257351411,0.5123503174642804,2023-11-29 20:41:19.057432,2023-11-29 20:41:19.318906,0 days 00:00:00.261474,2,2.951718010125258,17,WMA,2.6252297212840032,52,7,15,0,5,2,3,90,8,COMPLETE
531,0.5693513066806812,1.6848193147267378,0.5784392399010286,2023-11-29 20:41:19.319903,2023-11-29 20:41:19.580374,0 days 00:00:00.260471,2,2.3313187723219206,17,SMA,2.770570069085377,51,16,24,0,5,2,4,87,8,COMPLETE
532,0.45691394949857955,0.2319963973331934,0.4747639406610824,2023-11-29 20:41:19.581370,2023-11-29 20:41:19.865386,0 days 00:00:00.284016,1,2.3313187723219206,24,EMA,2.5573719482415207,22,14,20,0,4,1,4,90,8,COMPLETE
533,0.45865135288858705,0.22790698131026046,0.4955289037310257,2023-11-29 20:41:19.866351,2023-11-29 20:41:20.129602,0 days 00:00:00.263251,2,1.924882135105898,17,WMA,2.6645735473248227,57,7,22,0,5,1,3,70,8,COMPLETE
534,0.9478949528552111,0.9697914779512792,1.6460132389857614,2023-11-29 20:41:20.130653,2023-11-29 20:41:20.406403,0 days 00:00:00.275750,0,2.2294970355998927,22,WMA,2.5551208924133264,43,7,17,1,4,1,3,73,8,COMPLETE
535,,,,2023-11-29 20:41:20.407503,2023-11-29 20:41:20.696008,0 days 00:00:00.288505,0,2.4714168351080366,22,EMA,1.5210571913239217,16,14,22,2,3,1,4,73,8,FAIL
536,0.5353413357285057,0.494395436383977,0.5743397534360173,2023-11-29 20:41:20.698672,2023-11-29 20:41:20.997832,0 days 00:00:00.299160,2,2.0917064151535567,17,EMA,2.689218582215011,52,14,10,2,5,2,3,90,8,COMPLETE
537,0.22620251248284035,0.18095077689811237,0.042349861104490995,2023-11-29 20:41:20.998829,2023-11-29 20:41:21.293358,0 days 00:00:00.294529,1,1.921125771932915,22,EMA,1.4219454540065912,51,10,11,0,4,1,4,76,8,COMPLETE
538,0.20420318355885494,0.03177330832198984,0.08953764921562396,2023-11-29 20:41:21.295801,2023-11-29 20:41:21.675323,0 days 00:00:00.379522,0,1.0915083230429206,17,WMA,2.8712708433722685,43,14,15,0,5,2,3,87,9,COMPLETE
539,0.09931247603353958,0.03694954866465566,0.023209060689989656,2023-11-29 20:41:21.676317,2023-11-29 20:41:21.981016,0 days 00:00:00.304699,2,2.650856465541163,32,WMA,2.6645735473248227,43,16,17,0,5,1,3,76,9,COMPLETE
540,0.36192274876555436,0.21637217054233404,0.33824190248634695,2023-11-29 20:41:21.982060,2023-11-29 20:41:22.263731,0 days 00:00:00.281671,1,2.0917064151535567,22,WMA,2.8712708433722685,52,6,10,0,4,1,3,76,9,COMPLETE
541,0.8673962366343603,1.6739109751013532,1.213249684844615,2023-11-29 20:41:22.264726,2023-11-29 20:41:22.537061,0 days 00:00:00.272335,0,2.1585932654494036,22,SMA,2.6853282202082984,52,7,15,0,3,1,3,77,9,COMPLETE
542,-0.4733989297763367,-0.15523428538019649,-0.055918570227370026,2023-11-29 20:41:22.538058,2023-11-29 20:41:22.809938,0 days 00:00:00.271880,1,2.2294970355998927,22,EMA,1.4219454540065912,16,6,22,2,3,1,3,73,9,COMPLETE
543,0.8891262883453099,1.1914009851837424,0.4083003788899373,2023-11-29 20:41:22.810937,2023-11-29 20:41:23.062429,0 days 00:00:00.251492,1,1.921125771932915,22,EMA,1.4219454540065912,16,14,30,2,3,1,4,73,9,COMPLETE
544,0.22620251248284035,0.18095077689811237,0.042349861104490995,2023-11-29 20:41:23.063426,2023-11-29 20:41:23.341315,0 days 00:00:00.277889,1,1.921125771932915,22,EMA,1.4219454540065912,51,10,25,2,3,2,4,90,9,COMPLETE
545,0.34147964123372254,0.28551652392519017,0.06747692695802641,2023-11-29 20:41:23.342313,2023-11-29 20:41:23.609201,0 days 00:00:00.266888,1,1.921125771932915,21,EMA,1.4219454540065912,57,14,30,2,3,1,4,73,9,COMPLETE
546,0.5260665495776432,0.2382702141695272,0.7123636108123819,2023-11-29 20:41:23.610170,2023-11-29 20:41:23.881594,0 days 00:00:00.271424,0,1.921125771932915,22,WMA,2.8712708433722685,52,16,30,0,5,2,4,76,9,COMPLETE
547,-0.061952575374155154,-0.09323050003344766,-0.2585630237047819,2023-11-29 20:41:23.882594,2023-11-29 20:41:24.147323,0 days 00:00:00.264729,2,1.482336173900704,17,WMA,2.4261122990446102,52,14,25,2,5,2,5,90,9,COMPLETE
548,0.47157035349782694,1.0007896383247654,0.4399115029467364,2023-11-29 20:41:24.149318,2023-11-29 20:41:24.406341,0 days 00:00:00.257023,2,2.951718010125258,22,WMA,2.6252297212840032,52,16,15,0,5,1,3,90,9,COMPLETE
549,0.927723217377189,0.7082393500694478,0.5242686594306392,2023-11-29 20:41:24.407319,2023-11-29 20:41:24.658832,0 days 00:00:00.251513,0,1.921125771932915,22,WMA,1.4219454540065912,16,14,24,2,4,1,4,73,9,COMPLETE
550,,,,2023-11-29 20:41:24.659826,2023-11-29 20:41:24.941843,0 days 00:00:00.282017,0,2.951718010125258,22,EMA,1.4219454540065912,52,7,18,0,5,2,4,76,9,FAIL
551,0.6424846454664542,0.9730691681043763,0.9294393786960677,2023-11-29 20:41:24.942808,2023-11-29 20:41:25.208643,0 days 00:00:00.265835,1,1.921125771932915,22,WMA,2.8712708433722685,52,14,15,0,3,1,4,87,9,COMPLETE
552,0.7911843887329973,3.27164595850861,0.9690348659690267,2023-11-29 20:41:25.209678,2023-11-29 20:41:25.480896,0 days 00:00:00.271218,1,1.921125771932915,22,WMA,1.4219454540065912,52,16,30,1,5,1,3,76,9,COMPLETE
553,0.22620251248284035,0.18095077689811237,0.042349861104490995,2023-11-29 20:41:25.481893,2023-11-29 20:41:25.752299,0 days 00:00:00.270406,1,1.921125771932915,22,EMA,1.4219454540065912,52,16,30,2,5,1,3,76,9,COMPLETE
554,1.0413339497675358,1.3142174882547635,1.778788101736814,2023-11-29 20:41:25.753861,2023-11-29 20:41:26.021919,0 days 00:00:00.268058,2,2.3313187723219206,24,WMA,2.5551208924133264,44,5,19,2,5,2,4,70,9,COMPLETE
555,,,,2023-11-29 20:41:26.023433,2023-11-29 20:41:26.271003,0 days 00:00:00.247570,2,2.951718010125258,22,EMA,1.9415186105832738,51,10,24,0,5,1,3,76,9,FAIL
556,0.7876936954283438,3.0322670033123487,0.9626831405949335,2023-11-29 20:41:26.271957,2023-11-29 20:41:26.548025,0 days 00:00:00.276068,1,1.921125771932915,22,WMA,1.4219454540065912,52,16,18,0,3,1,4,76,9,COMPLETE
557,-0.03972652532426587,-0.09241102591295189,-0.2740178745098477,2023-11-29 20:41:26.549022,2023-11-29 20:41:26.823157,0 days 00:00:00.274135,0,1.0915083230429206,22,WMA,2.6853282202082984,43,7,19,0,5,2,4,76,9,COMPLETE
558,-0.2955358858185033,-0.13260006118590756,-0.039853820517749765,2023-11-29 20:41:26.824122,2023-11-29 20:41:27.077195,0 days 00:00:00.253073,2,2.1585932654494036,59,SMA,2.8444663661310803,57,13,24,0,5,1,3,70,9,COMPLETE
559,0.8575639643798987,0.9620486779205604,0.41832465572427224,2023-11-29 20:41:27.078194,2023-11-29 20:41:27.331743,0 days 00:00:00.253549,0,1.921125771932915,22,SMA,1.4219454540065912,16,7,22,1,3,1,3,73,9,COMPLETE
560,0.699701946608751,0.4699701778772823,0.9364643209303588,2023-11-29 20:41:27.333706,2023-11-29 20:41:27.593467,0 days 00:00:00.259761,1,1.921125771932915,24,EMA,2.6853282202082984,52,7,21,1,4,1,3,76,9,COMPLETE
561,0.9151031707108234,1.1221673568574766,0.2965913603172693,2023-11-29 20:41:27.594469,2023-11-29 20:41:27.845279,0 days 00:00:00.250810,1,1.921125771932915,22,WMA,1.4219454540065912,51,16,15,0,5,2,4,72,9,COMPLETE
562,0.569742124840878,0.5162223658223806,0.745319997386774,2023-11-29 20:41:27.847274,2023-11-29 20:41:28.107323,0 days 00:00:00.260049,2,1.7137782439657334,24,WMA,2.5551208924133264,51,7,14,0,4,1,4,76,9,COMPLETE
563,0.5313713169762792,4.401251894418724,0.5140122408900649,2023-11-29 20:41:28.108618,2023-11-29 20:41:28.372079,0 days 00:00:00.263461,2,2.951718010125258,17,WMA,2.8712708433722685,43,14,15,1,5,2,3,87,9,COMPLETE
564,-0.5310192163972501,-0.16381494361564636,-0.07303075852633768,2023-11-29 20:41:28.374043,2023-11-29 20:41:28.629166,0 days 00:00:00.255123,1,2.3313187723219206,22,WMA,1.4219454540065912,44,16,22,2,4,1,5,70,9,COMPLETE
565,0.5310033936576148,4.533557257351411,0.5123503174642804,2023-11-29 20:41:28.630162,2023-11-29 20:41:28.878689,0 days 00:00:00.248527,0,2.724122348445352,17,EMA,1.9937396873671722,52,7,17,0,5,1,3,76,9,COMPLETE
566,0.5251011528442409,3.2963458160575434,0.5056365870687253,2023-11-29 20:41:28.879638,2023-11-29 20:41:29.142639,0 days 00:00:00.263001,0,2.951718010125258,22,EMA,2.4261122990446102,51,10,25,0,5,1,4,76,9,COMPLETE
567,0.483557736951943,1.2256829626294579,0.45195789599200364,2023-11-29 20:41:29.143666,2023-11-29 20:41:29.400713,0 days 00:00:00.257047,0,2.951718010125258,22,WMA,2.6645735473248227,57,7,24,0,5,2,3,76,9,COMPLETE
568,0.715472296406077,0.4900274756657294,1.3308077416398085,2023-11-29 20:41:29.401710,2023-11-29 20:41:29.677016,0 days 00:00:00.275306,1,1.921125771932915,22,EMA,2.770570069085377,22,16,24,0,4,2,4,72,9,COMPLETE
569,0.6791005479061708,0.5302282991033046,0.8301644218638284,2023-11-29 20:41:29.678012,2023-11-29 20:41:29.957136,0 days 00:00:00.279124,2,2.2294970355998927,22,WMA,2.5551208924133264,52,7,24,0,4,1,3,73,9,COMPLETE
570,,,,2023-11-29 20:41:29.958125,2023-11-29 20:41:30.212190,0 days 00:00:00.254065,0,2.2294970355998927,22,SMA,1.1373881870175826,52,7,17,2,3,1,3,72,9,FAIL
571,0.38975148597328857,0.21155454363112783,0.37430109794935773,2023-11-29 20:41:30.213188,2023-11-29 20:41:30.474371,0 days 00:00:00.261183,2,2.3313187723219206,17,WMA,2.8712708433722685,43,14,15,0,4,2,3,90,9,COMPLETE
572,0.41199879813049745,0.4038632693428549,0.42282115864164665,2023-11-29 20:41:30.475368,2023-11-29 20:41:30.734082,0 days 00:00:00.258714,0,1.0915083230429206,59,SMA,2.8444663661310803,16,6,22,0,5,2,4,70,9,COMPLETE
573,,,,2023-11-29 20:41:30.735080,2023-11-29 20:41:30.983295,0 days 00:00:00.248215,0,2.3313187723219206,34,WMA,1.583240413618315,52,7,10,0,5,2,3,76,9,FAIL
574,0.5172132131941072,2.605741507990776,0.49578773660495956,2023-11-29 20:41:30.984321,2023-11-29 20:41:31.237072,0 days 00:00:00.252751,2,2.650856465541163,17,WMA,2.8712708433722685,43,7,15,1,5,2,3,78,9,COMPLETE
575,,,,2023-11-29 20:41:31.239066,2023-11-29 20:41:31.500909,0 days 00:00:00.261843,0,2.591263527173245,22,EMA,1.4219454540065912,16,14,22,2,3,1,4,73,9,FAIL
576,0.23648130810665757,0.15482074957266345,0.042503319359339285,2023-11-29 20:41:31.502903,2023-11-29 20:41:31.773445,0 days 00:00:00.270542,0,2.2294970355998927,22,EMA,1.7366177045855853,52,7,10,2,3,2,5,71,9,COMPLETE
577,,,,2023-11-29 20:41:31.774439,2023-11-29 20:41:32.033455,0 days 00:00:00.259016,1,1.921125771932915,17,SMA,1.4219454540065912,51,16,24,2,4,0,4,76,9,FAIL
578,0.9511483428501005,0.9766540114789234,1.6687644109640218,2023-11-29 20:41:32.034482,2023-11-29 20:41:32.284083,0 days 00:00:00.249601,1,1.921125771932915,22,WMA,2.2352144800554243,52,16,18,0,3,1,4,76,9,COMPLETE
579,0.5062343798476759,2.7308273963389267,0.47951184845562095,2023-11-29 20:41:32.285083,2023-11-29 20:41:32.541584,0 days 00:00:00.256501,2,2.650856465541163,13,WMA,2.6853282202082984,52,7,24,0,3,2,3,87,9,COMPLETE
580,0.4035132016813069,0.4489614379577158,0.36189495716608616,2023-11-29 20:41:32.542585,2023-11-29 20:41:32.790991,0 days 00:00:00.248406,0,2.770191831894439,24,WMA,2.5551208924133264,16,5,19,2,3,2,4,73,9,COMPLETE
581,0.6504673354763186,0.5616276177949499,0.8245315790216509,2023-11-29 20:41:32.791986,2023-11-29 20:41:33.047492,0 days 00:00:00.255506,2,2.3313187723219206,22,WMA,2.6853282202082984,44,14,19,2,4,1,3,77,9,COMPLETE
582,,,,2023-11-29 20:41:33.048489,2023-11-29 20:41:33.317276,0 days 00:00:00.268787,0,2.951718010125258,17,EMA,1.9726086707681385,52,8,17,2,5,2,3,72,9,FAIL
583,0.7839070750829215,1.8362991854120618,0.9685095792110999,2023-11-29 20:41:33.319272,2023-11-29 20:41:33.584346,0 days 00:00:00.265074,2,2.3313187723219206,24,EMA,2.770570069085377,52,7,17,2,4,1,3,73,9,COMPLETE
584,0.9478949528552111,0.9697914779512792,1.6460132389857614,2023-11-29 20:41:33.585341,2023-11-29 20:41:33.869286,0 days 00:00:00.283945,0,2.2294970355998927,22,WMA,2.5551208924133264,43,7,17,1,4,1,3,73,9,COMPLETE
585,,,,2023-11-29 20:41:33.870286,2023-11-29 20:41:34.139266,0 days 00:00:00.268980,2,2.951718010125258,17,SMA,2.770570069085377,52,16,24,0,5,0,4,76,9,FAIL
586,0.5504501894522873,0.29274139500579166,0.1571552974245074,2023-11-29 20:41:34.141261,2023-11-29 20:41:34.403245,0 days 00:00:00.261984,2,2.1329258132944986,22,WMA,1.4219454540065912,52,14,15,1,5,1,3,76,9,COMPLETE
587,,,,2023-11-29 20:41:34.404268,2023-11-29 20:41:34.662736,0 days 00:00:00.258468,1,2.7359134376022185,22,WMA,1.4219454540065912,43,16,10,2,5,1,5,76,9,FAIL
588,,,,2023-11-29 20:41:34.664729,2023-11-29 20:41:34.929618,0 days 00:00:00.264889,2,2.951718010125258,22,SMA,2.770570069085377,52,7,24,0,5,0,4,76,9,FAIL
589,0.8961776287406636,0.46142945486526926,0.5157484915820273,2023-11-29 20:41:34.931794,2023-11-29 20:41:35.187816,0 days 00:00:00.256022,1,1.921125771932915,22,EMA,1.4219454540065912,26,16,30,1,3,1,3,76,9,COMPLETE
590,0.5235337001992922,3.2779676568370735,0.5023347524479604,2023-11-29 20:41:35.188781,2023-11-29 20:41:35.435724,0 days 00:00:00.246943,2,2.951718010125258,17,EMA,2.6853282202082984,43,7,19,0,4,1,3,90,9,COMPLETE
591,0.22575234294522076,0.06749918824252621,0.1582527224187811,2023-11-29 20:41:35.436686,2023-11-29 20:41:35.695794,0 days 00:00:00.259108,2,1.921125771932915,22,WMA,2.8712708433722685,16,14,22,2,3,1,3,73,9,COMPLETE
592,0.912878647393509,1.123873014513319,0.2970908801760903,2023-11-29 20:41:35.697787,2023-11-29 20:41:35.954324,0 days 00:00:00.256537,0,1.921125771932915,22,WMA,1.4876751405042163,52,16,17,0,5,1,3,90,9,COMPLETE
593,0.9232216155936943,0.8899569625838406,1.7482374186583616,2023-11-29 20:41:35.955322,2023-11-29 20:41:36.221213,0 days 00:00:00.265891,1,1.921125771932915,22,WMA,2.6252297212840032,52,16,15,0,5,1,3,76,9,COMPLETE
594,0.6183244489067873,0.6774957848424765,0.7033523564214497,2023-11-29 20:41:36.223173,2023-11-29 20:41:36.487606,0 days 00:00:00.264433,2,2.650856465541163,22,WMA,2.5551208924133264,43,7,17,1,4,1,3,71,9,COMPLETE
595,0.7613737713559815,1.938012316339007,0.9158112383170973,2023-11-29 20:41:36.488603,2023-11-29 20:41:36.752142,0 days 00:00:00.263539,1,1.921125771932915,22,WMA,1.5247068730296736,52,16,18,0,3,1,4,76,9,COMPLETE
596,1.378357842854925,2.2013696607734046,0.9323413429583803,2023-11-29 20:41:36.753141,2023-11-29 20:41:37.013163,0 days 00:00:00.260022,1,1.921125771932915,22,EMA,1.4219454540065912,22,7,24,0,4,1,4,83,9,COMPLETE
597,0.10975865126334299,-0.002806590843574049,-0.007703169162115131,2023-11-29 20:41:37.014142,2023-11-29 20:41:37.281605,0 days 00:00:00.267463,0,1.359802770058964,24,EMA,2.6853282202082984,52,7,19,0,5,1,3,76,9,COMPLETE
598,,,,2023-11-29 20:41:37.282601,2023-11-29 20:41:37.589526,0 days 00:00:00.306925,1,1.921125771932915,22,WMA,1.0351770245053875,52,7,17,1,4,2,4,76,10,FAIL
599,0.26586847852977963,0.0929756290991757,0.21018055421988394,2023-11-29 20:41:37.591520,2023-11-29 20:41:37.852401,0 days 00:00:00.260881,2,2.0917064151535567,17,WMA,2.689218582215011,52,19,10,0,4,2,3,72,10,COMPLETE
600,,,,2023-11-29 20:41:37.853398,2023-11-29 20:41:38.112380,0 days 00:00:00.258982,1,2.951718010125258,17,SMA,2.8712708433722685,51,16,30,0,4,0,4,76,10,FAIL
601,0.831736304814772,0.7051185301293336,0.2690612701368869,2023-11-29 20:41:38.115339,2023-11-29 20:41:38.385653,0 days 00:00:00.270314,0,1.921125771932915,23,WMA,1.4219454540065912,52,18,17,1,3,1,3,77,10,COMPLETE
602,0.8481903652946928,0.9118207614240884,0.23617171821139663,2023-11-29 20:41:38.386652,2023-11-29 20:41:38.638470,0 days 00:00:00.251818,1,1.921125771932915,22,WMA,1.4219454540065912,22,16,15,0,4,1,3,90,10,COMPLETE
603,0.43431554929163624,0.20989922442818398,0.4478628494599317,2023-11-29 20:41:38.639468,2023-11-29 20:41:38.897941,0 days 00:00:00.258473,0,2.3313187723219206,17,WMA,2.5551208924133264,44,14,19,1,5,2,3,87,10,COMPLETE
604,0.5235337001992922,3.2779676568370735,0.5023347524479604,2023-11-29 20:41:38.898906,2023-11-29 20:41:39.162947,0 days 00:00:00.264041,2,2.951718010125258,22,WMA,2.6645735473248227,57,7,24,0,3,2,3,77,10,COMPLETE
605,1.044831925015224,1.1485450919675646,1.9319096857198832,2023-11-29 20:41:39.163942,2023-11-29 20:41:39.425708,0 days 00:00:00.261766,0,2.3313187723219206,22,WMA,2.6252297212840032,43,7,15,1,5,1,3,76,10,COMPLETE
606,0.5911770348960069,0.3496215693323602,0.33358125321793836,2023-11-29 20:41:39.426692,2023-11-29 20:41:39.673747,0 days 00:00:00.247055,0,2.1585932654494036,22,SMA,2.6853282202082984,52,11,15,1,3,2,5,77,10,COMPLETE
607,0.6371057984647983,0.25444784910923324,0.36403980394535496,2023-11-29 20:41:39.675722,2023-11-29 20:41:39.944638,0 days 00:00:00.268916,1,1.921125771932915,22,EMA,1.4219454540065912,22,16,11,0,4,1,3,76,10,COMPLETE
608,0.5621621292538669,0.7492020381674335,0.5981952606152248,2023-11-29 20:41:39.945603,2023-11-29 20:41:40.198405,0 days 00:00:00.252802,0,2.1585932654494036,29,SMA,2.6853282202082984,52,7,15,0,3,1,3,77,10,COMPLETE
609,1.1871332324223285,2.3925807408460837,2.466863314436853,2023-11-29 20:41:40.199402,2023-11-29 20:41:40.466446,0 days 00:00:00.267044,2,2.1585932654494036,22,WMA,2.6853282202082984,52,7,24,2,3,1,3,77,10,COMPLETE
