number,sharpe_ratio,calmar_ratio,total_return,datetime_start,datetime_complete,duration,params_bb_middlelines,params_bb_multiply,params_bb_timeperiod,params_channel_middlelines,params_channel_multiply,params_channel_timeperiod,system_attrs_nsga2:generation,state
248,0.13853192338337336,0.007706411947977869,0.014612785155109408,2023-11-29 20:13:33.847071,2023-11-29 20:13:34.378326,0 days 00:00:00.531255,0,1.0982249699721076,28,WMA,1.5138084739545026,44,4,COMPLETE
249,-0.11226285533107287,-0.10538682036103857,-0.2553500623114659,2023-11-29 20:13:34.379833,2023-11-29 20:13:34.874004,0 days 00:00:00.494171,2,1.4401922904052193,24,WMA,2.507295573400313,30,4,COMPLETE
250,0.8306674800571129,0.6491572735911105,2.5106190768560026,2023-11-29 20:13:34.875030,2023-11-29 20:13:35.353823,0 days 00:00:00.478793,0,1.8718526605515788,23,WMA,1.4685158940992906,35,4,COMPLETE
251,-0.32440089129740207,-0.20703034563184386,-0.39340232765814426,2023-11-29 20:13:35.354826,2023-11-29 20:13:36.015986,0 days 00:00:00.661160,0,2.8597794928937805,13,SMA,2.558507656115279,21,4,COMPLETE
252,1.2533014852894,2.214389335556083,5.9494918570689705,2023-11-29 20:13:36.015986,2023-11-29 20:13:36.589098,0 days 00:00:00.573112,0,1.8833387247604287,11,WMA,1.8413673091400447,35,4,COMPLETE
253,0.8777692385584531,0.5790391694352579,2.2232959116877007,2023-11-29 20:13:36.590095,2023-11-29 20:13:36.905483,0 days 00:00:00.315388,2,2.084719296890812,24,EMA,1.107741697118357,47,4,COMPLETE
254,0.061978729570872096,-0.042750785160308405,-0.12708153176804998,2023-11-29 20:13:36.906480,2023-11-29 20:13:37.511261,0 days 00:00:00.604781,0,1.9954253565014424,54,WMA,2.215826415402817,35,4,COMPLETE
255,0.7252929809783405,0.5153883259800738,1.4681892031903487,2023-11-29 20:13:37.513222,2023-11-29 20:13:38.082288,0 days 00:00:00.569066,0,1.4401922904052193,52,SMA,2.558507656115279,21,4,COMPLETE
256,,,,2023-11-29 20:13:38.083286,2023-11-29 20:13:38.178816,0 days 00:00:00.095530,0,2.1132883235885087,55,SMA,1.107741697118357,45,4,FAIL
257,0.17943601174831816,0.03941139123512289,0.07808240159406112,2023-11-29 20:13:38.180303,2023-11-29 20:13:38.747431,0 days 00:00:00.567128,0,2.084719296890812,23,EMA,2.7967426789341006,47,4,COMPLETE
258,0.5980419569776396,0.31110956338757145,1.1465966582068676,2023-11-29 20:13:38.748428,2023-11-29 20:13:39.175746,0 days 00:00:00.427318,0,1.4622645671961683,31,WMA,1.1265247796843285,54,4,COMPLETE
259,,,,2023-11-29 20:13:39.175746,2023-11-29 20:13:39.268522,0 days 00:00:00.092776,0,2.706677814949389,56,EMA,2.215826415402817,50,4,FAIL
260,,,,2023-11-29 20:13:39.269875,2023-11-29 20:13:39.384136,0 days 00:00:00.114261,0,2.051081235786714,44,EMA,1.4685158940992906,47,4,FAIL
261,0.8645467630245105,0.6379340441490711,1.6081954264748355,2023-11-29 20:13:39.384728,2023-11-29 20:13:40.017381,0 days 00:00:00.632653,2,1.8317427653580092,29,EMA,1.7198227018691623,47,4,COMPLETE
262,0.7578528089134269,0.5573868269883719,1.3322505703035383,2023-11-29 20:13:40.018346,2023-11-29 20:13:40.624078,0 days 00:00:00.605732,0,1.4191621977034663,55,WMA,2.5418402075425135,30,4,COMPLETE
263,0.4033583927785789,0.2602352231379217,0.4709749052885294,2023-11-29 20:13:40.625045,2023-11-29 20:13:41.155789,0 days 00:00:00.530744,2,1.721957407597513,31,WMA,1.8767446415698397,35,4,COMPLETE
264,0.9721547334975139,0.9547936231064637,2.9622938245418835,2023-11-29 20:13:41.156752,2023-11-29 20:13:41.748833,0 days 00:00:00.592081,1,2.084719296890812,18,EMA,2.215826415402817,54,4,COMPLETE
265,0.9592285604214129,0.8074614165199563,2.27565187413248,2023-11-29 20:13:41.749831,2023-11-29 20:13:42.301077,0 days 00:00:00.551246,1,1.8833387247604287,23,WMA,1.4685158940992906,51,4,COMPLETE
266,0.7786919110811351,0.6620984057452798,1.695941436683429,2023-11-29 20:13:42.302040,2023-11-29 20:13:42.829941,0 days 00:00:00.527901,0,1.4622645671961683,31,EMA,1.7459900965286892,30,4,COMPLETE
267,0.60820969835501,0.43357689188512116,1.011782594306966,2023-11-29 20:13:42.830937,2023-11-29 20:13:43.280005,0 days 00:00:00.449068,1,1.4236903654433875,58,SMA,2.215826415402817,40,4,COMPLETE
268,0.8175820530422473,0.7099317434018962,1.8766856142956851,2023-11-29 20:13:43.282003,2023-11-29 20:13:43.805509,0 days 00:00:00.523506,1,1.4191621977034663,55,EMA,2.5418402075425135,30,4,COMPLETE
269,0.7835327812683318,0.6316708113351587,1.8234472297901556,2023-11-29 20:13:43.806544,2023-11-29 20:13:44.370312,0 days 00:00:00.563768,2,2.051081235786714,24,EMA,2.7967426789341006,47,4,COMPLETE
270,,,,2023-11-29 20:13:44.372307,2023-11-29 20:13:44.860841,0 days 00:00:00.488534,1,2.8052734453518045,25,EMA,1.4685158940992906,30,4,FAIL
271,1.013266111511884,1.0761588740886516,3.611583238321237,2023-11-29 20:13:44.862816,2023-11-29 20:13:45.419529,0 days 00:00:00.556713,2,1.8317427653580092,17,EMA,2.0873543358768982,38,4,COMPLETE
272,-0.09358143578699174,-0.11704160691724384,-0.2818771087034756,2023-11-29 20:13:45.420560,2023-11-29 20:13:45.987584,0 days 00:00:00.567024,1,1.4622645671961683,23,EMA,1.4685158940992906,24,4,COMPLETE
273,0.219872743352763,0.05631952342253102,0.13378565972295348,2023-11-29 20:13:45.988580,2023-11-29 20:13:46.463783,0 days 00:00:00.475203,1,1.0982249699721076,22,EMA,2.5184671202793645,50,4,COMPLETE
274,-0.09806172471125203,-0.09241513742562493,-0.26556319125487876,2023-11-29 20:13:46.464771,2023-11-29 20:13:47.010801,0 days 00:00:00.546030,0,1.2161721555541138,55,EMA,2.420472800713621,28,4,COMPLETE
275,-0.3735024264683491,-0.13279289201742683,-0.25354353552995934,2023-11-29 20:13:47.011801,2023-11-29 20:13:47.435848,0 days 00:00:00.424047,2,1.026622582410637,24,WMA,2.4179203370924256,25,4,COMPLETE
276,0.13477932581350763,0.005042582280871138,0.007966917104637474,2023-11-29 20:13:47.436856,2023-11-29 20:13:47.972670,0 days 00:00:00.535814,0,1.4401922904052193,31,WMA,2.506449491380864,35,4,COMPLETE
277,0.07576143854874562,-0.061011923996195885,-0.1373412624273719,2023-11-29 20:13:47.974664,2023-11-29 20:13:48.510882,0 days 00:00:00.536218,2,1.5216435588100914,28,SMA,2.2238723783688106,38,4,COMPLETE
278,0.29744820818261436,0.06507732054973762,0.20949251332799151,2023-11-29 20:13:48.511879,2023-11-29 20:13:49.043539,0 days 00:00:00.531660,1,1.4191621977034663,17,EMA,1.1544810312625282,30,4,COMPLETE
279,0.6780828773041475,0.5731934973734446,1.28985826153561,2023-11-29 20:13:49.044543,2023-11-29 20:13:49.610591,0 days 00:00:00.566048,0,1.8248951854265372,11,EMA,1.8413673091400447,38,4,COMPLETE
280,,,,2023-11-29 20:13:49.610591,2023-11-29 20:13:50.086827,0 days 00:00:00.476236,1,1.9418693743491882,28,WMA,1.046456069740125,28,4,FAIL
281,,,,2023-11-29 20:13:50.088467,2023-11-29 20:13:50.710752,0 days 00:00:00.622285,0,1.4191621977034663,55,SMA,1.5379638536086089,30,4,FAIL
282,0.7508819260666125,0.754198912287841,1.0810501020217125,2023-11-29 20:13:50.712712,2023-11-29 20:13:51.288321,0 days 00:00:00.575609,0,1.0060717864223223,58,SMA,2.420472800713621,40,4,COMPLETE
283,0.703840896039324,0.5420987353262267,1.2826514383766818,2023-11-29 20:13:51.290316,2023-11-29 20:13:51.837536,0 days 00:00:00.547220,1,1.721957407597513,31,WMA,1.8767446415698397,35,4,COMPLETE
284,0.5354835146194794,0.3404932738387725,0.7045843415312928,2023-11-29 20:13:51.837536,2023-11-29 20:13:52.378217,0 days 00:00:00.540681,0,2.172220468667878,31,EMA,1.8767446415698397,24,4,COMPLETE
285,0.3449241654598016,0.1558515951396311,0.3660917762584097,2023-11-29 20:13:52.379182,2023-11-29 20:13:52.890418,0 days 00:00:00.511236,0,1.583476728042922,11,SMA,2.558507656115279,38,4,COMPLETE
286,0.9316612946771362,0.6912123476636471,1.8048194709806356,2023-11-29 20:13:52.891447,2023-11-29 20:13:53.527063,0 days 00:00:00.635616,0,2.8052734453518045,25,WMA,2.1565720497327168,30,4,COMPLETE
287,,,,2023-11-29 20:13:53.528092,2023-11-29 20:13:54.141104,0 days 00:00:00.613012,0,1.8833387247604287,44,EMA,1.4685158940992906,19,4,FAIL
288,-0.5557205828240432,-0.21932080867191298,-0.4911604391684329,2023-11-29 20:13:54.142064,2023-11-29 20:13:54.646466,0 days 00:00:00.504402,1,1.0982249699721076,28,EMA,2.0873543358768982,38,4,COMPLETE
289,-0.04703048629654684,-0.11346699166211562,-0.20937642907642967,2023-11-29 20:13:54.646466,2023-11-29 20:13:55.165116,0 days 00:00:00.518650,2,1.0982249699721076,28,EMA,1.7226439110926675,36,4,COMPLETE
290,1.1508856675273667,1.286864897276947,4.941997610323764,2023-11-29 20:13:55.166076,2023-11-29 20:13:55.740734,0 days 00:00:00.574658,0,2.4002209993949415,16,WMA,2.2238723783688106,45,4,COMPLETE
291,0.24158948292495236,0.06775095124562588,0.15492359413863369,2023-11-29 20:13:55.741724,2023-11-29 20:13:56.301404,0 days 00:00:00.559680,0,1.8317427653580092,14,SMA,2.4365025962454565,38,4,COMPLETE
292,0.40556454116133445,0.18936294337948423,0.49421231792726644,2023-11-29 20:13:56.302432,2023-11-29 20:13:56.857943,0 days 00:00:00.555511,0,2.2281061417516765,20,WMA,2.507295573400313,44,4,COMPLETE
293,0.22681976125260747,0.10184523707148796,0.07859344941034778,2023-11-29 20:13:56.858906,2023-11-29 20:13:57.103321,0 days 00:00:00.244415,1,1.9418693743491882,56,WMA,2.215826415402817,31,4,COMPLETE
294,0.6604859922128227,0.48650047516517403,1.1094201799109047,2023-11-29 20:13:57.104353,2023-11-29 20:13:57.567747,0 days 00:00:00.463394,1,1.0982249699721076,35,EMA,1.1544810312625282,45,4,COMPLETE
295,,,,2023-11-29 20:13:57.568744,2023-11-29 20:13:57.703995,0 days 00:00:00.135251,0,2.113390890431708,55,SMA,1.8413673091400447,35,5,FAIL
296,0.5242211743991746,0.2713685874266127,0.958683300096867,2023-11-29 20:13:57.707026,2023-11-29 20:13:58.150328,0 days 00:00:00.443302,2,1.4622645671961683,24,EMA,1.107741697118357,30,5,COMPLETE
297,0.8404777219150086,0.7482082845906832,2.0282781412420006,2023-11-29 20:13:58.151324,2023-11-29 20:13:58.725316,0 days 00:00:00.573992,2,2.084719296890812,23,EMA,2.7967426789341006,47,5,COMPLETE
298,0.7832706484442675,0.4991024641902577,2.2440781401200143,2023-11-29 20:13:58.727462,2023-11-29 20:13:59.201109,0 days 00:00:00.473647,1,1.4622645671961683,27,WMA,1.1265247796843285,22,5,COMPLETE
299,-0.1823440032297573,-0.12933007397798013,-0.2171894873608156,2023-11-29 20:13:59.202145,2023-11-29 20:13:59.848705,0 days 00:00:00.646560,2,1.8317427653580092,56,SMA,2.4365025962454565,38,5,COMPLETE
300,0.3975203070740686,0.31759942757529813,0.3698423075395769,2023-11-29 20:13:59.849704,2023-11-29 20:14:00.500438,0 days 00:00:00.650734,1,2.4002209993949415,16,EMA,2.1565720497327168,30,5,COMPLETE
301,-0.10498032917364215,-0.09601838941129608,-0.22159062525935824,2023-11-29 20:14:00.501443,2023-11-29 20:14:01.095685,0 days 00:00:00.594242,1,2.1301125673225205,22,EMA,2.507295573400313,24,5,COMPLETE
302,0.8587866649764531,0.7684137853968361,2.110870905466106,2023-11-29 20:14:01.096679,2023-11-29 20:14:01.675254,0 days 00:00:00.578575,0,2.4002209993949415,30,WMA,2.2238723783688106,45,5,COMPLETE
303,0.1272694888777938,-0.03274665912802239,-0.12102716591819615,2023-11-29 20:14:01.676252,2023-11-29 20:14:02.023175,0 days 00:00:00.346923,0,1.721957407597513,31,WMA,1.00668787833073,35,5,COMPLETE
304,-0.27897923339949066,-0.1843376080457519,-0.31664818510211956,2023-11-29 20:14:02.024173,2023-11-29 20:14:02.676278,0 days 00:00:00.652105,1,2.084719296890812,11,EMA,2.215826415402817,35,5,COMPLETE
305,0.1855121913414299,0.07638013164136524,0.07013147259048452,2023-11-29 20:14:02.676278,2023-11-29 20:14:02.920793,0 days 00:00:00.244515,1,2.084719296890812,56,EMA,2.215826415402817,54,5,COMPLETE
306,0.911048746639936,0.6404049682636161,3.3369229062878185,2023-11-29 20:14:02.922787,2023-11-29 20:14:03.370613,0 days 00:00:00.447826,1,1.3379339698130135,17,EMA,1.1544810312625282,44,5,COMPLETE
307,0.10167152637473015,-0.026689209502154535,-0.0810455908833083,2023-11-29 20:14:03.371611,2023-11-29 20:14:03.843322,0 days 00:00:00.471711,0,1.9418693743491882,55,WMA,2.420472800713621,28,5,COMPLETE
308,0.6754136693968513,0.5584017973249447,1.410889902392636,2023-11-29 20:14:03.844318,2023-11-29 20:14:04.362054,0 days 00:00:00.517736,1,1.0982249699721076,27,WMA,1.1544810312625282,44,5,COMPLETE
309,-0.24388246979238007,-0.15023760766691163,-0.37776146464487736,2023-11-29 20:14:04.363051,2023-11-29 20:14:04.931227,0 days 00:00:00.568176,0,1.0982249699721076,58,SMA,2.420472800713621,36,5,COMPLETE
310,0.18617255982721365,0.03731759402429412,0.07844286155190403,2023-11-29 20:14:04.932224,2023-11-29 20:14:05.482407,0 days 00:00:00.550183,2,1.8317427653580092,28,EMA,2.5418402075425135,30,5,COMPLETE
311,0.005143005809653984,-0.050585976688597586,-0.11354608760122759,2023-11-29 20:14:05.483405,2023-11-29 20:14:06.082501,0 days 00:00:00.599096,1,1.4401922904052193,43,WMA,2.420472800713621,30,5,COMPLETE
312,,,,2023-11-29 20:14:06.083498,2023-11-29 20:14:06.179262,0 days 00:00:00.095764,2,2.7341653627217717,60,WMA,1.8413673091400447,10,5,FAIL
313,0.7419230588675668,0.5201200017688357,1.2128455728311744,2023-11-29 20:14:06.181256,2023-11-29 20:14:06.785983,0 days 00:00:00.604727,1,2.4002209993949415,31,WMA,1.8767446415698397,35,5,COMPLETE
314,0.7154617199193103,0.568539428593299,1.473421751892782,2023-11-29 20:14:06.786984,2023-11-29 20:14:07.348958,0 days 00:00:00.561974,2,1.9418693743491882,59,SMA,2.9204671604752734,54,5,COMPLETE
315,0.9243880311536609,0.7607878559010862,2.0794873092088313,2023-11-29 20:14:07.349957,2023-11-29 20:14:07.913931,0 days 00:00:00.563974,1,1.8833387247604287,23,WMA,1.4685158940992906,38,5,COMPLETE
316,0.842963086714294,0.6743942075511855,2.6657733470460725,2023-11-29 20:14:07.914929,2023-11-29 20:14:08.427615,0 days 00:00:00.512686,0,2.051081235786714,23,WMA,1.4685158940992906,35,5,COMPLETE
317,0.07531794448405729,-0.03620008885479094,-0.08287829130703357,2023-11-29 20:14:08.428648,2023-11-29 20:14:08.948846,0 days 00:00:00.520198,1,1.109376559038071,28,EMA,1.8413673091400447,35,5,COMPLETE
318,0.47682822009525805,0.3100952600070683,0.44287771404988163,2023-11-29 20:14:08.949843,2023-11-29 20:14:09.434313,0 days 00:00:00.484470,2,1.0982249699721076,47,WMA,1.1544810312625282,44,5,COMPLETE
319,0.7580487748614192,0.6546406797360103,1.6686096901161045,2023-11-29 20:14:09.435277,2023-11-29 20:14:09.943869,0 days 00:00:00.508592,0,2.084719296890812,23,EMA,2.215826415402817,54,5,COMPLETE
320,0.8651614155658207,1.1032528563989574,2.14938618395805,2023-11-29 20:14:09.944879,2023-11-29 20:14:10.496193,0 days 00:00:00.551314,0,1.721957407597513,31,WMA,1.8767446415698397,33,5,COMPLETE
321,0.29672779424540974,0.08302525127405906,0.2585384117903314,2023-11-29 20:14:10.497223,2023-11-29 20:14:11.090526,0 days 00:00:00.593303,1,2.588157049069843,22,SMA,2.507295573400313,54,5,COMPLETE
322,-0.32949118328757443,-0.15543204727205578,-0.21569313116917826,2023-11-29 20:14:11.091524,2023-11-29 20:14:11.724370,0 days 00:00:00.632846,2,1.4401922904052193,60,WMA,1.9822909841216363,54,5,COMPLETE
323,0.011874176857903006,-0.057830220227230576,-0.12914560459688273,2023-11-29 20:14:11.725367,2023-11-29 20:14:12.287829,0 days 00:00:00.562462,1,1.9418693743491882,17,WMA,2.507295573400313,28,5,COMPLETE
324,-0.17108608114042148,-0.12457333084311642,-0.36565650229339897,2023-11-29 20:14:12.288792,2023-11-29 20:14:12.779886,0 days 00:00:00.491094,0,1.4191621977034663,34,SMA,2.750705268489706,30,5,COMPLETE
325,0.6796691468777617,0.6165352383924109,1.283738638753344,2023-11-29 20:14:12.780880,2023-11-29 20:14:13.293880,0 days 00:00:00.513000,0,1.4622645671961683,25,EMA,2.1565720497327168,30,5,COMPLETE
326,-0.11058121193098999,-0.1368244680863887,-0.27177621500314375,2023-11-29 20:14:13.294884,2023-11-29 20:14:13.836017,0 days 00:00:00.541133,0,2.093556633735703,17,EMA,2.5965054972533785,25,5,COMPLETE
327,0.7288656773957968,0.48611556055375527,1.6313015392140287,2023-11-29 20:14:13.837014,2023-11-29 20:14:14.364928,0 days 00:00:00.527914,0,2.4002209993949415,16,WMA,1.8413673091400447,45,5,COMPLETE
328,0.9754801854780509,0.8365828925162689,2.403087303704832,2023-11-29 20:14:14.365821,2023-11-29 20:14:14.912061,0 days 00:00:00.546240,1,1.4236903654433875,27,EMA,1.1265247796843285,31,5,COMPLETE
329,0.873728355748805,0.8125954241822456,2.441194983781186,2023-11-29 20:14:14.912061,2023-11-29 20:14:15.490332,0 days 00:00:00.578271,0,1.8718526605515788,23,WMA,1.5557687519185341,28,5,COMPLETE
330,0.2131963964560545,0.04001521175658394,0.10263591198871894,2023-11-29 20:14:15.491329,2023-11-29 20:14:16.032646,0 days 00:00:00.541317,0,1.0982249699721076,11,WMA,1.8413673091400447,44,5,COMPLETE
331,-0.017702548019943715,-0.0247448997058107,-0.02175350755425612,2023-11-29 20:14:16.033644,2023-11-29 20:14:16.288630,0 days 00:00:00.254986,1,2.2281061417516765,54,EMA,2.507295573400313,30,5,COMPLETE
332,0.691881788261371,0.4992352957649183,0.9595597844841274,2023-11-29 20:14:16.289628,2023-11-29 20:14:16.963490,0 days 00:00:00.673862,2,2.8052734453518045,23,WMA,2.7967426789341006,47,5,COMPLETE
333,,,,2023-11-29 20:14:16.964593,2023-11-29 20:14:17.054336,0 days 00:00:00.089743,0,1.4236903654433875,56,WMA,1.1404915743496038,30,5,FAIL
334,0.7260757260941678,0.34231057902069595,2.2480360135258075,2023-11-29 20:14:17.055837,2023-11-29 20:14:17.632613,0 days 00:00:00.576776,1,1.8317427653580092,60,EMA,2.1565720497327168,10,5,COMPLETE
335,0.25131642318349784,0.07773196140043086,0.1802373782164102,2023-11-29 20:14:17.633575,2023-11-29 20:14:18.180179,0 days 00:00:00.546604,0,1.0060717864223223,59,SMA,2.559090900331007,40,5,COMPLETE
336,0.2506276801549626,0.09890355486445931,0.17027918170808845,2023-11-29 20:14:18.181238,2023-11-29 20:14:18.787943,0 days 00:00:00.606705,2,1.8317427653580092,48,WMA,2.420472800713621,30,5,COMPLETE
337,0.9218791639656959,1.1518218619469474,2.180015704777664,2023-11-29 20:14:18.788938,2023-11-29 20:14:19.392605,0 days 00:00:00.603667,2,1.8833387247604287,11,WMA,1.8413673091400447,35,5,COMPLETE
338,1.0139599364226224,0.9916148379905869,3.4878342000748135,2023-11-29 20:14:19.393603,2023-11-29 20:14:19.905571,0 days 00:00:00.511968,1,2.4207409171988923,34,EMA,2.215826415402817,54,5,COMPLETE
339,0.7219706370914156,0.5283159538213269,1.3901463007974257,2023-11-29 20:14:19.906567,2023-11-29 20:14:20.511800,0 days 00:00:00.605233,0,2.7936018112324703,18,EMA,2.507295573400313,50,5,COMPLETE
340,0.22183374689853527,0.041803377526326665,0.12231711407326032,2023-11-29 20:14:20.512765,2023-11-29 20:14:21.058238,0 days 00:00:00.545473,1,1.4401922904052193,11,EMA,1.8413673091400447,35,5,COMPLETE
341,0.3100851773095722,0.09880357156181302,0.25067853916222077,2023-11-29 20:14:21.059639,2023-11-29 20:14:21.610565,0 days 00:00:00.550926,1,1.0982249699721076,17,EMA,1.23307456979561,36,5,COMPLETE
342,0.8451894673767609,0.7518227038373279,1.8823003625102246,2023-11-29 20:14:21.611531,2023-11-29 20:14:22.188214,0 days 00:00:00.576683,2,2.084719296890812,18,WMA,2.215826415402817,54,5,COMPLETE
343,0.23020336791855403,0.09077549503507547,0.14722098722898225,2023-11-29 20:14:22.189179,2023-11-29 20:14:22.782369,0 days 00:00:00.593190,1,1.4191621977034663,47,EMA,2.1565720497327168,31,5,COMPLETE
344,0.7468143458052504,0.5982774120753794,1.581344646863836,2023-11-29 20:14:22.783366,2023-11-29 20:14:23.352023,0 days 00:00:00.568657,1,2.084719296890812,31,EMA,1.9979510706603705,28,5,COMPLETE
345,0.942675219859095,0.775400011182227,2.1398486943081605,2023-11-29 20:14:23.353020,2023-11-29 20:14:23.943545,0 days 00:00:00.590525,0,1.8833387247604287,23,EMA,1.7198227018691623,47,5,COMPLETE
346,0.1160628258377574,-0.013760391392839228,-0.03127495851332384,2023-11-29 20:14:23.944542,2023-11-29 20:14:24.465953,0 days 00:00:00.521411,2,1.0982249699721076,17,EMA,2.2071347615711447,44,5,COMPLETE
347,0.6366427803610704,0.48409099739632716,1.10216084828029,2023-11-29 20:14:24.466951,2023-11-29 20:14:25.047587,0 days 00:00:00.580636,2,2.084719296890812,22,EMA,2.507295573400313,54,5,COMPLETE
348,0.6261558759291876,0.4956926573697323,0.6227298061562543,2023-11-29 20:14:25.048590,2023-11-29 20:14:25.729948,0 days 00:00:00.681358,0,2.794391469118829,16,EMA,2.420472800713621,45,6,COMPLETE
349,0.22681976125260747,0.10184523707148796,0.07859344941034778,2023-11-29 20:14:25.730946,2023-11-29 20:14:25.982200,0 days 00:00:00.251254,1,1.9418693743491882,56,EMA,2.215826415402817,28,6,COMPLETE
350,0.7617109919547927,0.6133559240164239,1.5213336769571264,2023-11-29 20:14:25.983199,2023-11-29 20:14:26.562021,0 days 00:00:00.578822,2,2.084719296890812,24,EMA,2.215826415402817,42,6,COMPLETE
351,0.8359482580947138,0.6292126517903457,2.5127651728473426,2023-11-29 20:14:26.562987,2023-11-29 20:14:27.071402,0 days 00:00:00.508415,0,1.8833387247604287,11,SMA,2.1565720497327168,48,6,COMPLETE
352,0.8403600194564578,0.6778509716192707,1.7544181638023282,2023-11-29 20:14:27.072435,2023-11-29 20:14:27.607134,0 days 00:00:00.534699,0,1.721957407597513,31,WMA,1.4685158940992906,51,6,COMPLETE
353,-0.7045254027115411,-0.24324992802349413,-0.5700220317754341,2023-11-29 20:14:27.608130,2023-11-29 20:14:28.115026,0 days 00:00:00.506896,0,1.4401922904052193,22,WMA,2.507295573400313,53,6,COMPLETE
354,0.9679384914722864,0.9372482046603704,3.187989683758709,2023-11-29 20:14:28.117020,2023-11-29 20:14:28.649746,0 days 00:00:00.532726,1,1.0982249699721076,28,EMA,1.1544810312625282,50,6,COMPLETE
355,1.013266111511884,1.0761588740886516,3.611583238321237,2023-11-29 20:14:28.650747,2023-11-29 20:14:29.228202,0 days 00:00:00.577455,2,1.8317427653580092,17,EMA,2.0873543358768982,38,6,COMPLETE
356,0.626506701106678,0.38542336670521005,0.8217911919496297,2023-11-29 20:14:29.229199,2023-11-29 20:14:29.530103,0 days 00:00:00.300904,0,1.8718526605515788,41,EMA,1.7198227018691623,53,6,COMPLETE
357,0.6213904018590182,0.3737324516483717,1.05828355347062,2023-11-29 20:14:29.530103,2023-11-29 20:14:30.081162,0 days 00:00:00.551059,2,1.8317427653580092,14,EMA,2.0873543358768982,38,6,COMPLETE
358,0.8678013875082977,0.8123916083672615,2.477762414759716,2023-11-29 20:14:30.082167,2023-11-29 20:14:30.636900,0 days 00:00:00.554733,0,1.721957407597513,11,WMA,1.8413673091400447,33,6,COMPLETE
359,0.5525589891155431,0.4064505878317475,0.7936587555629003,2023-11-29 20:14:30.637898,2023-11-29 20:14:31.184892,0 days 00:00:00.546994,2,1.721957407597513,24,WMA,2.0226574589668314,35,6,COMPLETE
360,0.27236528013951045,0.13598452813487139,0.1783600881983861,2023-11-29 20:14:31.186888,2023-11-29 20:14:31.804292,0 days 00:00:00.617404,0,1.8718526605515788,34,EMA,2.215826415402817,54,6,COMPLETE
361,0.43789309685678135,0.21671404001512357,0.5366737999497408,2023-11-29 20:14:31.805288,2023-11-29 20:14:32.338080,0 days 00:00:00.532792,0,1.8833387247604287,23,WMA,1.8413673091400447,35,6,COMPLETE
362,0.6953643759215584,0.5234837440667721,1.501566712230522,2023-11-29 20:14:32.339183,2023-11-29 20:14:32.845321,0 days 00:00:00.506138,1,1.0982249699721076,28,EMA,1.1544810312625282,44,6,COMPLETE
363,0.6951604810809057,0.5828048451921719,1.2741908229978958,2023-11-29 20:14:32.847285,2023-11-29 20:14:33.426507,0 days 00:00:00.579222,1,2.4002209993949415,17,WMA,2.9173547774325415,45,6,COMPLETE
364,0.9735059241815518,0.8567603206725798,2.493714984545777,2023-11-29 20:14:33.427504,2023-11-29 20:14:33.943599,0 days 00:00:00.516095,2,1.0982249699721076,41,EMA,1.107741697118357,31,6,COMPLETE
365,0.6940560328916943,0.4868758887115326,1.63494027092643,2023-11-29 20:14:33.944597,2023-11-29 20:14:34.486368,0 days 00:00:00.541771,1,2.4207409171988923,34,EMA,2.354350790208459,54,6,COMPLETE
366,0.7683275154394289,0.6011790657363955,1.8103499928628402,2023-11-29 20:14:34.487896,2023-11-29 20:14:35.081779,0 days 00:00:00.593883,1,2.901391715722947,34,WMA,2.934007553798338,30,6,COMPLETE
367,0.7026055408741508,0.47030141163749656,1.5985286166096941,2023-11-29 20:14:35.082777,2023-11-29 20:14:35.638753,0 days 00:00:00.555976,1,1.8833387247604287,23,EMA,1.4685158940992906,10,6,COMPLETE
368,0.7872696479813529,0.5296165444590146,2.0515842847945205,2023-11-29 20:14:35.639718,2023-11-29 20:14:36.173011,0 days 00:00:00.533293,1,2.051081235786714,22,SMA,2.507295573400313,54,6,COMPLETE
369,0.5480039306211776,0.31000160525777165,0.8227010132282334,2023-11-29 20:14:36.174006,2023-11-29 20:14:36.763196,0 days 00:00:00.589190,1,2.1128750271343475,17,WMA,2.1673040629100955,29,6,COMPLETE
370,0.6030080961243296,0.448953002612742,1.0931175417558012,2023-11-29 20:14:36.764171,2023-11-29 20:14:37.301102,0 days 00:00:00.536931,1,1.6202571066899916,27,EMA,1.4685158940992906,25,6,COMPLETE
371,0.0815916084787804,-0.03304386408151816,-0.10400650088117175,2023-11-29 20:14:37.302085,2023-11-29 20:14:37.677198,0 days 00:00:00.375113,0,1.4401922904052193,60,EMA,1.5557687519185341,28,6,COMPLETE
372,0.27232505752453784,0.0925445470212742,0.21669490300581556,2023-11-29 20:14:37.678196,2023-11-29 20:14:38.171175,0 days 00:00:00.492979,1,1.0982249699721076,17,WMA,2.1565720497327168,56,6,COMPLETE
373,1.1738406518608078,1.2458052273619493,4.661004550945352,2023-11-29 20:14:38.172172,2023-11-29 20:14:38.680722,0 days 00:00:00.508550,1,1.4622645671961683,27,EMA,1.1265247796843285,33,6,COMPLETE
374,0.33979589503323615,0.12390316019114399,0.3142870316236288,2023-11-29 20:14:38.681724,2023-11-29 20:14:39.099482,0 days 00:00:00.417758,1,1.8833387247604287,17,EMA,1.0747798714413976,44,6,COMPLETE
