number,sharpe_ratio,calmar_ratio,total_return,datetime_start,datetime_complete,duration,params_bb_middlelines,params_bb_multiply,params_bb_timeperiod,params_channel_middlelines,params_channel_multiply,params_channel_timeperiod,system_attrs_nsga2:generation,state
503,0.527260237158251,0.29826371001733315,0.8763509036653574,2023-11-29 20:15:41.207265,2023-11-29 20:15:41.767934,0 days 00:00:00.560669,0,1.721957407597513,31,WMA,1.8767446415698397,18,8,COMPLETE
504,0.17252062602395207,0.02110527078746005,0.04639089514307116,2023-11-29 20:15:41.768929,2023-11-29 20:15:42.294423,0 days 00:00:00.525494,1,1.4622645671961683,27,EMA,2.0873543358768982,38,8,COMPLETE
505,-0.4608640556527267,-0.2337305341935468,-0.4150198575725244,2023-11-29 20:15:42.294423,2023-11-29 20:15:42.946113,0 days 00:00:00.651690,1,2.4119604633883522,17,EMA,1.3944403782023262,38,8,COMPLETE
506,0.9178539532647558,0.909779382480093,2.2152318233490025,2023-11-29 20:15:42.947110,2023-11-29 20:15:43.532964,0 days 00:00:00.585854,2,1.8833387247604287,24,WMA,1.8413673091400447,35,8,COMPLETE
507,,,,2023-11-29 20:15:43.533961,2023-11-29 20:15:44.204245,0 days 00:00:00.670284,2,2.9945658021312695,17,EMA,1.4637800079654721,31,8,FAIL
508,,,,2023-11-29 20:15:44.206246,2023-11-29 20:15:44.305195,0 days 00:00:00.098949,0,2.051081235786714,55,WMA,1.4707670670637782,35,8,FAIL
509,0.48249398168480795,0.3375440539709354,0.7257458955194118,2023-11-29 20:15:44.307197,2023-11-29 20:15:44.864782,0 days 00:00:00.557585,2,1.796191465413136,17,WMA,2.0873543358768982,35,8,COMPLETE
510,,,,2023-11-29 20:15:44.866779,2023-11-29 20:15:44.961067,0 days 00:00:00.094288,0,1.8317427653580092,44,WMA,1.1666170826257503,25,8,FAIL
511,,,,2023-11-29 20:15:44.963030,2023-11-29 20:15:45.358910,0 days 00:00:00.395880,1,2.0863148319285783,56,EMA,2.215826415402817,31,8,FAIL
512,0.32862092929025205,0.18888588845764603,0.3209901091557859,2023-11-29 20:15:45.360906,2023-11-29 20:15:45.920449,0 days 00:00:00.559543,1,1.8833387247604287,34,WMA,2.215826415402817,54,8,COMPLETE
513,,,,2023-11-29 20:15:45.922413,2023-11-29 20:15:46.014786,0 days 00:00:00.092373,1,1.4236903654433875,56,EMA,1.1544810312625282,36,8,FAIL
514,0.4594595818533732,0.22840414435388107,0.6376037541288235,2023-11-29 20:15:46.016746,2023-11-29 20:15:46.542236,0 days 00:00:00.525490,2,2.4207409171988923,24,EMA,1.4007814765340036,54,8,COMPLETE
515,-0.1169838045318799,-0.10147055316734897,-0.23115027284665188,2023-11-29 20:15:46.544231,2023-11-29 20:15:47.006643,0 days 00:00:00.462412,0,1.4191621977034663,17,WMA,2.420472800713621,30,8,COMPLETE
516,0.4920747080583161,0.316620316901757,0.7672974141306739,2023-11-29 20:15:47.007641,2023-11-29 20:15:47.536639,0 days 00:00:00.528998,0,1.8317427653580092,11,EMA,2.0873543358768982,38,8,COMPLETE
517,0.2200626838782463,0.04040813202133596,0.09151528521146332,2023-11-29 20:15:47.537603,2023-11-29 20:15:48.051859,0 days 00:00:00.514256,1,1.721957407597513,17,EMA,1.1544810312625282,44,8,COMPLETE
518,0.7973182211134446,0.7541672491264563,2.0524493475606578,2023-11-29 20:15:48.052856,2023-11-29 20:15:48.653788,0 days 00:00:00.600932,2,1.8317427653580092,17,EMA,2.215826415402817,38,9,COMPLETE
519,0.2139126695471902,0.017471790834710402,0.04603252292336322,2023-11-29 20:15:48.654762,2023-11-29 20:15:49.237873,0 days 00:00:00.583111,1,1.8833387247604287,11,WMA,1.6989085479069108,31,9,COMPLETE
520,0.2585007151522188,0.048258312476045895,0.12267709978163424,2023-11-29 20:15:49.238906,2023-11-29 20:15:49.767479,0 days 00:00:00.528573,0,2.0878080743861736,11,WMA,1.8413673091400447,35,9,COMPLETE
521,,,,2023-11-29 20:15:49.768476,2023-11-29 20:15:49.878755,0 days 00:00:00.110279,2,1.8317427653580092,55,EMA,1.1265247796843285,38,9,FAIL
522,0.5874638753824905,0.5189898319145845,0.9476193446374234,2023-11-29 20:15:49.880728,2023-11-29 20:15:50.465315,0 days 00:00:00.584587,0,1.8833387247604287,23,WMA,2.0873543358768982,35,9,COMPLETE
523,0.16366939516266876,-0.034047114821705395,-0.08951404267782437,2023-11-29 20:15:50.466352,2023-11-29 20:15:50.892553,0 days 00:00:00.426201,0,1.8317427653580092,17,EMA,1.3484404133458139,38,9,COMPLETE
524,0.4954315431847115,0.31253191311639705,0.6347798228155827,2023-11-29 20:15:50.893556,2023-11-29 20:15:51.389347,0 days 00:00:00.495791,1,2.4207409171988923,34,SMA,2.0873543358768982,40,9,COMPLETE
525,0.2824475085346551,0.10324433567472051,0.2356008040405689,2023-11-29 20:15:51.391310,2023-11-29 20:15:51.912006,0 days 00:00:00.520696,1,1.4622645671961683,23,EMA,2.0873543358768982,33,9,COMPLETE
526,,,,2023-11-29 20:15:51.914012,2023-11-29 20:15:52.011842,0 days 00:00:00.097830,2,1.4622645671961683,58,EMA,1.107741697118357,48,9,FAIL
527,-0.34970510491442885,-0.18782216417014053,-0.39688409446159456,2023-11-29 20:15:52.013322,2023-11-29 20:15:52.550852,0 days 00:00:00.537530,2,1.0982249699721076,58,WMA,2.3382201372197615,35,9,COMPLETE
528,0.38088802178501086,0.25672270264781794,0.42773702377797834,2023-11-29 20:15:52.551847,2023-11-29 20:15:53.101670,0 days 00:00:00.549823,2,1.2152865344851191,17,SMA,1.1666170826257503,25,9,COMPLETE
529,0.8362825273263158,0.928145472370709,1.6207074306046179,2023-11-29 20:15:53.102668,2023-11-29 20:15:53.724270,0 days 00:00:00.621602,0,2.084719296890812,23,EMA,2.215826415402817,21,9,COMPLETE
530,-0.1532089703401299,-0.0965100483497396,-0.12242131878874588,2023-11-29 20:15:53.726266,2023-11-29 20:15:53.999297,0 days 00:00:00.273031,1,1.2161721555541138,54,EMA,1.5557687519185341,34,9,COMPLETE
531,0.10167152637473015,-0.026689209502154535,-0.0810455908833083,2023-11-29 20:15:54.000316,2023-11-29 20:15:54.461807,0 days 00:00:00.461491,0,1.8317427653580092,56,WMA,2.215826415402817,31,9,COMPLETE
532,0.8109873083721422,0.7437920684778325,2.0104649297255026,2023-11-29 20:15:54.462804,2023-11-29 20:15:54.992620,0 days 00:00:00.529816,1,1.0982249699721076,17,EMA,1.1544810312625282,38,9,COMPLETE
533,0.6294881234566231,0.41128860621431346,1.0770747000887795,2023-11-29 20:15:54.993621,2023-11-29 20:15:55.577432,0 days 00:00:00.583811,2,2.084719296890812,18,WMA,2.215826415402817,35,9,COMPLETE
534,0.4671319024252998,0.21877810523276855,0.7148388799419197,2023-11-29 20:15:55.578429,2023-11-29 20:15:56.083058,0 days 00:00:00.504629,1,1.310425781833259,11,EMA,1.1544810312625282,36,9,COMPLETE
535,0.28199414495544045,0.10491487170163674,0.2310936823895895,2023-11-29 20:15:56.084056,2023-11-29 20:15:56.597633,0 days 00:00:00.513577,0,1.8833387247604287,18,WMA,2.355121060223948,54,9,COMPLETE
536,0.898415692642962,0.6964342701589895,1.8247192112590682,2023-11-29 20:15:56.597633,2023-11-29 20:15:57.144379,0 days 00:00:00.546746,2,1.8833387247604287,32,WMA,1.4059732021736202,38,9,COMPLETE
537,0.7164995937152149,0.5842516555496394,1.768735326342151,2023-11-29 20:15:57.145377,2023-11-29 20:15:57.674404,0 days 00:00:00.529027,0,1.8248951854265372,11,EMA,2.215826415402817,35,9,COMPLETE
538,0.4703205450286068,0.20146590264884157,0.7283752088214243,2023-11-29 20:15:57.675366,2023-11-29 20:15:58.176309,0 days 00:00:00.500943,0,1.0982249699721076,11,WMA,1.1544810312625282,35,9,COMPLETE
539,0.6858103001508346,0.651527277346106,1.065581853876493,2023-11-29 20:15:58.178302,2023-11-29 20:15:58.754964,0 days 00:00:00.576662,0,1.4401922904052193,56,WMA,2.215826415402817,26,9,COMPLETE
540,0.7990880400164974,0.5022633918389441,1.7994176816554932,2023-11-29 20:15:58.755992,2023-11-29 20:15:59.183369,0 days 00:00:00.427377,2,1.8833387247604287,23,EMA,1.0155665431054506,51,9,COMPLETE
541,0.8213733287988815,0.8373092761283232,2.4063165020738353,2023-11-29 20:15:59.184366,2023-11-29 20:15:59.699478,0 days 00:00:00.515112,1,1.0982249699721076,27,EMA,1.4758920767230992,44,9,COMPLETE
542,-0.3727626076046838,-0.16747463200311885,-0.4499023684081007,2023-11-29 20:15:59.701443,2023-11-29 20:16:00.197200,0 days 00:00:00.495757,1,1.4236903654433875,23,WMA,2.8838787776141044,51,9,COMPLETE
543,0.17080800386385397,0.028012069474735824,0.06757316444839517,2023-11-29 20:16:00.198199,2023-11-29 20:16:00.789837,0 days 00:00:00.591638,2,1.8833387247604287,23,SMA,2.215826415402817,23,9,COMPLETE
544,0.7209405460964613,0.6185822800557608,1.5873523072902822,2023-11-29 20:16:00.791798,2023-11-29 20:16:01.329852,0 days 00:00:00.538054,1,1.2800749737041435,23,WMA,1.4059732021736202,51,9,COMPLETE
545,-0.29240893030798787,-0.16352798994366688,-0.41032319184047317,2023-11-29 20:16:01.330854,2023-11-29 20:16:01.822980,0 days 00:00:00.492126,1,1.4401922904052193,16,WMA,2.2238723783688106,30,9,COMPLETE
546,0.7919873045993615,0.5126760679125443,2.3381867616364747,2023-11-29 20:16:01.823964,2023-11-29 20:16:02.267633,0 days 00:00:00.443669,1,1.4326783526898272,28,EMA,1.1544810312625282,38,9,COMPLETE
547,0.6917112711064174,0.4597824473339495,1.5481780069135538,2023-11-29 20:16:02.268631,2023-11-29 20:16:02.795740,0 days 00:00:00.527109,0,1.4401922904052193,25,WMA,1.0936540678815596,25,9,COMPLETE
548,1.0705726458547622,0.8408479786894981,2.422083602561924,2023-11-29 20:16:02.796738,2023-11-29 20:16:03.323804,0 days 00:00:00.527066,1,1.4236903654433875,24,EMA,1.1544810312625282,55,9,COMPLETE
549,0.77537084793489,0.6656069814456221,1.7241155214786679,2023-11-29 20:16:03.325146,2023-11-29 20:16:03.873660,0 days 00:00:00.548514,0,1.8833387247604287,11,WMA,1.8413673091400447,42,9,COMPLETE
550,0.875981404191752,0.7255093337799488,2.3837994833938474,2023-11-29 20:16:03.873660,2023-11-29 20:16:04.447015,0 days 00:00:00.573355,0,2.4002209993949415,16,WMA,2.2238723783688106,33,9,COMPLETE
551,0.22831176112642612,0.08641502536084063,0.14758541513832837,2023-11-29 20:16:04.448011,2023-11-29 20:16:04.920030,0 days 00:00:00.472019,1,1.0982249699721076,17,WMA,2.0873543358768982,31,9,COMPLETE
552,0.6487952809807596,0.4314073349142349,0.9484195246110539,2023-11-29 20:16:04.921027,2023-11-29 20:16:05.450973,0 days 00:00:00.529946,1,1.4622645671961683,27,SMA,1.1544810312625282,33,9,COMPLETE
553,0.5535774407565567,0.41693757229925293,0.9465497161333195,2023-11-29 20:16:05.451941,2023-11-29 20:16:05.975387,0 days 00:00:00.523446,1,1.0982249699721076,23,EMA,1.7198227018691623,44,9,COMPLETE
554,0.5527143458838975,0.5674854981516408,0.9130126593516608,2023-11-29 20:16:05.976383,2023-11-29 20:16:06.500783,0 days 00:00:00.524400,0,1.4191621977034663,31,WMA,1.8413673091400447,30,9,COMPLETE
555,0.7501819974576881,0.5509779175913057,1.3113530252649115,2023-11-29 20:16:06.501749,2023-11-29 20:16:07.121900,0 days 00:00:00.620151,0,2.0314606583494106,18,EMA,1.7198227018691623,35,9,COMPLETE
556,0.48496903370155103,0.3901080694417187,0.7039238112261507,2023-11-29 20:16:07.123895,2023-11-29 20:16:07.653454,0 days 00:00:00.529559,1,1.0982249699721076,23,WMA,1.4685158940992906,44,9,COMPLETE
557,0.5062788133954594,0.2912809359472914,0.8124345363279155,2023-11-29 20:16:07.654483,2023-11-29 20:16:08.208333,0 days 00:00:00.553850,0,1.8833387247604287,14,SMA,2.4365025962454565,35,9,COMPLETE
558,-0.20508185716437452,-0.12605553578565154,-0.3264802448276565,2023-11-29 20:16:08.209299,2023-11-29 20:16:08.739222,0 days 00:00:00.529923,0,1.4401922904052193,43,WMA,2.420472800713621,47,9,COMPLETE
559,0.7372407534903066,0.6698702161359119,1.4922571730123926,2023-11-29 20:16:08.740243,2023-11-29 20:16:09.292857,0 days 00:00:00.552614,0,1.8317427653580092,17,WMA,2.0873543358768982,35,9,COMPLETE
560,0.5126845965855711,0.24941379847643905,0.860729762072674,2023-11-29 20:16:09.293855,2023-11-29 20:16:09.675686,0 days 00:00:00.381831,1,1.8317427653580092,41,SMA,1.7223010809529486,28,9,COMPLETE
561,-0.1143911078537386,-0.13781012912501672,-0.33165246449791114,2023-11-29 20:16:09.676675,2023-11-29 20:16:10.232024,0 days 00:00:00.555349,2,1.1129590564665413,11,WMA,1.8413673091400447,35,9,COMPLETE
562,0.899850940468317,0.7775243669953085,2.9181263402020785,2023-11-29 20:16:10.233022,2023-11-29 20:16:10.733346,0 days 00:00:00.500324,1,1.0982249699721076,17,EMA,1.1544810312625282,44,9,COMPLETE
563,0.4538789882325931,0.22210744713836633,0.6689925281192168,2023-11-29 20:16:10.735306,2023-11-29 20:16:11.313014,0 days 00:00:00.577708,1,1.8317427653580092,17,EMA,2.215826415402817,35,9,COMPLETE
564,0.15241523006769803,-0.01935427839331365,-0.05020847267936006,2023-11-29 20:16:11.314978,2023-11-29 20:16:11.932263,0 days 00:00:00.617285,0,1.0982249699721076,17,WMA,1.1544810312625282,11,9,COMPLETE
565,0.32904155577304167,0.16622335220353168,0.32589517333500767,2023-11-29 20:16:11.933260,2023-11-29 20:16:12.494165,0 days 00:00:00.560905,0,1.2129007894435686,27,EMA,1.7198227018691623,21,9,COMPLETE
566,0.6534954299832313,0.6417517795702563,1.283693055422357,2023-11-29 20:16:12.495162,2023-11-29 20:16:13.044485,0 days 00:00:00.549323,2,1.8833387247604287,17,EMA,2.5806953269158397,38,9,COMPLETE
567,0.9183121442086292,0.9079294693555084,2.9330136549224175,2023-11-29 20:16:13.045481,2023-11-29 20:16:13.562846,0 days 00:00:00.517365,0,1.9418693743491882,17,WMA,1.7223010809529486,35,9,COMPLETE
568,0.8971639355750856,0.88416005661183,2.6199008876568053,2023-11-29 20:16:13.563841,2023-11-29 20:16:14.115475,0 days 00:00:00.551634,2,1.8317427653580092,28,EMA,2.0873543358768982,38,9,COMPLETE
569,,,,2023-11-29 20:16:14.116527,2023-11-29 20:16:14.215807,0 days 00:00:00.099280,1,1.8833387247604287,56,SMA,1.8413673091400447,37,9,FAIL
570,0.9405716096999629,0.9376884393577124,2.8770673733900263,2023-11-29 20:16:14.217800,2023-11-29 20:16:14.677764,0 days 00:00:00.459964,0,1.4622645671961683,27,WMA,1.1265247796843285,35,9,COMPLETE
571,1.1532345237985517,0.9861519672394093,3.1224744632921015,2023-11-29 20:16:14.679759,2023-11-29 20:16:15.274542,0 days 00:00:00.594783,1,2.4207409171988923,23,SMA,2.0873543358768982,51,10,COMPLETE
572,,,,2023-11-29 20:16:15.275536,2023-11-29 20:16:15.372806,0 days 00:00:00.097270,1,2.4207409171988923,34,EMA,1.1544810312625282,36,10,FAIL
573,0.053230872765531206,-0.028432429699897795,-0.060576569056875085,2023-11-29 20:16:15.375023,2023-11-29 20:16:15.833099,0 days 00:00:00.458076,1,1.0982249699721076,34,EMA,2.641282817724388,50,10,COMPLETE
574,,,,2023-11-29 20:16:15.835070,2023-11-29 20:16:15.933348,0 days 00:00:00.098278,2,2.8846644799945005,27,EMA,1.107741697118357,31,10,FAIL
575,-0.045113854678304366,-0.11442289019821131,-0.2852232781769179,2023-11-29 20:16:15.935343,2023-11-29 20:16:16.488493,0 days 00:00:00.553150,2,1.0321316475247024,11,WMA,1.8413673091400447,38,10,COMPLETE
576,0.43567309178002533,0.20479819808039926,0.5649041149955761,2023-11-29 20:16:16.489490,2023-11-29 20:16:17.001859,0 days 00:00:00.512369,1,1.2390533190567978,23,EMA,2.215826415402817,54,10,COMPLETE
577,0.03810003520042108,-0.043940403916935204,-0.11064638295833845,2023-11-29 20:16:17.002855,2023-11-29 20:16:17.648790,0 days 00:00:00.645935,2,2.3837103907934813,11,SMA,1.1500714956806186,44,10,COMPLETE
578,0.10945617051799338,-0.008153777507309258,-0.023040282538177904,2023-11-29 20:16:17.650753,2023-11-29 20:16:18.143716,0 days 00:00:00.492963,1,1.4236903654433875,23,EMA,2.428505309141489,31,10,COMPLETE
579,,,,2023-11-29 20:16:18.144745,2023-11-29 20:16:18.486499,0 days 00:00:00.341754,1,2.8679069179830803,19,EMA,1.1544810312625282,44,10,FAIL
580,-0.3915779922597811,-0.17792691356274093,-0.43191280090679746,2023-11-29 20:16:18.488006,2023-11-29 20:16:18.997267,0 days 00:00:00.509261,0,1.4622645671961683,11,WMA,2.5971844431719227,35,10,COMPLETE
581,0.10263761364538766,-0.009148974456767912,-0.021132974131501926,2023-11-29 20:16:18.998302,2023-11-29 20:16:19.661157,0 days 00:00:00.662855,2,2.051081235786714,22,EMA,2.507295573400313,21,10,COMPLETE
582,0.360297909147491,0.1912387836691093,0.376422027857547,2023-11-29 20:16:19.662175,2023-11-29 20:16:20.280517,0 days 00:00:00.618342,2,1.4622645671961683,27,EMA,2.215826415402817,21,10,COMPLETE
583,0.7605705456178687,0.7450638311262713,2.015585978979341,2023-11-29 20:16:20.281515,2023-11-29 20:16:20.876098,0 days 00:00:00.594583,1,1.9418693743491882,17,WMA,2.215826415402817,54,10,COMPLETE
584,1.0590112229614488,0.9187104260738912,2.784252842415458,2023-11-29 20:16:20.877380,2023-11-29 20:16:21.382827,0 days 00:00:00.505447,1,1.8833387247604287,27,WMA,1.4685158940992906,51,10,COMPLETE
585,0.9674253187126592,0.8762642677616707,2.5831654818228484,2023-11-29 20:16:21.383823,2023-11-29 20:16:22.000460,0 days 00:00:00.616637,2,1.8317427653580092,43,EMA,2.0873543358768982,38,10,COMPLETE
586,0.8090713938171147,0.7453992993499318,2.016937995123065,2023-11-29 20:16:22.002413,2023-11-29 20:16:22.601200,0 days 00:00:00.598787,1,2.4002209993949415,23,WMA,2.2238723783688106,54,10,COMPLETE
587,-0.5081047042527488,-0.23608718012142843,-0.468360883765768,2023-11-29 20:16:22.602195,2023-11-29 20:16:23.256041,0 days 00:00:00.653846,2,2.417079376292368,10,EMA,2.215826415402817,21,10,COMPLETE
588,-0.012042169343911007,-0.12530028284919165,-0.2817285770459945,2023-11-29 20:16:23.258036,2023-11-29 20:16:23.800522,0 days 00:00:00.542486,1,1.0982249699721076,17,SMA,1.1500714956806186,33,10,COMPLETE
589,-0.34383833953840753,-0.16203573409278668,-0.4677675566544683,2023-11-29 20:16:23.802515,2023-11-29 20:16:24.321563,0 days 00:00:00.519048,0,1.2161721555541138,36,SMA,2.618939070689608,28,10,COMPLETE
590,0.07057066642723761,-0.03354990648787356,-0.06651093305621174,2023-11-29 20:16:24.322563,2023-11-29 20:16:24.890453,0 days 00:00:00.567890,0,2.084719296890812,23,WMA,2.215826415402817,21,10,COMPLETE
591,0.8042288695506415,0.669945227246069,1.7249434324037665,2023-11-29 20:16:24.891449,2023-11-29 20:16:25.408866,0 days 00:00:00.517417,2,1.0982249699721076,24,EMA,1.107741697118357,31,10,COMPLETE
592,-0.10201310779713087,-0.10781172806137132,-0.2407969446630463,2023-11-29 20:16:25.409864,2023-11-29 20:16:25.931515,0 days 00:00:00.521651,1,1.8317427653580092,25,SMA,2.9506277736263566,25,10,COMPLETE
593,0.8352813359001857,0.7708222010596114,2.4129207478268127,2023-11-29 20:16:25.934488,2023-11-29 20:16:26.425892,0 days 00:00:00.491404,0,2.084719296890812,18,EMA,2.215826415402817,54,10,COMPLETE
594,0.43934215219810324,0.19742094685001327,0.5785494656501428,2023-11-29 20:16:26.426925,2023-11-29 20:16:26.951091,0 days 00:00:00.524166,1,1.8833387247604287,23,EMA,1.1265247796843285,33,10,COMPLETE
595,0.772910053526037,0.6450390003857391,1.6337514105062314,2023-11-29 20:16:26.952089,2023-11-29 20:16:27.507736,0 days 00:00:00.555647,1,1.9418693743491882,17,WMA,1.7223010809529486,46,10,COMPLETE
596,0.5741868504305288,0.35562102759588227,0.969157085678408,2023-11-29 20:16:27.508735,2023-11-29 20:16:28.125383,0 days 00:00:00.616648,0,1.026622582410637,23,EMA,1.107741697118357,21,10,COMPLETE
597,,,,2023-11-29 20:16:28.126382,2023-11-29 20:16:28.219693,0 days 00:00:00.093311,0,2.463031803889141,55,EMA,1.264572192621673,30,10,FAIL
598,0.6629671879761234,0.40226185088848043,1.6331077298073802,2023-11-29 20:16:28.221687,2023-11-29 20:16:28.752654,0 days 00:00:00.530967,2,1.4622645671961683,27,EMA,1.1265247796843285,33,10,COMPLETE
599,0.41220893528108754,0.1799533320096537,0.5459204222915861,2023-11-29 20:16:28.752654,2023-11-29 20:16:29.294438,0 days 00:00:00.541784,0,1.718327272781076,11,WMA,2.208728617155658,49,10,COMPLETE
600,0.2592314212510116,0.09018629521757805,0.18803054323332474,2023-11-29 20:16:29.295439,2023-11-29 20:16:29.832929,0 days 00:00:00.537490,1,1.4236903654433875,16,WMA,2.2238723783688106,45,10,COMPLETE
601,0.650227342109642,0.3885946118781176,1.554960342951925,2023-11-29 20:16:29.832929,2023-11-29 20:16:30.373291,0 days 00:00:00.540362,1,1.8317427653580092,23,SMA,1.9658712821763653,51,10,COMPLETE
602,1.2208694551391162,1.3590593933532624,5.463399754252655,2023-11-29 20:16:30.374547,2023-11-29 20:16:30.864772,0 days 00:00:00.490225,1,1.9418693743491882,27,EMA,1.3505188654193436,28,10,COMPLETE
603,0.381354599608589,0.15393298628365967,0.4242537972950987,2023-11-29 20:16:30.865801,2023-11-29 20:16:31.388548,0 days 00:00:00.522747,0,1.3246680587956223,11,WMA,1.2161034192070028,38,10,COMPLETE
604,0.4348511748093304,0.1860130021364078,0.5998968254026908,2023-11-29 20:16:31.389514,2023-11-29 20:16:31.897415,0 days 00:00:00.507901,0,1.8833387247604287,29,WMA,1.7198227018691623,47,10,COMPLETE
605,0.193437709539059,0.0008541245696922622,0.0025311832043355765,2023-11-29 20:16:31.898480,2023-11-29 20:16:32.389472,0 days 00:00:00.490992,0,1.4622645671961683,17,EMA,1.1544810312625282,21,10,COMPLETE
606,0.8651614155658207,1.1032528563989574,2.14938618395805,2023-11-29 20:16:32.390471,2023-11-29 20:16:32.950427,0 days 00:00:00.559956,0,1.721957407597513,31,WMA,1.8767446415698397,33,10,COMPLETE
607,0.32530886200712655,0.12639479048419874,0.31191193423425234,2023-11-29 20:16:32.951424,2023-11-29 20:16:33.485168,0 days 00:00:00.533744,0,1.4236903654433875,27,SMA,1.8311469424357685,31,10,COMPLETE
608,1.2533014852894,2.214389335556083,5.9494918570689705,2023-11-29 20:16:33.486165,2023-11-29 20:16:34.041861,0 days 00:00:00.555696,0,1.8833387247604287,11,WMA,1.8413673091400447,35,10,COMPLETE
609,0.04841001246139963,-0.07110710406151727,-0.15148101911099288,2023-11-29 20:16:34.042856,2023-11-29 20:16:34.551353,0 days 00:00:00.508497,0,1.303879679662107,31,WMA,1.8767446415698397,31,10,COMPLETE
610,0.8934254217918979,1.1391986099486366,1.972631399494844,2023-11-29 20:16:34.552350,2023-11-29 20:16:35.139437,0 days 00:00:00.587087,2,1.8833387247604287,15,SMA,2.3284033643668796,35,10,COMPLETE
611,0.4066836921936625,0.18014166636549442,0.4811226196227173,2023-11-29 20:16:35.140467,2023-11-29 20:16:35.634218,0 days 00:00:00.493751,0,1.4236903654433875,27,EMA,1.1544810312625282,44,10,COMPLETE
612,0.11151067292877803,-0.0649095758606623,-0.14849603508282286,2023-11-29 20:16:35.635184,2023-11-29 20:16:36.111442,0 days 00:00:00.476258,0,1.8833387247604287,11,WMA,1.4685158940992906,51,10,COMPLETE
613,0.7260757260941678,0.34231057902069595,2.2480360135258075,2023-11-29 20:16:36.112446,2023-11-29 20:16:36.684659,0 days 00:00:00.572213,1,1.8317427653580092,60,EMA,2.0873543358768982,10,10,COMPLETE
614,0.4053464744430146,0.22482307747828073,0.4695450829853803,2023-11-29 20:16:36.685656,2023-11-29 20:16:37.223316,0 days 00:00:00.537660,0,1.8317427653580092,17,SMA,2.7103379926776796,35,10,COMPLETE
615,0.9555494139329215,1.0392920997204498,3.4058657629453335,2023-11-29 20:16:37.224314,2023-11-29 20:16:37.724933,0 days 00:00:00.500619,0,2.051081235786714,22,EMA,2.507295573400313,50,10,COMPLETE
616,0.6442540599228971,0.2767590196038289,1.6431391447522834,2023-11-29 20:16:37.724933,2023-11-29 20:16:38.214254,0 days 00:00:00.489321,2,1.026622582410637,24,EMA,1.107741697118357,52,10,COMPLETE
617,0.507691342580461,0.35322670304535403,0.7371625173081927,2023-11-29 20:16:38.215263,2023-11-29 20:16:38.817195,0 days 00:00:00.601932,2,1.8317427653580092,14,WMA,1.8413673091400447,38,10,COMPLETE
618,-0.20073841928275413,-0.1072134161901237,-0.14461976772326338,2023-11-29 20:16:38.818193,2023-11-29 20:16:39.319440,0 days 00:00:00.501247,1,1.8317427653580092,56,EMA,2.4365025962454565,31,10,COMPLETE
619,0.5498980149530006,0.3374119084202235,0.9573766216354147,2023-11-29 20:16:39.320471,2023-11-29 20:16:39.894149,0 days 00:00:00.573678,0,1.2161721555541138,11,WMA,1.8413673091400447,47,10,COMPLETE
620,0.41311774002074236,0.14045263815286713,0.5575689829413253,2023-11-29 20:16:39.895148,2023-11-29 20:16:40.274628,0 days 00:00:00.379480,2,1.0982249699721076,41,EMA,1.107741697118357,38,10,COMPLETE
621,0.9183121442086292,0.9079294693555084,2.9330136549224175,2023-11-29 20:16:40.275627,2023-11-29 20:16:40.804203,0 days 00:00:00.528576,0,1.9418693743491882,17,WMA,1.7223010809529486,35,10,COMPLETE
622,0.10970924053571314,-0.01759771595571417,-0.04777641567046743,2023-11-29 20:16:40.806165,2023-11-29 20:16:41.275279,0 days 00:00:00.469114,2,1.8833387247604287,56,WMA,2.215826415402817,35,10,COMPLETE
623,-0.10048926611528894,-0.0940106160354211,-0.20562125512157564,2023-11-29 20:16:41.277275,2023-11-29 20:16:41.810708,0 days 00:00:00.533433,1,1.8833387247604287,26,WMA,2.981706777354537,51,10,COMPLETE
624,0.41023461167448344,0.15601371727616742,0.5234957533362157,2023-11-29 20:16:41.811704,2023-11-29 20:16:42.327429,0 days 00:00:00.515725,1,1.0982249699721076,11,EMA,1.8413673091400447,35,10,COMPLETE
625,1.0540531725329192,1.3622664361672634,2.8572385786194485,2023-11-29 20:16:42.329422,2023-11-29 20:16:42.957169,0 days 00:00:00.627747,0,2.300993380853249,25,WMA,2.507295573400313,25,11,COMPLETE
626,0.5219155095205539,0.35844227928880784,0.8562951843671402,2023-11-29 20:16:42.958167,2023-11-29 20:16:43.496199,0 days 00:00:00.538032,2,1.0982249699721076,17,EMA,2.0873543358768982,44,11,COMPLETE
627,0.6450069228914184,0.482601352749428,1.2572867518728492,2023-11-29 20:16:43.497215,2023-11-29 20:16:44.057639,0 days 00:00:00.560424,2,1.8317427653580092,11,EMA,1.8413673091400447,38,11,COMPLETE
628,-0.13080274286040064,-0.1270506651529262,-0.27076467190906783,2023-11-29 20:16:44.058603,2023-11-29 20:16:44.617757,0 days 00:00:00.559154,1,1.8833387247604287,11,WMA,2.420472800713621,30,11,COMPLETE
629,0.5219155095205539,0.35844227928880784,0.8562951843671402,2023-11-29 20:16:44.618754,2023-11-29 20:16:45.136987,0 days 00:00:00.518233,2,1.0982249699721076,17,EMA,2.0873543358768982,44,11,COMPLETE
630,-0.08039143863488256,-0.11800239478346064,-0.2546809960663805,2023-11-29 20:16:45.137986,2023-11-29 20:16:45.668859,0 days 00:00:00.530873,2,1.4401922904052193,17,WMA,2.4053742814270267,38,11,COMPLETE
