number,sharpe_ratio,profit factor,calmar_ratio,win rate,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,system_attrs_nsga2:generation,state
878,3.00942433014438,4.238468216610474,28.08364945647604,56.75675675675676,2023-12-06 10:30:04.555677,2023-12-06 10:30:04.760599,0 days 00:00:00.204922,64,12,164,17,COMPLETE
879,-1.0188868378117217,0.706000253567182,-1.414929396536875,27.27272727272727,2023-12-06 10:30:04.761762,2023-12-06 10:30:04.969622,0 days 00:00:00.207860,56,64,20,17,COMPLETE
880,3.7056386232127836,3.9617680824235415,45.94875951791954,48.57142857142857,2023-12-06 10:30:04.970616,2023-12-06 10:30:05.168092,0 days 00:00:00.197476,60,4,112,17,COMPLETE
881,2.212120424415851,2.571447515114347,11.033401997123148,48.64864864864865,2023-12-06 10:30:05.168967,2023-12-06 10:30:05.371839,0 days 00:00:00.202872,56,12,204,17,COMPLETE
882,1.9567104167579459,1.755050362994274,9.265676784970013,31.372549019607842,2023-12-06 10:30:05.372969,2023-12-06 10:30:05.591912,0 days 00:00:00.218943,28,28,124,17,COMPLETE
883,2.7271698063158234,4.301308081715012,20.084038392154874,60.60606060606061,2023-12-06 10:30:05.593028,2023-12-06 10:30:05.794165,0 days 00:00:00.201137,64,12,204,17,COMPLETE
884,3.8081216038137753,4.447687109421969,56.64363192612479,52.94117647058824,2023-12-06 10:30:05.795141,2023-12-06 10:30:05.997258,0 days 00:00:00.202117,64,4,120,17,COMPLETE
885,2.5277301935682828,3.473090500870165,21.306128533216278,44.44444444444444,2023-12-06 10:30:05.998458,2023-12-06 10:30:06.197138,0 days 00:00:00.198680,68,16,112,17,COMPLETE
886,2.4741579082322973,4.232968799045522,11.273326654150896,46.42857142857143,2023-12-06 10:30:06.198227,2023-12-06 10:30:06.396127,0 days 00:00:00.197900,64,52,204,17,COMPLETE
887,0.7531137099407317,1.1944504302778707,2.344135484971331,37.704918032786885,2023-12-06 10:30:06.397100,2023-12-06 10:30:06.593816,0 days 00:00:00.196716,64,4,20,17,COMPLETE
888,1.0731852567870324,1.3374948606756114,5.191412043044368,47.91666666666667,2023-12-06 10:30:06.594798,2023-12-06 10:30:06.793644,0 days 00:00:00.198846,64,12,56,17,COMPLETE
889,1.85225084789805,1.470476781977288,8.59596142188415,31.818181818181817,2023-12-06 10:30:06.794733,2023-12-06 10:30:06.993686,0 days 00:00:00.198953,12,12,164,17,COMPLETE
890,3.074566798733556,4.618243889112028,28.848692043674166,54.285714285714285,2023-12-06 10:30:06.994609,2023-12-06 10:30:07.190614,0 days 00:00:00.196005,64,12,120,17,COMPLETE
891,1.7573036006495435,2.6969274641259444,6.462048454997917,23.809523809523807,2023-12-06 10:30:07.191733,2023-12-06 10:30:07.393641,0 days 00:00:00.201908,60,64,112,17,COMPLETE
892,0.31114203587561434,1.0693609937595643,0.4051506125296291,27.77777777777778,2023-12-06 10:30:07.394976,2023-12-06 10:30:07.597612,0 days 00:00:00.202636,48,28,16,17,COMPLETE
893,2.722424486279821,4.33549653367854,20.039391862863503,57.57575757575758,2023-12-06 10:30:07.598716,2023-12-06 10:30:07.803347,0 days 00:00:00.204631,64,12,192,17,COMPLETE
894,3.2853941529901114,3.135421628717495,36.008480837206555,42.10526315789473,2023-12-06 10:30:07.804473,2023-12-06 10:30:08.010124,0 days 00:00:00.205651,8,4,112,17,COMPLETE
895,2.573850215145565,3.641364241200624,16.882117041232842,46.875,2023-12-06 10:30:08.011423,2023-12-06 10:30:08.211209,0 days 00:00:00.199786,64,24,112,17,COMPLETE
896,1.6869640894029325,1.494073211310323,5.005901507199005,32.72727272727273,2023-12-06 10:30:08.212218,2023-12-06 10:30:08.409868,0 days 00:00:00.197650,20,72,136,17,COMPLETE
897,2.3618746049045645,3.1086167451257456,14.30855316381927,47.05882352941176,2023-12-06 10:30:08.411034,2023-12-06 10:30:08.605004,0 days 00:00:00.193970,64,24,104,17,COMPLETE
898,3.3571056278814453,3.504284177578872,25.32132201446454,47.61904761904761,2023-12-06 10:30:08.605955,2023-12-06 10:30:08.807897,0 days 00:00:00.201942,24,24,204,17,COMPLETE
899,2.69175558987445,3.3532100690797266,21.353738232971097,51.28205128205128,2023-12-06 10:30:08.809274,2023-12-06 10:30:09.013876,0 days 00:00:00.204602,64,4,156,17,COMPLETE
900,2.781206601745369,4.269559979930055,20.731265677855884,60.60606060606061,2023-12-06 10:30:09.015505,2023-12-06 10:30:09.213083,0 days 00:00:00.197578,64,12,212,17,COMPLETE
901,2.166750642053522,3.352991186083882,10.643481305265606,46.15384615384615,2023-12-06 10:30:09.214153,2023-12-06 10:30:09.412188,0 days 00:00:00.198035,64,36,120,17,COMPLETE
902,3.862939400411663,4.3682715666998115,58.94954359710057,54.054054054054056,2023-12-06 10:30:09.413153,2023-12-06 10:30:09.609660,0 days 00:00:00.196507,64,4,108,17,COMPLETE
903,2.082559308929972,1.9885564129428792,7.041386629709402,47.61904761904761,2023-12-06 10:30:09.610591,2023-12-06 10:30:09.812299,0 days 00:00:00.201708,52,12,204,17,COMPLETE
904,2.4802355463672257,2.723717037848811,15.107852233268812,45.0,2023-12-06 10:30:09.813317,2023-12-06 10:30:10.014517,0 days 00:00:00.201200,56,12,164,17,COMPLETE
905,-2.691690529097903,0.3808117633969114,-3.1524112109454,31.57894736842105,2023-12-06 10:30:10.015488,2023-12-06 10:30:10.210790,0 days 00:00:00.195302,64,12,8,17,COMPLETE
906,2.2735608768888773,1.8118606533831965,12.67841439101167,42.465753424657535,2023-12-06 10:30:10.211822,2023-12-06 10:30:10.414040,0 days 00:00:00.202218,12,24,68,17,COMPLETE
907,3.3826555134570193,5.749437611364669,22.753067042760954,46.15384615384615,2023-12-06 10:30:10.415080,2023-12-06 10:30:10.612879,0 days 00:00:00.197799,72,56,192,17,COMPLETE
908,2.6409838762708038,4.7293823227693395,13.77179336742588,58.06451612903226,2023-12-06 10:30:10.613795,2023-12-06 10:30:10.806241,0 days 00:00:00.192446,64,20,204,17,COMPLETE
909,3.85163399159329,4.848850268702596,30.187105893472932,46.875,2023-12-06 10:30:10.807187,2023-12-06 10:30:11.018828,0 days 00:00:00.211641,8,72,140,17,COMPLETE
910,3.516495732873616,4.207964822238209,36.318475394971834,50.0,2023-12-06 10:30:11.021273,2023-12-06 10:30:11.224539,0 days 00:00:00.203266,44,12,112,17,COMPLETE
911,2.030318332809609,2.8414697007587963,8.570739196400545,29.166666666666668,2023-12-06 10:30:11.225802,2023-12-06 10:30:11.430343,0 days 00:00:00.204541,64,72,112,17,COMPLETE
912,2.627789780919822,2.3319358041577467,22.68652771813577,40.42553191489361,2023-12-06 10:30:11.431391,2023-12-06 10:30:11.626499,0 days 00:00:00.195108,36,12,136,17,COMPLETE
913,2.2243887894962975,3.30810445046113,8.687031464628491,30.434782608695656,2023-12-06 10:30:11.627506,2023-12-06 10:30:11.822710,0 days 00:00:00.195204,64,60,140,17,COMPLETE
914,3.516495732873616,4.207964822238209,36.318475394971834,50.0,2023-12-06 10:30:11.823771,2023-12-06 10:30:12.028113,0 days 00:00:00.204342,44,12,112,17,COMPLETE
915,,,,,2023-12-06 10:30:12.029113,2023-12-06 10:30:12.226411,0 days 00:00:00.197298,4,52,112,17,FAIL
916,1.7877976957472557,2.4689882731661013,5.992468866402563,32.142857142857146,2023-12-06 10:30:12.227795,2023-12-06 10:30:12.428786,0 days 00:00:00.200991,64,72,204,17,COMPLETE
917,2.437950384267142,1.9290863141049712,9.816723575047135,34.090909090909086,2023-12-06 10:30:12.429850,2023-12-06 10:30:12.658155,0 days 00:00:00.228305,24,64,192,18,COMPLETE
918,1.8172146305339074,2.755291994002398,6.6176412451563635,28.57142857142857,2023-12-06 10:30:12.659139,2023-12-06 10:30:12.850501,0 days 00:00:00.191362,56,60,112,18,COMPLETE
919,3.0492086713826114,3.885089039883766,16.625654632051212,40.74074074074074,2023-12-06 10:30:12.851464,2023-12-06 10:30:13.050557,0 days 00:00:00.199093,48,72,132,18,COMPLETE
920,3.180598556123004,3.003095385180062,21.77675739867025,39.02439024390244,2023-12-06 10:30:13.051922,2023-12-06 10:30:13.247832,0 days 00:00:00.195910,24,52,204,18,COMPLETE
921,1.772867885777236,2.820109356257221,6.616032992127315,31.818181818181817,2023-12-06 10:30:13.248813,2023-12-06 10:30:13.445433,0 days 00:00:00.196620,64,56,120,18,COMPLETE
922,2.7271698063158234,4.301308081715012,20.084038392154874,60.60606060606061,2023-12-06 10:30:13.446766,2023-12-06 10:30:13.665530,0 days 00:00:00.218764,64,12,204,18,COMPLETE
923,3.00942433014438,4.238468216610474,28.08364945647604,56.75675675675676,2023-12-06 10:30:13.666905,2023-12-06 10:30:13.865151,0 days 00:00:00.198246,64,12,164,18,COMPLETE
924,2.639194541223267,4.649625650468929,14.534026199934518,46.42857142857143,2023-12-06 10:30:13.866114,2023-12-06 10:30:14.063376,0 days 00:00:00.197262,64,52,192,18,COMPLETE
925,2.574822680855862,3.003933833723024,16.758487285249135,37.142857142857146,2023-12-06 10:30:14.064521,2023-12-06 10:30:14.266349,0 days 00:00:00.201828,8,28,120,18,COMPLETE
926,1.7833851999499577,2.478513629307405,8.471801654591628,38.46153846153847,2023-12-06 10:30:14.267513,2023-12-06 10:30:14.473731,0 days 00:00:00.206218,64,40,124,18,COMPLETE
927,2.149731195509428,3.060376993205096,10.590690434066214,39.285714285714285,2023-12-06 10:30:14.474959,2023-12-06 10:30:14.677760,0 days 00:00:00.202801,64,32,112,18,COMPLETE
928,3.00942433014438,4.238468216610474,28.08364945647604,56.75675675675676,2023-12-06 10:30:14.679104,2023-12-06 10:30:14.882560,0 days 00:00:00.203456,64,12,164,18,COMPLETE
929,0.40516160650774674,1.0895914214588418,0.6593320435780956,34.21052631578947,2023-12-06 10:30:14.883747,2023-12-06 10:30:15.086008,0 days 00:00:00.202261,48,72,56,18,COMPLETE
930,2.6409838762708038,4.7293823227693395,13.77179336742588,58.06451612903226,2023-12-06 10:30:15.087218,2023-12-06 10:30:15.283361,0 days 00:00:00.196143,64,20,204,18,COMPLETE
931,1.8858945250463115,1.8637294219357712,5.774944193651429,41.46341463414634,2023-12-06 10:30:15.284613,2023-12-06 10:30:15.486837,0 days 00:00:00.202224,40,12,192,18,COMPLETE
932,2.9061162002795835,3.0955969013178573,14.183119328917178,36.666666666666664,2023-12-06 10:30:15.487884,2023-12-06 10:30:15.686509,0 days 00:00:00.198625,48,56,208,18,COMPLETE
933,2.8435592237259177,4.52159271152643,21.42747950416757,59.375,2023-12-06 10:30:15.687980,2023-12-06 10:30:15.883638,0 days 00:00:00.195658,64,12,200,18,COMPLETE
934,3.0049713302239223,4.526691034024354,15.141848951200775,40.0,2023-12-06 10:30:15.884869,2023-12-06 10:30:16.084443,0 days 00:00:00.199574,48,52,144,18,COMPLETE
935,3.00942433014438,4.238468216610474,28.08364945647604,56.75675675675676,2023-12-06 10:30:16.085804,2023-12-06 10:30:16.285383,0 days 00:00:00.199579,64,12,164,18,COMPLETE
936,2.9870833061863644,4.381756794436539,27.594963926088738,51.42857142857142,2023-12-06 10:30:16.286330,2023-12-06 10:30:16.485475,0 days 00:00:00.199145,64,12,112,18,COMPLETE
937,1.7378598095327444,1.670993075150053,5.507107395608309,37.5,2023-12-06 10:30:16.486426,2023-12-06 10:30:16.687169,0 days 00:00:00.200743,32,12,204,18,COMPLETE
938,2.6296235004889823,1.8641962422207372,19.934203600316078,38.095238095238095,2023-12-06 10:30:16.688548,2023-12-06 10:30:16.888168,0 days 00:00:00.199620,16,12,120,18,COMPLETE
939,2.781206601745369,4.269559979930055,20.731265677855884,60.60606060606061,2023-12-06 10:30:16.889492,2023-12-06 10:30:17.272373,0 days 00:00:00.382881,64,12,212,18,COMPLETE
940,0.31553004313919064,1.0499410220856653,0.48703384812036504,22.58064516129032,2023-12-06 10:30:17.273627,2023-12-06 10:30:17.478544,0 days 00:00:00.204917,64,48,12,18,COMPLETE
941,2.809118550553502,3.638814579713174,24.40780960927667,54.054054054054056,2023-12-06 10:30:17.479687,2023-12-06 10:30:17.684994,0 days 00:00:00.205307,64,12,168,18,COMPLETE
942,2.9870833061863644,4.381756794436539,27.594963926088738,51.42857142857142,2023-12-06 10:30:17.686131,2023-12-06 10:30:17.893382,0 days 00:00:00.207251,64,12,112,18,COMPLETE
943,1.7771175671476667,2.3041010590986297,7.9245978081747825,45.714285714285715,2023-12-06 10:30:17.894570,2023-12-06 10:30:18.096422,0 days 00:00:00.201852,64,36,164,18,COMPLETE
944,2.521130268708096,3.224877590655605,15.281691289518104,43.24324324324324,2023-12-06 10:30:18.097416,2023-12-06 10:30:18.309691,0 days 00:00:00.212275,8,24,112,18,COMPLETE
945,2.085350193984642,3.477117576127329,9.500432264571746,40.909090909090914,2023-12-06 10:30:18.310894,2023-12-06 10:30:18.526366,0 days 00:00:00.215472,64,56,112,18,COMPLETE
946,2.373110942636047,3.000650330828477,14.766120896614165,54.285714285714285,2023-12-06 10:30:18.527422,2023-12-06 10:30:18.726020,0 days 00:00:00.198598,64,12,184,18,COMPLETE
947,2.1204095427645275,2.713560213984531,8.7090560220194,39.285714285714285,2023-12-06 10:30:18.726947,2023-12-06 10:30:18.934100,0 days 00:00:00.207153,60,56,216,18,COMPLETE
948,1.392790250489436,1.5459712667850425,3.467779896038655,40.0,2023-12-06 10:30:18.935501,2023-12-06 10:30:19.147692,0 days 00:00:00.212191,64,72,60,18,COMPLETE
949,1.4343320670395505,1.3730775927095324,4.961100287657317,37.096774193548384,2023-12-06 10:30:19.148721,2023-12-06 10:30:19.358974,0 days 00:00:00.210253,20,12,192,18,COMPLETE
950,1.4475860435806878,1.5393594060655427,4.045119298044528,40.476190476190474,2023-12-06 10:30:19.360173,2023-12-06 10:30:19.571482,0 days 00:00:00.211309,40,12,184,18,COMPLETE
951,2.4027884056474353,3.3560565995745693,11.452595701003961,34.48275862068966,2023-12-06 10:30:19.572652,2023-12-06 10:30:19.782918,0 days 00:00:00.210266,64,64,204,18,COMPLETE
952,2.7271698063158234,4.301308081715012,20.084038392154874,60.60606060606061,2023-12-06 10:30:19.784101,2023-12-06 10:30:19.995096,0 days 00:00:00.210995,64,12,204,18,COMPLETE
953,2.268724834405881,2.122426956469144,7.785538771000076,50.0,2023-12-06 10:30:19.996374,2023-12-06 10:30:20.205661,0 days 00:00:00.209287,48,12,212,18,COMPLETE
954,2.5401314450509744,4.109962866241322,12.931976807178234,60.0,2023-12-06 10:30:20.206934,2023-12-06 10:30:20.417691,0 days 00:00:00.210757,64,24,204,18,COMPLETE
955,2.292620984706301,2.8774089594628895,13.653059041186316,44.11764705882353,2023-12-06 10:30:20.418631,2023-12-06 10:30:20.626775,0 days 00:00:00.208144,64,20,116,18,COMPLETE
956,2.6220126133238124,4.662867850277152,13.71791656150864,50.0,2023-12-06 10:30:20.627975,2023-12-06 10:30:20.848878,0 days 00:00:00.220903,64,52,196,18,COMPLETE
957,-0.4748396053126263,0.7922846967203612,-1.2088944038447964,30.303030303030305,2023-12-06 10:30:20.850220,2023-12-06 10:30:21.059396,0 days 00:00:00.209176,64,52,48,18,COMPLETE
958,3.880333204690723,4.554947197000254,59.383304076578355,55.88235294117647,2023-12-06 10:30:21.060426,2023-12-06 10:30:21.266152,0 days 00:00:00.205726,64,4,112,18,COMPLETE
959,3.5621751719953183,4.340893570143307,35.876183396995906,51.21951219512195,2023-12-06 10:30:21.267184,2023-12-06 10:30:21.467781,0 days 00:00:00.200597,48,8,112,18,COMPLETE
960,2.8888516792854517,3.390990449200485,23.90011142392802,47.22222222222222,2023-12-06 10:30:21.468709,2023-12-06 10:30:21.670872,0 days 00:00:00.202163,48,28,112,18,COMPLETE
961,1.9806877894728836,2.140563170234791,6.1598690187913725,51.515151515151516,2023-12-06 10:30:21.672028,2023-12-06 10:30:21.868172,0 days 00:00:00.196144,72,12,208,18,COMPLETE
962,3.1466414490498544,3.259682438435757,25.87601820115235,48.717948717948715,2023-12-06 10:30:21.869038,2023-12-06 10:30:22.069029,0 days 00:00:00.199991,48,12,172,18,COMPLETE
963,1.6536375081125587,2.4358124516359374,6.111752999215282,38.095238095238095,2023-12-06 10:30:22.070125,2023-12-06 10:30:22.276650,0 days 00:00:00.206525,60,48,120,18,COMPLETE
964,2.478771277979303,2.870325903638338,10.830844212675151,33.33333333333333,2023-12-06 10:30:22.278044,2023-12-06 10:30:22.562110,0 days 00:00:00.284066,56,56,204,18,COMPLETE
965,1.5128214650611407,1.3990174895387621,5.4522194729066245,34.92063492063492,2023-12-06 10:30:22.563240,2023-12-06 10:30:22.773877,0 days 00:00:00.210637,20,12,212,18,COMPLETE
966,3.4592165171237976,4.841219843385441,31.277527900318084,48.64864864864865,2023-12-06 10:30:22.775315,2023-12-06 10:30:22.973602,0 days 00:00:00.198287,8,12,120,18,COMPLETE
967,2.8633199293996547,3.651455917988526,18.409737648068912,35.714285714285715,2023-12-06 10:30:22.974595,2023-12-06 10:30:23.211099,0 days 00:00:00.236504,48,40,112,19,COMPLETE
968,3.251994590356954,3.0732557687807476,31.443251475459075,52.5,2023-12-06 10:30:23.212354,2023-12-06 10:30:23.418353,0 days 00:00:00.205999,72,4,112,19,COMPLETE
969,2.746750930769228,3.9882017489283896,19.683228994776876,45.714285714285715,2023-12-06 10:30:23.419495,2023-12-06 10:30:23.626213,0 days 00:00:00.206718,64,4,204,19,COMPLETE
970,2.9870833061863644,4.381756794436539,27.594963926088738,51.42857142857142,2023-12-06 10:30:23.627534,2023-12-06 10:30:23.833592,0 days 00:00:00.206058,64,12,112,19,COMPLETE
971,3.074566798733556,4.618243889112028,28.848692043674166,54.285714285714285,2023-12-06 10:30:23.834689,2023-12-06 10:30:24.036582,0 days 00:00:00.201893,64,12,120,19,COMPLETE
972,3.513560420504682,3.8588906248283874,37.16772723285656,51.21951219512195,2023-12-06 10:30:24.037631,2023-12-06 10:30:24.235650,0 days 00:00:00.198019,48,12,164,19,COMPLETE
973,3.0237424660356305,3.978132826442195,28.207291764660482,45.94594594594595,2023-12-06 10:30:24.236729,2023-12-06 10:30:24.436434,0 days 00:00:00.199705,64,12,104,19,COMPLETE
974,2.5143281211297417,2.2843259374811664,9.99100722034139,48.837209302325576,2023-12-06 10:30:24.437518,2023-12-06 10:30:24.640634,0 days 00:00:00.203116,48,4,172,19,COMPLETE
975,3.880333204690723,4.554947197000254,59.383304076578355,55.88235294117647,2023-12-06 10:30:24.641857,2023-12-06 10:30:24.837981,0 days 00:00:00.196124,64,4,112,19,COMPLETE
976,2.781206601745369,4.269559979930055,20.731265677855884,60.60606060606061,2023-12-06 10:30:24.839390,2023-12-06 10:30:25.049216,0 days 00:00:00.209826,64,12,212,19,COMPLETE
977,2.193978826355601,1.6527255510831274,11.911792053195397,36.36363636363637,2023-12-06 10:30:25.050304,2023-12-06 10:30:25.284695,0 days 00:00:00.234391,20,12,120,19,COMPLETE
978,2.722424486279821,4.33549653367854,20.039391862863503,57.57575757575758,2023-12-06 10:30:25.285868,2023-12-06 10:30:25.499163,0 days 00:00:00.213295,64,12,192,19,COMPLETE
979,2.9800697598824093,4.531820641511883,15.668620292132488,41.37931034482759,2023-12-06 10:30:25.500418,2023-12-06 10:30:25.705866,0 days 00:00:00.205448,72,52,164,19,COMPLETE
980,2.7501025712739238,3.8175896297422534,20.476605179965123,50.0,2023-12-06 10:30:25.707131,2023-12-06 10:30:25.903210,0 days 00:00:00.196079,64,8,212,19,COMPLETE
981,-0.6360874971258659,0.8218425690969335,-1.6284883496277016,32.72727272727273,2023-12-06 10:30:25.904541,2023-12-06 10:30:26.102629,0 days 00:00:00.198088,64,12,36,19,COMPLETE
982,0.31553004313919064,1.0499410220856653,0.48703384812036504,22.58064516129032,2023-12-06 10:30:26.103539,2023-12-06 10:30:26.313959,0 days 00:00:00.210420,64,48,12,19,COMPLETE
983,4.020443204977161,4.01041237565663,67.27639878824924,48.78048780487805,2023-12-06 10:30:26.315330,2023-12-06 10:30:26.524852,0 days 00:00:00.209522,48,4,100,19,COMPLETE
984,2.383001983907502,3.265971990168051,10.03356889635754,36.666666666666664,2023-12-06 10:30:26.525883,2023-12-06 10:30:26.736095,0 days 00:00:00.210212,64,60,164,19,COMPLETE
985,2.746750930769228,3.9882017489283896,19.683228994776876,45.714285714285715,2023-12-06 10:30:26.737144,2023-12-06 10:30:26.945995,0 days 00:00:00.208851,64,4,204,19,COMPLETE
986,2.232988391854727,3.2565667282036497,10.859523048305244,43.333333333333336,2023-12-06 10:30:26.947172,2023-12-06 10:30:27.182272,0 days 00:00:00.235100,64,44,164,19,COMPLETE
987,2.809118550553502,3.638814579713174,24.40780960927667,54.054054054054056,2023-12-06 10:30:27.183642,2023-12-06 10:30:27.391318,0 days 00:00:00.207676,64,12,168,19,COMPLETE
988,3.4339211833903107,3.8142464578325086,43.917221006845665,52.77777777777778,2023-12-06 10:30:27.392556,2023-12-06 10:30:27.598134,0 days 00:00:00.205578,68,4,112,19,COMPLETE
989,2.7969979564202827,3.857532302341926,25.064118907906536,60.0,2023-12-06 10:30:27.599200,2023-12-06 10:30:27.797660,0 days 00:00:00.198460,64,12,128,19,COMPLETE
990,2.7501025712739238,3.8175896297422534,20.476605179965123,50.0,2023-12-06 10:30:27.798935,2023-12-06 10:30:28.001554,0 days 00:00:00.202619,64,8,212,19,COMPLETE
991,2.4139688694968022,3.2898256445492087,10.413788140891851,35.714285714285715,2023-12-06 10:30:28.002691,2023-12-06 10:30:28.213366,0 days 00:00:00.210675,64,56,164,19,COMPLETE
992,2.1899036307833004,2.7949207822856668,8.034269549283295,25.0,2023-12-06 10:30:28.214329,2023-12-06 10:30:28.428813,0 days 00:00:00.214484,56,72,120,19,COMPLETE
993,-0.9850428683943747,0.8021132416238032,-2.1567139453491024,30.58823529411765,2023-12-06 10:30:28.430217,2023-12-06 10:30:28.634790,0 days 00:00:00.204573,20,4,52,19,COMPLETE
994,2.746750930769228,3.9882017489283896,19.683228994776876,45.714285714285715,2023-12-06 10:30:28.635851,2023-12-06 10:30:28.834941,0 days 00:00:00.199090,64,4,204,19,COMPLETE
995,2.262183687306291,2.603977928979658,10.639533479452592,34.48275862068966,2023-12-06 10:30:28.835887,2023-12-06 10:30:29.034093,0 days 00:00:00.198206,40,44,120,19,COMPLETE
996,4.5752883650849085,4.9626633560834685,87.95092259714679,52.5,2023-12-06 10:30:29.035518,2023-12-06 10:30:29.238608,0 days 00:00:00.203090,48,4,112,19,COMPLETE
997,,,,,2023-12-06 10:30:29.239690,2023-12-06 10:30:29.451159,0 days 00:00:00.211469,4,40,72,19,FAIL
998,2.7414420512260516,4.541230822963922,15.536128551102205,44.44444444444444,2023-12-06 10:30:29.452845,2023-12-06 10:30:29.823049,0 days 00:00:00.370204,64,56,192,19,COMPLETE
999,2.214648010751023,3.378652348769785,10.207750909888093,35.714285714285715,2023-12-06 10:30:29.824080,2023-12-06 10:30:30.026802,0 days 00:00:00.202722,64,68,164,19,COMPLETE
