number,sharpe_ratio,profit factor,calmar_ratio,win rate,datetime_start,datetime_complete,duration,params_BBand_mult,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,system_attrs_nsga2:generation,state
254,0.6439095571847293,1.1774013655323639,1.276634877065873,38.46153846153847,2023-12-06 10:19:17.221628,2023-12-06 10:19:17.417030,0 days 00:00:00.195402,2.441454959051132,64,48,124,4,COMPLETE
255,2.488165069753873,2.0533904834286085,11.189248856482088,48.57142857142857,2023-12-06 10:19:17.417740,2023-12-06 10:19:17.632483,0 days 00:00:00.214743,2.3856849163320315,44,60,56,4,COMPLETE
256,1.011423001813996,1.2631243045622635,2.1039009534961846,45.0,2023-12-06 10:19:17.633354,2023-12-06 10:19:17.830903,0 days 00:00:00.197549,2.467182800438116,48,52,160,4,COMPLETE
257,2.519181203031044,1.845430903125627,11.002361406757764,51.21951219512195,2023-12-06 10:19:17.831765,2023-12-06 10:19:18.059900,0 days 00:00:00.228135,2.5971245594065326,56,4,180,5,COMPLETE
258,2.582434676150717,1.8099042904625313,6.8746035571013175,47.91666666666667,2023-12-06 10:19:18.060637,2023-12-06 10:19:18.256962,0 days 00:00:00.196325,2.5971245594065326,56,4,44,5,COMPLETE
259,4.139867762670225,2.2419870055773434,20.704239123428522,44.89795918367347,2023-12-06 10:19:18.257697,2023-12-06 10:19:18.455902,0 days 00:00:00.198205,2.8834745634020846,52,8,80,5,COMPLETE
260,1.7546481867086254,1.614440230895885,5.38821811668242,51.28205128205128,2023-12-06 10:19:18.456685,2023-12-06 10:19:18.654200,0 days 00:00:00.197515,2.219374191189874,48,24,200,5,COMPLETE
261,1.011423001813996,1.2631243045622635,2.1039009534961846,45.0,2023-12-06 10:19:18.654988,2023-12-06 10:19:18.851767,0 days 00:00:00.196779,2.467182800438116,48,52,160,5,COMPLETE
262,2.0429368327045263,1.6792071199128076,7.091433818018154,54.054054054054056,2023-12-06 10:19:18.852585,2023-12-06 10:19:19.044028,0 days 00:00:00.191443,2.645059715201972,48,56,160,5,COMPLETE
263,3.089761440161035,1.844264162851265,6.5094506195059205,41.86046511627907,2023-12-06 10:19:19.044714,2023-12-06 10:19:19.237554,0 days 00:00:00.192840,2.2437881877707504,68,4,64,5,COMPLETE
264,3.648680080067538,2.2013564774910894,15.529513302333305,44.89795918367347,2023-12-06 10:19:19.238300,2023-12-06 10:19:19.433169,0 days 00:00:00.194869,2.467182800438116,48,4,160,5,COMPLETE
265,2.062231948282771,1.4159893782798048,4.640371761053819,38.46153846153847,2023-12-06 10:19:19.434009,2023-12-06 10:19:19.624459,0 days 00:00:00.190450,2.36957473673874,36,4,132,5,COMPLETE
266,1.1216919631570295,1.2487962331715197,3.2298536027957567,44.776119402985074,2023-12-06 10:19:19.625168,2023-12-06 10:19:19.818541,0 days 00:00:00.193373,1.5092502814608504,60,64,192,5,COMPLETE
267,2.2664839691851624,1.767350878454571,6.439414864296847,46.15384615384615,2023-12-06 10:19:19.819309,2023-12-06 10:19:20.006739,0 days 00:00:00.187430,2.2437881877707504,68,16,156,5,COMPLETE
268,3.648680080067538,2.2013564774910894,15.529513302333305,44.89795918367347,2023-12-06 10:19:20.007602,2023-12-06 10:19:20.205859,0 days 00:00:00.198257,2.467182800438116,48,4,160,5,COMPLETE
269,2.3937952246964445,1.5241950573726566,5.074382946363414,38.46153846153847,2023-12-06 10:19:20.206691,2023-12-06 10:19:20.407297,0 days 00:00:00.200606,2.645059715201972,44,4,132,5,COMPLETE
270,3.656737174423876,2.2052053792849042,14.007665152706057,43.90243902439025,2023-12-06 10:19:20.408222,2023-12-06 10:19:20.612235,0 days 00:00:00.204013,2.652695926980966,72,4,108,5,COMPLETE
271,4.23715520123201,2.634313416934444,18.56888394406657,43.90243902439025,2023-12-06 10:19:20.613070,2023-12-06 10:19:20.804945,0 days 00:00:00.191875,2.2437881877707504,60,8,132,5,COMPLETE
272,1.6749381528473088,1.4513690467233675,3.914214174945092,50.0,2023-12-06 10:19:20.805755,2023-12-06 10:19:21.002160,0 days 00:00:00.196405,2.645059715201972,20,68,160,5,COMPLETE
273,3.0691943739074787,2.134895322991869,15.3412126380748,53.48837209302325,2023-12-06 10:19:21.002951,2023-12-06 10:19:21.197394,0 days 00:00:00.194443,2.467182800438116,48,8,212,5,COMPLETE
274,2.9121839307477226,1.9825267356201628,8.339658529766028,52.94117647058824,2023-12-06 10:19:21.198141,2023-12-06 10:19:21.387857,0 days 00:00:00.189716,2.609381161469427,52,8,56,5,COMPLETE
275,2.043206251961436,1.79532042648313,6.348716433410023,44.11764705882353,2023-12-06 10:19:21.388673,2023-12-06 10:19:21.581799,0 days 00:00:00.193126,2.4643552186425226,56,32,212,5,COMPLETE
276,-0.8519771275084838,0.8039165445231594,-1.1847402857291744,31.372549019607842,2023-12-06 10:19:21.582741,2023-12-06 10:19:21.776909,0 days 00:00:00.194168,2.2437881877707504,44,60,84,5,COMPLETE
277,4.107586522387708,2.399078710452528,21.75661655326159,44.89795918367347,2023-12-06 10:19:21.777653,2023-12-06 10:19:21.976401,0 days 00:00:00.198748,2.467182800438116,48,8,120,5,COMPLETE
278,2.205296932462137,1.827059065863107,8.374304789370441,52.77777777777778,2023-12-06 10:19:21.977186,2023-12-06 10:19:22.176578,0 days 00:00:00.199392,2.609381161469427,64,8,208,5,COMPLETE
279,2.1227084499486586,1.4671514926900553,3.8424639880618927,41.66666666666667,2023-12-06 10:19:22.177467,2023-12-06 10:19:22.372631,0 days 00:00:00.195164,2.53127864058938,44,16,144,5,COMPLETE
280,1.1676809027937636,1.3122225810458008,3.1068724017262284,31.11111111111111,2023-12-06 10:19:22.373475,2023-12-06 10:19:22.566709,0 days 00:00:00.193234,2.995500894740079,68,60,72,5,COMPLETE
281,0.8676719399973211,1.1141112119249263,1.6980975469596,38.297872340425535,2023-12-06 10:19:22.567656,2023-12-06 10:19:22.764351,0 days 00:00:00.196695,1.5862620085143042,52,16,160,5,COMPLETE
282,2.732774610325225,2.050332867350531,11.627844433494355,48.78048780487805,2023-12-06 10:19:22.765309,2023-12-06 10:19:23.104873,0 days 00:00:00.339564,2.9528480986368244,48,8,192,5,COMPLETE
283,-1.2355754214048036,0.7132504851413386,-1.6130838173128503,41.66666666666667,2023-12-06 10:19:23.105719,2023-12-06 10:19:23.309656,0 days 00:00:00.203937,2.5338040278789333,72,48,156,5,COMPLETE
284,1.7608501994759713,1.430529305088291,3.4229941855533714,47.72727272727273,2023-12-06 10:19:23.310592,2023-12-06 10:19:23.508000,0 days 00:00:00.197408,2.5338040278789333,44,8,196,5,COMPLETE
285,2.262753644707979,1.4579052079651442,8.81887123839084,39.705882352941174,2023-12-06 10:19:23.508794,2023-12-06 10:19:23.703077,0 days 00:00:00.194283,2.8834745634020846,16,72,124,5,COMPLETE
286,2.9086696450838443,1.950583567771149,10.815761211543256,46.666666666666664,2023-12-06 10:19:23.703784,2023-12-06 10:19:23.899841,0 days 00:00:00.196057,2.609381161469427,52,8,160,5,COMPLETE
287,3.2723579702567207,1.8611891416906923,18.97423055256598,39.39393939393939,2023-12-06 10:19:23.900677,2023-12-06 10:19:24.098190,0 days 00:00:00.197513,2.645059715201972,20,24,92,5,COMPLETE
288,2.6837695630178877,1.8791496168387112,7.254494754344721,44.18604651162791,2023-12-06 10:19:24.099066,2023-12-06 10:19:24.294830,0 days 00:00:00.195764,2.656706060415115,48,24,160,5,COMPLETE
289,-1.4871434119524516,0.7816975949435874,-1.9401449748959703,30.275229357798167,2023-12-06 10:19:24.295649,2023-12-06 10:19:24.491146,0 days 00:00:00.195497,1.7168382366988801,48,44,84,5,COMPLETE
290,3.9353808760153117,1.965320212119756,9.564828172277842,38.46153846153847,2023-12-06 10:19:24.492249,2023-12-06 10:19:24.697811,0 days 00:00:00.205562,2.9514082007134745,48,16,72,5,COMPLETE
291,3.774694900378178,2.4527193120737185,15.54239271968645,42.5,2023-12-06 10:19:24.698611,2023-12-06 10:19:24.893426,0 days 00:00:00.194815,2.2437881877707504,68,16,84,5,COMPLETE
292,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:19:24.894169,2023-12-06 10:19:25.087285,0 days 00:00:00.193116,2.609381161469427,48,8,160,5,COMPLETE
293,3.754932143629266,1.9500427835952625,14.07270165432552,44.44444444444444,2023-12-06 10:19:25.088258,2023-12-06 10:19:25.279493,0 days 00:00:00.191235,2.522531210933751,48,8,92,5,COMPLETE
294,4.079732548708039,2.113733512914534,25.775726469186264,43.47826086956522,2023-12-06 10:19:25.280474,2023-12-06 10:19:25.479478,0 days 00:00:00.199004,2.467182800438116,24,8,116,5,COMPLETE
295,-2.1205022626394023,0.7569533489621392,-2.1442198815310958,32.78688524590164,2023-12-06 10:19:25.480327,2023-12-06 10:19:25.673226,0 days 00:00:00.192899,1.8482102560444251,12,60,92,5,COMPLETE
296,-1.6402731543529039,0.757510527861315,-1.8548560647899992,37.5,2023-12-06 10:19:25.674006,2023-12-06 10:19:25.866096,0 days 00:00:00.192090,1.9865720296225777,44,20,200,5,COMPLETE
297,1.6658746046052615,1.4756007112514669,5.459209376786668,56.41025641025641,2023-12-06 10:19:25.866919,2023-12-06 10:19:26.062479,0 days 00:00:00.195560,2.8834745634020846,32,48,180,5,COMPLETE
298,2.7758628864965282,1.6202079270553515,8.97516042065726,37.5,2023-12-06 10:19:26.063440,2023-12-06 10:19:26.265482,0 days 00:00:00.202042,2.2437881877707504,28,24,84,5,COMPLETE
299,2.477055513134929,1.7713542539938478,6.281220777112607,50.0,2023-12-06 10:19:26.266326,2023-12-06 10:19:26.463569,0 days 00:00:00.197243,2.8834745634020846,56,8,56,5,COMPLETE
300,2.138628591098414,1.6381944637833783,5.7404921638720845,51.85185185185185,2023-12-06 10:19:26.464332,2023-12-06 10:19:26.659184,0 days 00:00:00.194852,2.53127864058938,20,32,164,5,COMPLETE
301,,,,,2023-12-06 10:19:26.660003,2023-12-06 10:19:26.853654,0 days 00:00:00.193651,2.656706060415115,48,24,24,5,FAIL
302,4.07599297633578,2.457817763479917,17.169470521357006,41.46341463414634,2023-12-06 10:19:26.854823,2023-12-06 10:19:27.047152,0 days 00:00:00.192329,2.5338040278789333,60,8,124,5,COMPLETE
303,4.783246538664651,2.45237578469928,18.76958854259114,36.17021276595745,2023-12-06 10:19:27.047916,2023-12-06 10:19:27.237638,0 days 00:00:00.189722,2.5338040278789333,56,16,72,5,COMPLETE
304,3.917307939288952,2.659908167610499,21.210455687387817,47.82608695652174,2023-12-06 10:19:27.238385,2023-12-06 10:19:27.427999,0 days 00:00:00.189614,2.8834745634020846,48,16,160,5,COMPLETE
305,3.8549784385111328,2.369786083001374,17.899419071124683,40.816326530612244,2023-12-06 10:19:27.428829,2023-12-06 10:19:27.621278,0 days 00:00:00.192449,2.656706060415115,48,4,124,5,COMPLETE
306,1.2995454854174369,1.2640062377142967,2.633812689609689,54.761904761904766,2023-12-06 10:19:27.622019,2023-12-06 10:19:27.808093,0 days 00:00:00.186074,2.995500894740079,36,64,144,5,COMPLETE
307,2.5464692574093974,1.7631591472441277,7.057585592559793,40.0,2023-12-06 10:19:27.808887,2023-12-06 10:19:27.994774,0 days 00:00:00.185887,2.2437881877707504,68,16,124,5,COMPLETE
308,0.48393931830955533,1.0699421031445766,0.7132839745288425,44.871794871794876,2023-12-06 10:19:27.995501,2023-12-06 10:19:28.216108,0 days 00:00:00.220607,1.8482102560444251,56,24,200,6,COMPLETE
309,3.8549784385111328,2.369786083001374,17.899419071124683,40.816326530612244,2023-12-06 10:19:28.217115,2023-12-06 10:19:28.419348,0 days 00:00:00.202233,2.1580347002221836,48,4,124,6,COMPLETE
310,3.714362418173454,2.1977584465184594,17.17608724554244,45.83333333333333,2023-12-06 10:19:28.420445,2023-12-06 10:19:28.619801,0 days 00:00:00.199356,2.467182800438116,48,8,144,6,COMPLETE
311,4.411055147061807,2.5701097467630225,21.09612732186083,47.05882352941176,2023-12-06 10:19:28.620581,2023-12-06 10:19:28.812223,0 days 00:00:00.191642,2.656706060415115,48,4,112,6,COMPLETE
312,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:19:28.812997,2023-12-06 10:19:29.008710,0 days 00:00:00.195713,2.467182800438116,48,8,160,6,COMPLETE
313,-0.38261296788964017,0.9298098283517503,-0.7078545199783759,40.816326530612244,2023-12-06 10:19:29.009479,2023-12-06 10:19:29.200431,0 days 00:00:00.190952,1.8077506214297154,48,16,160,6,COMPLETE
314,3.703805026035572,2.3245385737066533,15.290027856526,39.130434782608695,2023-12-06 10:19:29.201157,2023-12-06 10:19:29.391080,0 days 00:00:00.189923,2.609381161469427,52,4,124,6,COMPLETE
315,3.648680080067538,2.2013564774910894,15.529513302333305,44.89795918367347,2023-12-06 10:19:29.391816,2023-12-06 10:19:29.581910,0 days 00:00:00.190094,2.609381161469427,48,4,160,6,COMPLETE
316,2.732774610325225,2.050332867350531,11.627844433494355,48.78048780487805,2023-12-06 10:19:29.582813,2023-12-06 10:19:29.774644,0 days 00:00:00.191831,2.652695926980966,48,8,192,6,COMPLETE
317,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:19:29.775522,2023-12-06 10:19:29.963867,0 days 00:00:00.188345,2.5338040278789333,48,8,160,6,COMPLETE
318,2.6724057848734266,2.0292068987095697,11.276031877889514,52.77777777777778,2023-12-06 10:19:29.964671,2023-12-06 10:19:30.159805,0 days 00:00:00.195134,2.467182800438116,60,8,196,6,COMPLETE
319,4.351536777584405,2.4267457469583165,20.01496705000561,43.47826086956522,2023-12-06 10:19:30.160662,2023-12-06 10:19:30.356455,0 days 00:00:00.195793,2.8834745634020846,56,16,84,6,COMPLETE
320,4.777982748313889,2.679884217164555,31.57836849419224,48.837209302325576,2023-12-06 10:19:30.357296,2023-12-06 10:19:30.549890,0 days 00:00:00.192594,2.5338040278789333,60,8,88,6,COMPLETE
321,3.0437196301085683,2.0135740840806418,15.839577999174983,52.83018867924528,2023-12-06 10:19:30.550810,2023-12-06 10:19:30.743385,0 days 00:00:00.192575,2.344803748129044,24,56,160,6,COMPLETE
322,-0.8586129353643014,0.8054051378377536,-1.1439322061019592,40.54054054054054,2023-12-06 10:19:30.744247,2023-12-06 10:19:30.932753,0 days 00:00:00.188506,2.995500894740079,68,60,144,6,COMPLETE
323,-3.6565463028227,0.41157276890752426,-3.137759133294515,28.8135593220339,2023-12-06 10:19:30.933562,2023-12-06 10:19:31.120776,0 days 00:00:00.187214,2.467182800438116,48,8,4,6,COMPLETE
324,4.315483192703588,2.307513996150154,24.60822536244229,48.97959183673469,2023-12-06 10:19:31.121522,2023-12-06 10:19:31.311927,0 days 00:00:00.190405,2.8834745634020846,52,8,92,6,COMPLETE
325,3.184803925045403,1.8457849153704242,7.341837970403419,41.30434782608695,2023-12-06 10:19:31.312677,2023-12-06 10:19:31.508216,0 days 00:00:00.195539,2.467182800438116,64,8,72,6,COMPLETE
326,,,,,2023-12-06 10:19:31.509034,2023-12-06 10:19:31.695291,0 days 00:00:00.186257,2.2437881877707504,44,60,60,6,FAIL
327,1.8317836919137205,1.6266697415355786,5.629723388265641,51.35135135135135,2023-12-06 10:19:31.696378,2023-12-06 10:19:31.890159,0 days 00:00:00.193781,2.8834745634020846,48,64,156,6,COMPLETE
328,1.496043145991585,1.4765092862813123,3.315943684307539,50.0,2023-12-06 10:19:31.891393,2023-12-06 10:19:32.086349,0 days 00:00:00.194956,2.8834745634020846,28,56,204,6,COMPLETE
329,3.774694900378178,2.4527193120737185,15.54239271968645,42.5,2023-12-06 10:19:32.087135,2023-12-06 10:19:32.274938,0 days 00:00:00.187803,2.2437881877707504,68,16,84,6,COMPLETE
330,1.9312308186917817,1.455738469370434,7.472017375845869,35.9375,2023-12-06 10:19:32.275929,2023-12-06 10:19:32.467010,0 days 00:00:00.191081,2.8834745634020846,16,16,184,6,COMPLETE
331,3.233830749619153,2.010537426574688,11.521549997003872,50.0,2023-12-06 10:19:32.467874,2023-12-06 10:19:32.661579,0 days 00:00:00.193705,2.645059715201972,48,8,52,6,COMPLETE
332,1.461156147280363,1.2859758198055622,5.563626250396138,49.382716049382715,2023-12-06 10:19:32.662524,2023-12-06 10:19:32.860655,0 days 00:00:00.198131,1.8482102560444251,56,8,208,6,COMPLETE
333,3.957045859978078,2.307754763963072,17.44999323100808,46.93877551020408,2023-12-06 10:19:32.861793,2023-12-06 10:19:33.050321,0 days 00:00:00.188528,2.8315611435148282,48,8,132,6,COMPLETE
334,3.256141473563536,1.8613283920804642,7.93297061188622,32.608695652173914,2023-12-06 10:19:33.051072,2023-12-06 10:19:33.247185,0 days 00:00:00.196113,2.5338040278789333,64,4,72,6,COMPLETE
335,2.3955556268627967,1.857328366079595,6.780293321579452,48.717948717948715,2023-12-06 10:19:33.248051,2023-12-06 10:19:33.599074,0 days 00:00:00.351023,2.467182800438116,68,16,160,6,COMPLETE
336,4.07599297633578,2.457817763479917,17.169470521357006,41.46341463414634,2023-12-06 10:19:33.599840,2023-12-06 10:19:33.801776,0 days 00:00:00.201936,2.0700231067001282,60,8,124,6,COMPLETE
337,3.444880594271867,2.376463240646526,16.76208660199146,50.0,2023-12-06 10:19:33.802713,2023-12-06 10:19:34.007415,0 days 00:00:00.204702,2.8306414474750996,60,8,160,6,COMPLETE
338,2.4133779828683326,1.7228994395490456,9.434623026375435,40.909090909090914,2023-12-06 10:19:34.008256,2023-12-06 10:19:34.211618,0 days 00:00:00.203362,2.4573622442362537,20,52,92,6,COMPLETE
339,1.0478520363874626,1.2858127796372882,2.5001193965408928,35.55555555555556,2023-12-06 10:19:34.212439,2023-12-06 10:19:34.434830,0 days 00:00:00.222391,2.496209895478566,48,64,92,6,COMPLETE
340,,,,,2023-12-06 10:19:34.435681,2023-12-06 10:19:34.632978,0 days 00:00:00.197297,2.609381161469427,28,40,40,6,FAIL
341,3.9396413234935896,2.3401715300315113,19.66600969652555,40.816326530612244,2023-12-06 10:19:34.634348,2023-12-06 10:19:34.832125,0 days 00:00:00.197777,2.656706060415115,48,16,112,6,COMPLETE
342,,,,,2023-12-06 10:19:34.832926,2023-12-06 10:19:35.033372,0 days 00:00:00.200446,2.467182800438116,4,28,124,6,FAIL
343,-2.4392444530792528,0.7752205860089258,-2.3588315394737576,28.34890965732087,2023-12-06 10:19:35.034619,2023-12-06 10:19:35.234945,0 days 00:00:00.200326,1.544947864178508,4,60,92,6,COMPLETE
344,3.9513018001435123,2.1513091718423634,13.24231226218231,41.66666666666667,2023-12-06 10:19:35.235794,2023-12-06 10:19:35.433814,0 days 00:00:00.198020,2.645059715201972,56,8,72,6,COMPLETE
345,3.1427030093194364,2.038494161075301,16.485520431179026,45.16129032258064,2023-12-06 10:19:35.434587,2023-12-06 10:19:35.636156,0 days 00:00:00.201569,2.645059715201972,20,4,180,6,COMPLETE
346,3.92297831782744,2.079716413034422,19.64681137901975,41.7910447761194,2023-12-06 10:19:35.637078,2023-12-06 10:19:35.836343,0 days 00:00:00.199265,2.53127864058938,20,4,124,6,COMPLETE
347,3.677401706463137,1.9331428538099251,8.745171139527958,38.18181818181819,2023-12-06 10:19:35.837206,2023-12-06 10:19:36.037004,0 days 00:00:00.199798,2.656706060415115,48,4,68,6,COMPLETE
348,1.8780754892207914,1.5689892221235264,4.584627120038925,36.95652173913043,2023-12-06 10:19:36.037803,2023-12-06 10:19:36.237171,0 days 00:00:00.199368,2.6767014507314286,48,40,120,6,COMPLETE
349,4.437437687074682,2.2546217297271887,18.35814158425332,43.39622641509434,2023-12-06 10:19:36.237916,2023-12-06 10:19:36.436002,0 days 00:00:00.198086,2.467182800438116,48,12,84,6,COMPLETE
350,3.4316606318230036,2.16283510440323,15.664285772866357,39.130434782608695,2023-12-06 10:19:36.436989,2023-12-06 10:19:36.637146,0 days 00:00:00.200157,2.467182800438116,48,16,132,6,COMPLETE
351,3.3885467025041742,2.0749536573995577,15.939018349801435,53.84615384615385,2023-12-06 10:19:36.637867,2023-12-06 10:19:36.843157,0 days 00:00:00.205290,2.3643896537866977,24,60,144,6,COMPLETE
352,1.7591754185436914,1.4449232835371897,5.907449938147236,53.03030303030303,2023-12-06 10:19:36.843987,2023-12-06 10:19:37.043901,0 days 00:00:00.199914,1.8482102560444251,56,56,212,6,COMPLETE
353,2.6768467810729972,1.9352217522020192,9.979298911083488,34.146341463414636,2023-12-06 10:19:37.044843,2023-12-06 10:19:37.243695,0 days 00:00:00.198852,2.656706060415115,60,36,112,6,COMPLETE
354,1.4869968822673547,1.5128473286717892,4.415463558728928,45.714285714285715,2023-12-06 10:19:37.244561,2023-12-06 10:19:37.444353,0 days 00:00:00.199792,2.995500894740079,48,64,196,6,COMPLETE
355,4.07929510566934,2.954813465672177,20.515475482822993,47.368421052631575,2023-12-06 10:19:37.445188,2023-12-06 10:19:37.644177,0 days 00:00:00.198989,2.904835355710745,60,8,152,6,COMPLETE
356,2.652960436882213,2.0104264643963625,8.30868311627515,42.10526315789473,2023-12-06 10:19:37.645093,2023-12-06 10:19:37.844167,0 days 00:00:00.199074,2.656706060415115,56,12,180,6,COMPLETE
357,4.557210161510735,2.2553842617727455,15.15412182425287,42.592592592592595,2023-12-06 10:19:37.845021,2023-12-06 10:19:38.043177,0 days 00:00:00.198156,2.609381161469427,48,16,64,6,COMPLETE
358,2.7176976881075445,1.6915957643386041,6.177379859520445,45.09803921568628,2023-12-06 10:19:38.044059,2023-12-06 10:19:38.240932,0 days 00:00:00.196873,2.128232531384774,44,8,160,6,COMPLETE
359,3.733044485735822,2.231344913830244,13.864678474763693,44.680851063829785,2023-12-06 10:19:38.241709,2023-12-06 10:19:38.436250,0 days 00:00:00.194541,2.9528480986368244,52,8,132,6,COMPLETE
360,3.0489275935100926,1.60143760637868,11.86809724518449,44.44444444444444,2023-12-06 10:19:38.436976,2023-12-06 10:19:38.628981,0 days 00:00:00.192005,2.9528480986368244,20,8,92,6,COMPLETE
361,2.180299952644553,1.4063087729309005,5.191977019942264,44.0,2023-12-06 10:19:38.629756,2023-12-06 10:19:38.849766,0 days 00:00:00.220010,2.8473700762976693,24,8,52,7,COMPLETE
362,3.1100400461083813,2.2328694859607263,13.339789442257159,44.18604651162791,2023-12-06 10:19:38.850526,2023-12-06 10:19:39.039684,0 days 00:00:00.189158,2.3576546865696666,48,16,176,7,COMPLETE
363,3.748195118050784,2.3801405741919925,23.116973210744852,50.0,2023-12-06 10:19:39.040515,2023-12-06 10:19:39.231677,0 days 00:00:00.191162,2.344803748129044,24,16,160,7,COMPLETE
364,4.319890753658134,2.3202739231745606,27.89411163573424,47.82608695652174,2023-12-06 10:19:39.232377,2023-12-06 10:19:39.422985,0 days 00:00:00.190608,2.652695926980966,56,8,88,7,COMPLETE
365,4.066851166925202,2.6969462964505557,22.27519784249757,52.17391304347826,2023-12-06 10:19:39.423755,2023-12-06 10:19:39.613733,0 days 00:00:00.189978,2.761397570548098,48,8,164,7,COMPLETE
366,0.20148729143597216,1.023086161906344,0.2242308353420457,40.0,2023-12-06 10:19:39.614773,2023-12-06 10:19:39.815342,0 days 00:00:00.200569,2.652695926980966,8,4,40,7,COMPLETE
367,0.349269409893341,1.0219866287975197,0.3672008001817483,34.69387755102041,2023-12-06 10:19:39.816197,2023-12-06 10:19:40.013592,0 days 00:00:00.197395,2.5338040278789333,8,16,160,7,COMPLETE
368,4.437437687074682,2.2546217297271887,18.35814158425332,43.39622641509434,2023-12-06 10:19:40.014398,2023-12-06 10:19:40.217765,0 days 00:00:00.203367,2.467182800438116,48,12,84,7,COMPLETE
369,2.267925313525689,1.8025630096255827,9.467608227005492,48.64864864864865,2023-12-06 10:19:40.218901,2023-12-06 10:19:40.418907,0 days 00:00:00.200006,2.467182800438116,56,8,196,7,COMPLETE
370,2.4152456173323085,1.5033840870023323,5.323012001665949,33.33333333333333,2023-12-06 10:19:40.419716,2023-12-06 10:19:40.615445,0 days 00:00:00.195729,2.2437881877707504,36,16,92,7,COMPLETE
371,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:19:40.616500,2023-12-06 10:19:40.811043,0 days 00:00:00.194543,2.467182800438116,60,8,168,7,COMPLETE
372,1.2967268277806754,1.3930701040201705,3.368302572582326,40.0,2023-12-06 10:19:40.811783,2023-12-06 10:19:41.004398,0 days 00:00:00.192615,2.344803748129044,64,56,160,7,COMPLETE
373,4.07293676392172,2.4508596273100447,24.022614969695997,44.0,2023-12-06 10:19:41.005149,2023-12-06 10:19:41.193628,0 days 00:00:00.188479,2.467182800438116,28,8,144,7,COMPLETE
374,3.684110606172004,1.9712728308454854,9.299736226665534,47.16981132075472,2023-12-06 10:19:41.194380,2023-12-06 10:19:41.390335,0 days 00:00:00.195955,2.467182800438116,48,8,68,7,COMPLETE
375,3.0691943739074787,2.134895322991869,15.3412126380748,53.48837209302325,2023-12-06 10:19:41.391209,2023-12-06 10:19:41.585252,0 days 00:00:00.194043,2.5338040278789333,48,8,212,7,COMPLETE
376,1.9708963264883346,1.7760400024901015,5.683491645174947,45.45454545454545,2023-12-06 10:19:41.586082,2023-12-06 10:19:41.774847,0 days 00:00:00.188765,2.8834745634020846,56,44,180,7,COMPLETE
377,3.600050776842926,1.7587898958383563,18.02276087171694,44.44444444444444,2023-12-06 10:19:41.775575,2023-12-06 10:19:41.965631,0 days 00:00:00.190056,2.8834745634020846,20,16,80,7,COMPLETE
378,2.35487923355049,1.6339917100802648,10.10724774785673,39.39393939393939,2023-12-06 10:19:41.966349,2023-12-06 10:19:42.154698,0 days 00:00:00.188349,2.6983482111770685,24,32,100,7,COMPLETE
379,3.462125804048879,2.0821095447358227,11.258013839144136,38.297872340425535,2023-12-06 10:19:42.155722,2023-12-06 10:19:42.350991,0 days 00:00:00.195269,2.5043536129116486,52,16,112,7,COMPLETE
380,3.1621907752653757,2.15184673887424,9.854418156638284,47.72727272727273,2023-12-06 10:19:42.352004,2023-12-06 10:19:42.563848,0 days 00:00:00.211844,2.467182800438116,52,16,160,7,COMPLETE
381,-0.8649745627875471,0.8889209306660905,-1.2731341172335686,32.28346456692913,2023-12-06 10:19:42.564822,2023-12-06 10:19:42.756219,0 days 00:00:00.191397,1.880720333728474,20,40,192,7,COMPLETE
382,1.9970961545920463,1.655822421342693,4.903412353014858,53.191489361702125,2023-12-06 10:19:42.756987,2023-12-06 10:19:42.947469,0 days 00:00:00.190482,2.2437881877707504,28,24,196,7,COMPLETE
383,-1.3914458790245114,0.7844741130687478,-2.897360967136701,35.1063829787234,2023-12-06 10:19:42.948306,2023-12-06 10:19:43.144670,0 days 00:00:00.196364,2.290339808630497,20,4,28,7,COMPLETE
384,1.7962673486099616,1.6468425132260558,5.140893050904026,46.875,2023-12-06 10:19:43.145532,2023-12-06 10:19:43.340771,0 days 00:00:00.195239,2.0700231067001282,56,56,212,7,COMPLETE
385,-2.2104969512174173,0.7165435653645047,-1.9107122680515973,32.631578947368425,2023-12-06 10:19:43.341570,2023-12-06 10:19:43.660437,0 days 00:00:00.318867,1.8430636398661608,48,60,124,7,COMPLETE
386,0.256165740395141,0.9934323025253815,0.26779455509140715,33.87978142076503,2023-12-06 10:19:43.661404,2023-12-06 10:19:43.860893,0 days 00:00:00.199489,1.8892796946627075,16,4,84,7,COMPLETE
387,1.8657446200928443,1.6231226533464067,5.560534280990271,44.73684210526316,2023-12-06 10:19:43.861897,2023-12-06 10:19:44.060564,0 days 00:00:00.198667,2.609381161469427,48,28,160,7,COMPLETE
388,3.733044485735822,2.231344913830244,13.864678474763693,44.680851063829785,2023-12-06 10:19:44.061402,2023-12-06 10:19:44.256996,0 days 00:00:00.195594,2.8834745634020846,52,8,132,7,COMPLETE
