number,sharpe_ratio,profit factor,calmar_ratio,win rate,datetime_start,datetime_complete,duration,params_BBand_mult,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,system_attrs_nsga2:generation,state
502,4.315483192703588,2.307513996150154,24.60822536244229,48.97959183673469,2023-12-06 10:20:06.549395,2023-12-06 10:20:06.748642,0 days 00:00:00.199247,2.641842095188106,52,8,92,9,COMPLETE
503,2.9502432529123963,2.255312130509088,13.393412451546993,58.333333333333336,2023-12-06 10:20:06.749522,2023-12-06 10:20:06.948561,0 days 00:00:00.199039,2.995500894740079,60,8,212,9,COMPLETE
504,-0.3685102740991922,0.8752426226979318,-0.7102871072075146,52.63157894736842,2023-12-06 10:20:06.949357,2023-12-06 10:20:07.147333,0 days 00:00:00.197976,2.995500894740079,36,64,212,9,COMPLETE
505,1.0898048308202348,1.3557002079134162,3.3364496230900587,45.94594594594595,2023-12-06 10:20:07.148111,2023-12-06 10:20:07.346926,0 days 00:00:00.198815,2.467182800438116,72,8,192,9,COMPLETE
506,4.290294796614367,2.370257509093135,29.465588554243485,45.16129032258064,2023-12-06 10:20:07.347708,2023-12-06 10:20:07.545648,0 days 00:00:00.197940,2.3643896537866977,24,8,144,9,COMPLETE
507,3.9353808760153117,1.965320212119756,9.564828172277842,38.46153846153847,2023-12-06 10:20:07.546462,2023-12-06 10:20:07.744473,0 days 00:00:00.198011,2.5338040278789333,48,16,72,9,COMPLETE
508,3.4316606318230036,2.16283510440323,15.664285772866357,39.130434782608695,2023-12-06 10:20:07.745301,2023-12-06 10:20:07.944437,0 days 00:00:00.199136,2.609381161469427,48,16,132,9,COMPLETE
509,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:20:07.945252,2023-12-06 10:20:08.145777,0 days 00:00:00.200525,2.5338040278789333,48,8,160,9,COMPLETE
510,-0.9446644696149957,0.8493754609099927,-1.6568997337449922,29.523809523809526,2023-12-06 10:20:08.147677,2023-12-06 10:20:08.345559,0 days 00:00:00.197882,1.8553310883088618,52,44,92,9,COMPLETE
511,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:20:08.346375,2023-12-06 10:20:08.544469,0 days 00:00:00.198094,2.467182800438116,48,8,160,9,COMPLETE
512,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:20:08.545500,2023-12-06 10:20:08.737735,0 days 00:00:00.192235,2.3647329319940793,60,8,168,9,COMPLETE
513,1.268036571288594,1.2385671182791245,3.8813863069229786,46.913580246913575,2023-12-06 10:20:08.738573,2023-12-06 10:20:08.931020,0 days 00:00:00.192447,1.970204056721321,60,8,196,9,COMPLETE
514,4.62836817106822,2.3675607699587986,37.383539805996676,45.20547945205479,2023-12-06 10:20:08.931845,2023-12-06 10:20:09.150784,0 days 00:00:00.218939,2.8306414474750996,24,8,104,10,COMPLETE
515,3.3885467025041742,2.0749536573995577,15.939018349801435,53.84615384615385,2023-12-06 10:20:09.151537,2023-12-06 10:20:09.346512,0 days 00:00:00.194975,2.995500894740079,24,60,144,10,COMPLETE
516,3.290744126686957,2.0226193021078487,10.931901513859584,48.97959183673469,2023-12-06 10:20:09.347275,2023-12-06 10:20:09.540725,0 days 00:00:00.193450,2.0280402136725075,32,8,160,10,COMPLETE
517,4.315483192703588,2.307513996150154,24.60822536244229,48.97959183673469,2023-12-06 10:20:09.541511,2023-12-06 10:20:09.732716,0 days 00:00:00.191205,2.8834745634020846,52,8,92,10,COMPLETE
518,1.7006783572136597,1.4369028561037538,5.680177000897411,58.536585365853654,2023-12-06 10:20:09.733445,2023-12-06 10:20:09.920987,0 days 00:00:00.187542,2.467182800438116,32,56,160,10,COMPLETE
519,1.4213875787100578,1.31450091503912,2.7182181565304977,36.206896551724135,2023-12-06 10:20:09.921711,2023-12-06 10:20:10.110014,0 days 00:00:00.188303,2.5338040278789333,48,12,24,10,COMPLETE
520,1.8067689599066463,1.6208216582976456,6.197572664935488,45.94594594594595,2023-12-06 10:20:10.110826,2023-12-06 10:20:10.305942,0 days 00:00:00.195116,2.467182800438116,48,60,160,10,COMPLETE
521,2.5535030333368307,1.698119042515831,11.131752613993488,39.34426229508197,2023-12-06 10:20:10.306799,2023-12-06 10:20:10.497365,0 days 00:00:00.190566,2.609381161469427,28,40,92,10,COMPLETE
522,3.9181315004152384,2.380922062147527,24.1361267209299,52.83018867924528,2023-12-06 10:20:10.498140,2023-12-06 10:20:10.689820,0 days 00:00:00.191680,2.129456674010645,24,64,144,10,COMPLETE
523,0.8295382803126927,1.1025774552165626,1.7607779149416303,34.57943925233645,2023-12-06 10:20:10.690705,2023-12-06 10:20:10.893972,0 days 00:00:00.203267,1.8560244372204986,60,28,64,10,COMPLETE
524,2.571237776531099,2.206872460392764,12.710189940329307,48.148148148148145,2023-12-06 10:20:10.894865,2023-12-06 10:20:11.086061,0 days 00:00:00.191196,2.467182800438116,60,72,64,10,COMPLETE
525,1.7006783572136597,1.4369028561037538,5.680177000897411,58.536585365853654,2023-12-06 10:20:11.086825,2023-12-06 10:20:11.275806,0 days 00:00:00.188981,2.9097269087202697,32,56,160,10,COMPLETE
526,3.3885467025041742,2.0749536573995577,15.939018349801435,53.84615384615385,2023-12-06 10:20:11.276576,2023-12-06 10:20:11.470558,0 days 00:00:00.193982,2.656706060415115,24,60,144,10,COMPLETE
527,2.00695060793225,1.6258705192335818,6.223480741375796,50.0,2023-12-06 10:20:11.471651,2023-12-06 10:20:11.666951,0 days 00:00:00.195300,2.904835355710745,52,8,212,10,COMPLETE
528,2.55372793640438,1.9647737980858366,10.746718784963209,52.63157894736842,2023-12-06 10:20:11.667786,2023-12-06 10:20:11.859713,0 days 00:00:00.191927,2.8834745634020846,60,8,180,10,COMPLETE
529,2.1548327465777084,1.3570492969629733,5.646503015952968,41.77215189873418,2023-12-06 10:20:11.860514,2023-12-06 10:20:12.051584,0 days 00:00:00.191070,2.2437881877707504,20,8,68,10,COMPLETE
530,4.601406328661872,2.5290610379341167,17.61195481711788,40.0,2023-12-06 10:20:12.052364,2023-12-06 10:20:12.249140,0 days 00:00:00.196776,2.0759399231205977,60,28,64,10,COMPLETE
531,4.07293676392172,2.4508596273100447,24.022614969695997,44.0,2023-12-06 10:20:12.250031,2023-12-06 10:20:12.441738,0 days 00:00:00.191707,2.652695926980966,28,8,144,10,COMPLETE
532,2.8291954141917754,1.9550002635069486,9.356901907469318,47.05882352941176,2023-12-06 10:20:12.442579,2023-12-06 10:20:12.640060,0 days 00:00:00.197481,2.5338040278789333,28,24,144,10,COMPLETE
533,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:20:12.641154,2023-12-06 10:20:12.839819,0 days 00:00:00.198665,2.3647329319940793,60,8,168,10,COMPLETE
534,3.9181315004152384,2.380922062147527,24.1361267209299,52.83018867924528,2023-12-06 10:20:12.840658,2023-12-06 10:20:13.040921,0 days 00:00:00.200263,2.6306113963197406,24,64,144,10,COMPLETE
535,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:20:13.041750,2023-12-06 10:20:13.234250,0 days 00:00:00.192500,2.467182800438116,48,8,160,10,COMPLETE
536,1.9545516838162154,1.2835856303295226,6.1154347749425035,40.243902439024396,2023-12-06 10:20:13.235061,2023-12-06 10:20:13.430339,0 days 00:00:00.195278,2.8834745634020846,16,8,92,10,COMPLETE
537,4.3510219440389175,2.497152522504834,19.269661891154435,50.0,2023-12-06 10:20:13.431436,2023-12-06 10:20:13.625758,0 days 00:00:00.194322,2.8834745634020846,52,8,104,10,COMPLETE
538,3.754932143629266,1.9500427835952625,14.07270165432552,44.44444444444444,2023-12-06 10:20:13.626592,2023-12-06 10:20:13.814639,0 days 00:00:00.188047,2.7697551904484854,48,8,92,10,COMPLETE
539,0.4777840863272272,1.1142739609590215,0.6034900802499323,35.55555555555556,2023-12-06 10:20:13.815441,2023-12-06 10:20:14.141661,0 days 00:00:00.326220,2.781290481475157,64,16,32,10,COMPLETE
540,3.754932143629266,1.9500427835952625,14.07270165432552,44.44444444444444,2023-12-06 10:20:14.142492,2023-12-06 10:20:14.343224,0 days 00:00:00.200732,2.422627632274563,48,8,92,10,COMPLETE
541,1.4765832800478524,1.5136182988482527,4.125709878714605,50.0,2023-12-06 10:20:14.344067,2023-12-06 10:20:14.547814,0 days 00:00:00.203747,2.5338040278789333,52,72,212,10,COMPLETE
542,2.0361447725107924,1.6820420697763634,5.9766789409754875,48.64864864864865,2023-12-06 10:20:14.548645,2023-12-06 10:20:14.748385,0 days 00:00:00.199740,2.3647329319940793,52,40,168,10,COMPLETE
543,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:20:14.749238,2023-12-06 10:20:14.943844,0 days 00:00:00.194606,2.5338040278789333,60,8,168,10,COMPLETE
544,3.714362418173454,2.1977584465184594,17.17608724554244,45.83333333333333,2023-12-06 10:20:14.944680,2023-12-06 10:20:15.153067,0 days 00:00:00.208387,2.023554253768161,48,8,144,10,COMPLETE
545,3.2555724415072205,2.5051922517857403,17.757350259170725,51.92307692307693,2023-12-06 10:20:15.153942,2023-12-06 10:20:15.351954,0 days 00:00:00.198012,2.645059715201972,24,28,208,10,COMPLETE
546,2.993801032365003,2.1948415921406976,15.450211024831654,54.0,2023-12-06 10:20:15.352893,2023-12-06 10:20:15.553425,0 days 00:00:00.200532,2.645059715201972,24,52,176,10,COMPLETE
547,0.16625822708935645,0.9972383105808315,0.07015456474449545,50.0,2023-12-06 10:20:15.554319,2023-12-06 10:20:15.744622,0 days 00:00:00.190303,2.995500894740079,36,56,144,10,COMPLETE
548,4.07293676392172,2.4508596273100447,24.022614969695997,44.0,2023-12-06 10:20:15.745360,2023-12-06 10:20:15.934719,0 days 00:00:00.189359,2.652695926980966,28,8,144,10,COMPLETE
549,0.6288955316589809,1.0582410744063324,0.9439604768254478,37.93103448275862,2023-12-06 10:20:15.935455,2023-12-06 10:20:16.121130,0 days 00:00:00.185675,2.5338040278789333,12,8,92,10,COMPLETE
550,3.3368433619513955,1.8089138616348326,7.864325469929725,41.07142857142857,2023-12-06 10:20:16.121908,2023-12-06 10:20:16.314902,0 days 00:00:00.192994,2.5338040278789333,48,8,72,10,COMPLETE
551,3.2715090001353997,2.4195938974138453,15.306285051777042,53.191489361702125,2023-12-06 10:20:16.315774,2023-12-06 10:20:16.509496,0 days 00:00:00.193722,2.761397570548098,28,8,196,10,COMPLETE
552,,,,,2023-12-06 10:20:16.510507,2023-12-06 10:20:16.699293,0 days 00:00:00.188786,2.609381161469427,48,8,8,10,FAIL
553,0.03212293682540553,0.9708848072510065,-0.20348502434541657,36.423841059602644,2023-12-06 10:20:16.700320,2023-12-06 10:20:16.891068,0 days 00:00:00.190748,1.5231572282355492,24,28,56,10,COMPLETE
554,3.9898479357292698,2.3236511827031205,20.24055878100403,45.83333333333333,2023-12-06 10:20:16.891826,2023-12-06 10:20:17.100408,0 days 00:00:00.208582,2.4210592272768574,48,8,124,10,COMPLETE
555,3.459703926927044,1.9258121958805106,13.120945214591504,45.45454545454545,2023-12-06 10:20:17.101222,2023-12-06 10:20:17.293725,0 days 00:00:00.192503,2.904835355710745,64,8,88,10,COMPLETE
556,1.7982493794779326,1.6605453395731269,5.2951312577085705,43.75,2023-12-06 10:20:17.294585,2023-12-06 10:20:17.488936,0 days 00:00:00.194351,2.995500894740079,52,48,212,10,COMPLETE
557,1.6658746046052615,1.4756007112514669,5.459209376786668,56.41025641025641,2023-12-06 10:20:17.489684,2023-12-06 10:20:17.682014,0 days 00:00:00.192330,2.995500894740079,32,48,180,10,COMPLETE
558,1.8753391546503313,1.7335167245033225,5.733713625346778,45.45454545454545,2023-12-06 10:20:17.682846,2023-12-06 10:20:17.872705,0 days 00:00:00.189859,2.282423136822226,60,72,152,10,COMPLETE
559,3.9353808760153117,1.965320212119756,9.564828172277842,38.46153846153847,2023-12-06 10:20:17.873532,2023-12-06 10:20:18.066722,0 days 00:00:00.193190,2.641842095188106,48,16,72,10,COMPLETE
560,3.444880594271867,2.376463240646526,16.76208660199146,50.0,2023-12-06 10:20:18.067489,2023-12-06 10:20:18.261300,0 days 00:00:00.193811,2.467182800438116,60,8,160,10,COMPLETE
561,3.1667499828454275,1.9402366567268698,13.921469294103852,42.0,2023-12-06 10:20:18.262108,2023-12-06 10:20:18.454556,0 days 00:00:00.192448,2.656706060415115,48,24,92,10,COMPLETE
562,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:20:18.455392,2023-12-06 10:20:18.648442,0 days 00:00:00.193050,2.3643896537866977,48,8,160,10,COMPLETE
563,4.315483192703588,2.307513996150154,24.60822536244229,48.97959183673469,2023-12-06 10:20:18.649254,2023-12-06 10:20:18.838821,0 days 00:00:00.189567,2.641842095188106,52,8,92,10,COMPLETE
564,3.9787441871110096,2.2425814370582615,26.064156962679757,45.0,2023-12-06 10:20:18.839821,2023-12-06 10:20:19.032633,0 days 00:00:00.192812,2.5338040278789333,20,8,144,10,COMPLETE
565,3.611311716762357,2.0283485292049166,21.071199515936435,48.38709677419355,2023-12-06 10:20:19.033406,2023-12-06 10:20:19.252538,0 days 00:00:00.219132,2.6629956116441544,24,12,144,11,COMPLETE
566,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:20:19.253318,2023-12-06 10:20:19.446483,0 days 00:00:00.193165,2.2656618062722806,48,8,160,11,COMPLETE
567,3.6923523774613303,1.9064480547907563,11.626665553978862,42.10526315789473,2023-12-06 10:20:19.447257,2023-12-06 10:20:19.636885,0 days 00:00:00.189628,2.407280896762171,32,8,104,11,COMPLETE
568,,,,,2023-12-06 10:20:19.637672,2023-12-06 10:20:19.829694,0 days 00:00:00.192022,2.5338040278789333,4,8,160,11,FAIL
569,2.9086696450838443,1.950583567771149,10.815761211543256,46.666666666666664,2023-12-06 10:20:19.830716,2023-12-06 10:20:20.019795,0 days 00:00:00.189079,2.467182800438116,52,8,160,11,COMPLETE
570,-2.2067004495465157,0.7513250026556874,-2.9658272749523724,34.44444444444444,2023-12-06 10:20:20.020687,2023-12-06 10:20:20.210075,0 days 00:00:00.189388,1.543121374117029,60,8,12,11,COMPLETE
571,3.3885467025041742,2.0749536573995577,15.939018349801435,53.84615384615385,2023-12-06 10:20:20.211014,2023-12-06 10:20:20.403228,0 days 00:00:00.192214,2.308585541388318,24,60,144,11,COMPLETE
572,2.9502432529123963,2.255312130509088,13.393412451546993,58.333333333333336,2023-12-06 10:20:20.404078,2023-12-06 10:20:20.595381,0 days 00:00:00.191303,2.5338040278789333,60,8,212,11,COMPLETE
573,4.459926265996543,2.1012533268839726,35.939299376724264,46.57534246575342,2023-12-06 10:20:20.596292,2023-12-06 10:20:20.787319,0 days 00:00:00.191027,2.8834745634020846,24,8,96,11,COMPLETE
574,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:20:20.788127,2023-12-06 10:20:20.985093,0 days 00:00:00.196966,2.467182800438116,48,8,160,11,COMPLETE
575,1.691532689232869,1.5830131809395878,4.898125760009877,44.73684210526316,2023-12-06 10:20:20.985898,2023-12-06 10:20:21.180821,0 days 00:00:00.194923,2.8834745634020846,52,32,160,11,COMPLETE
576,1.0775284961391827,1.1392413293141235,1.6670527381762439,37.34939759036144,2023-12-06 10:20:21.181637,2023-12-06 10:20:21.381298,0 days 00:00:00.199661,2.8306414474750996,12,8,116,11,COMPLETE
577,1.7665947011695537,1.6235631920663416,5.214724916427366,52.63157894736842,2023-12-06 10:20:21.382257,2023-12-06 10:20:21.577016,0 days 00:00:00.194759,2.3647329319940793,60,36,168,11,COMPLETE
578,2.9077859137323805,2.049309241733465,13.620114956881123,52.94117647058824,2023-12-06 10:20:21.577849,2023-12-06 10:20:21.774850,0 days 00:00:00.197001,2.1116210818084933,24,60,168,11,COMPLETE
579,2.9086696450838443,1.950583567771149,10.815761211543256,46.666666666666664,2023-12-06 10:20:21.775714,2023-12-06 10:20:21.965936,0 days 00:00:00.190222,2.609381161469427,52,8,160,11,COMPLETE
580,-0.6632817425245571,0.7469553926622603,-1.6084312161945729,42.30769230769231,2023-12-06 10:20:21.966818,2023-12-06 10:20:22.157501,0 days 00:00:00.190683,2.9785372869251523,52,56,32,11,COMPLETE
581,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:20:22.158284,2023-12-06 10:20:22.349362,0 days 00:00:00.191078,2.609381161469427,48,8,160,11,COMPLETE
582,2.1434728451709124,1.8179099759913138,7.267856130271302,50.0,2023-12-06 10:20:22.350199,2023-12-06 10:20:22.540866,0 days 00:00:00.190667,2.3647329319940793,60,64,156,11,COMPLETE
583,3.277587040859438,1.6671073168110155,15.795172553236515,42.30769230769231,2023-12-06 10:20:22.541700,2023-12-06 10:20:22.749345,0 days 00:00:00.207645,2.5338040278789333,24,8,84,11,COMPLETE
584,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:20:22.750152,2023-12-06 10:20:22.940421,0 days 00:00:00.190269,2.5338040278789333,60,8,168,11,COMPLETE
585,2.7801983792873304,1.9273857684205573,11.664834041903486,49.01960784313725,2023-12-06 10:20:22.941264,2023-12-06 10:20:23.130015,0 days 00:00:00.188751,2.467182800438116,24,64,160,11,COMPLETE
586,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:20:23.130855,2023-12-06 10:20:23.321886,0 days 00:00:00.191031,2.4776220817084647,60,8,168,11,COMPLETE
587,4.066851166925202,2.6969462964505557,22.27519784249757,52.17391304347826,2023-12-06 10:20:23.322724,2023-12-06 10:20:23.510413,0 days 00:00:00.187689,2.6842122459256803,48,8,164,11,COMPLETE
588,2.4711230535943334,1.4937686535154775,5.619949299273048,39.285714285714285,2023-12-06 10:20:23.511184,2023-12-06 10:20:23.699441,0 days 00:00:00.188257,2.467182800438116,36,8,100,11,COMPLETE
589,3.290744126686957,2.0226193021078487,10.931901513859584,48.97959183673469,2023-12-06 10:20:23.700314,2023-12-06 10:20:23.891605,0 days 00:00:00.191291,2.8834745634020846,32,8,160,11,COMPLETE
590,3.353203740829862,2.029308245280082,11.642881518149633,43.47826086956522,2023-12-06 10:20:23.892471,2023-12-06 10:20:24.220255,0 days 00:00:00.327784,2.995500894740079,52,8,144,11,COMPLETE
591,3.5292031552531973,2.011834685211248,9.457749371441873,33.33333333333333,2023-12-06 10:20:24.221647,2023-12-06 10:20:24.424927,0 days 00:00:00.203280,2.995500894740079,72,16,72,11,COMPLETE
592,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:20:24.425794,2023-12-06 10:20:24.624086,0 days 00:00:00.198292,2.129456674010645,48,8,160,11,COMPLETE
593,1.3483411018207005,1.4760564994924734,3.525790219419012,42.857142857142854,2023-12-06 10:20:24.624930,2023-12-06 10:20:24.817667,0 days 00:00:00.192737,2.061523610764395,64,44,180,11,COMPLETE
594,3.725446555685501,2.386031869530797,15.826354297202204,43.58974358974359,2023-12-06 10:20:24.818576,2023-12-06 10:20:25.007276,0 days 00:00:00.188700,2.334199658597509,64,8,144,11,COMPLETE
595,4.15882679201282,2.618960768921884,24.200991836974712,46.808510638297875,2023-12-06 10:20:25.008082,2023-12-06 10:20:25.197897,0 days 00:00:00.189815,2.467182800438116,48,8,148,11,COMPLETE
596,3.331621144117258,1.6802427789859653,20.942016412953446,41.77215189873418,2023-12-06 10:20:25.198862,2023-12-06 10:20:25.396442,0 days 00:00:00.197580,2.3647329319940793,16,8,104,11,COMPLETE
597,4.62836817106822,2.3675607699587986,37.383539805996676,45.20547945205479,2023-12-06 10:20:25.397343,2023-12-06 10:20:25.591158,0 days 00:00:00.193815,2.8306414474750996,24,8,104,11,COMPLETE
598,4.067640836924879,2.354715328609967,18.09497741003669,48.93617021276596,2023-12-06 10:20:25.592024,2023-12-06 10:20:25.785169,0 days 00:00:00.193145,2.3647329319940793,48,8,128,11,COMPLETE
599,-1.711979623943069,0.6609827829557086,-1.8260760576900006,29.545454545454547,2023-12-06 10:20:25.786006,2023-12-06 10:20:25.975324,0 days 00:00:00.189318,2.129456674010645,48,32,12,11,COMPLETE
600,4.315483192703588,2.307513996150154,24.60822536244229,48.97959183673469,2023-12-06 10:20:25.976110,2023-12-06 10:20:26.168620,0 days 00:00:00.192510,2.467182800438116,52,8,92,11,COMPLETE
601,2.9086696450838443,1.950583567771149,10.815761211543256,46.666666666666664,2023-12-06 10:20:26.169419,2023-12-06 10:20:26.359199,0 days 00:00:00.189780,2.5338040278789333,52,8,160,11,COMPLETE
602,2.0429368327045263,1.6792071199128076,7.091433818018154,54.054054054054056,2023-12-06 10:20:26.359987,2023-12-06 10:20:26.559509,0 days 00:00:00.199522,2.0280402136725075,48,56,160,11,COMPLETE
603,3.69396651646391,2.4157787796085035,18.577188883434623,53.84615384615385,2023-12-06 10:20:26.560365,2023-12-06 10:20:26.757212,0 days 00:00:00.196847,2.9270944405191375,24,60,152,11,COMPLETE
604,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:20:26.758403,2023-12-06 10:20:26.951125,0 days 00:00:00.192722,2.467182800438116,48,8,160,11,COMPLETE
605,1.245547846248409,1.2217934122275762,3.9360495999515326,42.64705882352941,2023-12-06 10:20:26.951934,2023-12-06 10:20:27.145280,0 days 00:00:00.193346,2.609381161469427,16,8,164,11,COMPLETE
606,-0.45913235356940363,0.9181082736524884,-1.029541769153407,38.23529411764706,2023-12-06 10:20:27.146148,2023-12-06 10:20:27.337404,0 days 00:00:00.191256,1.8691262990195385,48,8,160,11,COMPLETE
607,3.101657357034937,2.266740170993986,15.665868546560521,51.21951219512195,2023-12-06 10:20:27.338303,2023-12-06 10:20:27.529281,0 days 00:00:00.190978,2.5338040278789333,48,12,196,11,COMPLETE
608,2.1342747226510093,1.7909861914238474,6.504120903220053,47.05882352941176,2023-12-06 10:20:27.530070,2023-12-06 10:20:27.723254,0 days 00:00:00.193184,2.609381161469427,60,56,168,11,COMPLETE
609,1.8981495788933256,1.6230371873320577,7.026254195533191,47.368421052631575,2023-12-06 10:20:27.724216,2023-12-06 10:20:27.919543,0 days 00:00:00.195327,2.5338040278789333,48,68,160,11,COMPLETE
610,1.3310936137654996,1.3281118392256352,2.5073785712565586,44.73684210526316,2023-12-06 10:20:27.920416,2023-12-06 10:20:28.113237,0 days 00:00:00.192821,2.498352003561454,52,60,144,11,COMPLETE
611,1.525603325395021,1.3937608914376203,5.108710912567231,52.38095238095239,2023-12-06 10:20:28.114139,2023-12-06 10:20:28.306370,0 days 00:00:00.192231,2.467182800438116,32,60,160,11,COMPLETE
612,3.3885467025041742,2.0749536573995577,15.939018349801435,53.84615384615385,2023-12-06 10:20:28.307276,2023-12-06 10:20:28.511567,0 days 00:00:00.204291,2.995500894740079,24,60,144,11,COMPLETE
613,3.099880415557655,2.0626818984266486,17.386940139452527,52.83018867924528,2023-12-06 10:20:28.512543,2023-12-06 10:20:28.707466,0 days 00:00:00.194923,2.8306414474750996,24,56,164,11,COMPLETE
614,1.278151439415307,1.4353817159609388,3.973943839216272,50.0,2023-12-06 10:20:28.708489,2023-12-06 10:20:28.903833,0 days 00:00:00.195344,2.1791897154682456,72,8,204,11,COMPLETE
615,1.8067689599066463,1.6208216582976456,6.197572664935488,45.94594594594595,2023-12-06 10:20:28.904653,2023-12-06 10:20:29.099185,0 days 00:00:00.194532,2.467182800438116,48,60,160,11,COMPLETE
616,3.7743963649781387,2.621499663580376,14.771016654261677,50.0,2023-12-06 10:20:29.100048,2023-12-06 10:20:29.320786,0 days 00:00:00.220738,2.8834745634020846,60,16,160,12,COMPLETE
617,3.2934941902265433,2.401930582090694,17.740245979086897,54.761904761904766,2023-12-06 10:20:29.321770,2023-12-06 10:20:29.512585,0 days 00:00:00.190815,2.467182800438116,48,8,200,12,COMPLETE
618,1.4433547061311356,1.317523440699941,3.7153332014943268,33.87096774193548,2023-12-06 10:20:29.513519,2023-12-06 10:20:29.705051,0 days 00:00:00.191532,2.467182800438116,48,8,24,12,COMPLETE
619,2.933021770196034,2.020272680978406,9.43732560342316,48.97959183673469,2023-12-06 10:20:29.705932,2023-12-06 10:20:29.899895,0 days 00:00:00.193963,2.6306113963197406,28,32,144,12,COMPLETE
620,,,,,2023-12-06 10:20:29.900827,2023-12-06 10:20:30.091150,0 days 00:00:00.190323,2.9190158795226475,24,64,64,12,FAIL
621,4.964875641249786,2.982371201209184,19.72052548941767,51.162790697674424,2023-12-06 10:20:30.092238,2023-12-06 10:20:30.285872,0 days 00:00:00.193634,2.2437881877707504,60,8,68,12,COMPLETE
622,0.9697095196914406,1.1106879666093892,2.6325514702400157,35.53719008264463,2023-12-06 10:20:30.286759,2023-12-06 10:20:30.482059,0 days 00:00:00.195300,1.5322412571547444,24,8,212,12,COMPLETE
623,2.299947088933652,1.7975898420201135,7.89200438474993,53.48837209302325,2023-12-06 10:20:30.483142,2023-12-06 10:20:30.676295,0 days 00:00:00.193153,2.129456674010645,32,8,188,12,COMPLETE
624,1.4111645768740473,1.4137195670443112,3.3705815456194834,33.33333333333333,2023-12-06 10:20:30.677168,2023-12-06 10:20:30.869825,0 days 00:00:00.192657,2.5338040278789333,60,60,88,12,COMPLETE
625,-1.0460315775912656,0.6636917671029389,-1.7499456836696263,32.142857142857146,2023-12-06 10:20:30.870631,2023-12-06 10:20:31.061023,0 days 00:00:00.190392,2.1858365077308886,48,68,32,12,COMPLETE
626,3.7179405674041597,1.8299707995850558,18.68707518049109,45.20547945205479,2023-12-06 10:20:31.061919,2023-12-06 10:20:31.254101,0 days 00:00:00.192182,2.8155614608471202,24,8,92,12,COMPLETE
627,1.8067689599066463,1.6208216582976456,6.197572664935488,45.94594594594595,2023-12-06 10:20:31.254961,2023-12-06 10:20:31.447431,0 days 00:00:00.192470,2.9270944405191375,48,60,160,12,COMPLETE
628,1.7985598326959158,1.6007982702267727,6.646632795807914,44.73684210526316,2023-12-06 10:20:31.448420,2023-12-06 10:20:31.638823,0 days 00:00:00.190403,2.8905127607775896,48,72,160,12,COMPLETE
629,3.7274061932054066,2.403340956113595,18.98857138134131,52.17391304347826,2023-12-06 10:20:31.639740,2023-12-06 10:20:31.831234,0 days 00:00:00.191494,2.3647329319940793,48,8,168,12,COMPLETE
630,4.62836817106822,2.3675607699587986,37.383539805996676,45.20547945205479,2023-12-06 10:20:31.832189,2023-12-06 10:20:32.021942,0 days 00:00:00.189753,2.3970603201237415,24,8,104,12,COMPLETE
631,4.224123434214798,2.166516965067693,12.791064905772938,42.592592592592595,2023-12-06 10:20:32.022870,2023-12-06 10:20:32.221045,0 days 00:00:00.198175,2.2437881877707504,48,12,72,12,COMPLETE
632,3.0691943739074787,2.134895322991869,15.3412126380748,53.48837209302325,2023-12-06 10:20:32.222183,2023-12-06 10:20:32.419170,0 days 00:00:00.196987,2.4200735711356405,48,8,212,12,COMPLETE
633,3.3368433619513955,1.8089138616348326,7.864325469929725,41.07142857142857,2023-12-06 10:20:32.420164,2023-12-06 10:20:32.626187,0 days 00:00:00.206023,2.5338040278789333,48,8,72,12,COMPLETE
634,2.817914028369442,1.5619166763520662,7.890153375538999,39.285714285714285,2023-12-06 10:20:32.627061,2023-12-06 10:20:32.814180,0 days 00:00:00.187119,2.467182800438116,32,8,92,12,COMPLETE
635,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:20:32.815169,2023-12-06 10:20:33.003192,0 days 00:00:00.188023,2.904835355710745,48,8,160,12,COMPLETE
636,4.862249199107518,2.687642558206652,24.626228126795464,38.775510204081634,2023-12-06 10:20:33.004025,2023-12-06 10:20:33.194865,0 days 00:00:00.190840,2.467182800438116,56,12,72,12,COMPLETE
