number,value,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,params_RV_period,params_RV_window,state
382,4.391950886276888,2023-12-07 12:53:48.256201,2023-12-07 12:53:48.480818,0 days 00:00:00.224617,64,4,36,120,68,COMPLETE
383,3.227455234179575,2023-12-07 12:53:48.481620,2023-12-07 12:53:48.703801,0 days 00:00:00.222181,64,4,32,120,68,COMPLETE
384,3.227455234179575,2023-12-07 12:53:48.704814,2023-12-07 12:53:48.928151,0 days 00:00:00.223337,64,4,32,120,68,COMPLETE
385,3.251356835348992,2023-12-07 12:53:48.929001,2023-12-07 12:53:49.150308,0 days 00:00:00.221307,68,4,36,120,64,COMPLETE
386,2.64864468870933,2023-12-07 12:53:49.151132,2023-12-07 12:53:49.372761,0 days 00:00:00.221629,64,20,36,120,72,COMPLETE
387,3.9608739174823087,2023-12-07 12:53:49.373674,2023-12-07 12:53:49.596395,0 days 00:00:00.222721,64,8,36,120,68,COMPLETE
388,3.251356835348992,2023-12-07 12:53:49.597243,2023-12-07 12:53:49.820324,0 days 00:00:00.223081,68,4,36,120,64,COMPLETE
389,4.383801129048291,2023-12-07 12:53:49.821205,2023-12-07 12:53:50.045711,0 days 00:00:00.224506,60,4,36,120,68,COMPLETE
390,3.2224145791261947,2023-12-07 12:53:50.046658,2023-12-07 12:53:50.267907,0 days 00:00:00.221249,60,4,32,120,68,COMPLETE
391,3.7289060333988404,2023-12-07 12:53:50.268822,2023-12-07 12:53:50.489669,0 days 00:00:00.220847,60,8,36,120,72,COMPLETE
392,4.391950886276888,2023-12-07 12:53:50.490480,2023-12-07 12:53:50.714873,0 days 00:00:00.224393,64,4,36,120,68,COMPLETE
393,2.2148359938753877,2023-12-07 12:53:50.715682,2023-12-07 12:53:50.937479,0 days 00:00:00.221797,68,4,36,144,68,COMPLETE
394,1.533226691615494,2023-12-07 12:53:50.938298,2023-12-07 12:53:51.166264,0 days 00:00:00.227966,64,36,32,120,64,COMPLETE
395,4.033594717200906,2023-12-07 12:53:51.167107,2023-12-07 12:53:51.386286,0 days 00:00:00.219179,64,4,36,120,72,COMPLETE
396,-0.4914084437784369,2023-12-07 12:53:51.387147,2023-12-07 12:53:51.609655,0 days 00:00:00.222508,64,72,36,120,68,COMPLETE
397,4.0135191330815445,2023-12-07 12:53:51.610476,2023-12-07 12:53:51.829500,0 days 00:00:00.219024,64,8,40,120,68,COMPLETE
398,2.2148359938753877,2023-12-07 12:53:51.830333,2023-12-07 12:53:52.053465,0 days 00:00:00.223132,68,4,36,144,68,COMPLETE
399,4.4322972054347805,2023-12-07 12:53:52.054576,2023-12-07 12:53:52.274803,0 days 00:00:00.220227,64,4,40,120,68,COMPLETE
400,1.3236182382013633,2023-12-07 12:53:52.275641,2023-12-07 12:53:52.498501,0 days 00:00:00.222860,64,12,40,120,72,COMPLETE
401,3.8859451537178207,2023-12-07 12:53:52.499317,2023-12-07 12:53:52.719322,0 days 00:00:00.220005,64,8,40,120,64,COMPLETE
402,4.09204429593979,2023-12-07 12:53:52.720116,2023-12-07 12:53:52.940752,0 days 00:00:00.220636,68,4,40,120,68,COMPLETE
403,4.147616299781392,2023-12-07 12:53:52.941722,2023-12-07 12:53:53.162193,0 days 00:00:00.220471,64,4,44,120,68,COMPLETE
404,0.6739713250834413,2023-12-07 12:53:53.163157,2023-12-07 12:53:53.391011,0 days 00:00:00.227854,64,68,16,120,72,COMPLETE
405,4.057901658315853,2023-12-07 12:53:53.391912,2023-12-07 12:53:53.623766,0 days 00:00:00.231854,64,4,40,120,64,COMPLETE
406,3.6093542263733425,2023-12-07 12:53:53.624568,2023-12-07 12:53:53.848267,0 days 00:00:00.223699,68,8,40,120,68,COMPLETE
407,2.4735928541535737,2023-12-07 12:53:53.849116,2023-12-07 12:53:54.073841,0 days 00:00:00.224725,64,4,40,120,48,COMPLETE
408,2.5803254180887363,2023-12-07 12:53:54.074736,2023-12-07 12:53:54.297609,0 days 00:00:00.222873,60,4,44,144,68,COMPLETE
409,4.4322972054347805,2023-12-07 12:53:54.298664,2023-12-07 12:53:54.520707,0 days 00:00:00.222043,64,4,40,120,68,COMPLETE
410,2.33844250907152,2023-12-07 12:53:54.521559,2023-12-07 12:53:54.744487,0 days 00:00:00.222928,68,8,44,120,52,COMPLETE
411,2.1859669748568993,2023-12-07 12:53:54.745345,2023-12-07 12:53:54.966983,0 days 00:00:00.221638,64,4,40,120,12,COMPLETE
412,4.057901658315853,2023-12-07 12:53:54.967801,2023-12-07 12:53:55.189360,0 days 00:00:00.221559,64,4,40,120,64,COMPLETE
413,1.0591916816117126,2023-12-07 12:53:55.190204,2023-12-07 12:53:55.412662,0 days 00:00:00.222458,64,4,60,120,36,COMPLETE
414,2.2706322208536402,2023-12-07 12:53:55.413498,2023-12-07 12:53:55.635348,0 days 00:00:00.221850,68,8,44,120,68,COMPLETE
415,4.1110970984407595,2023-12-07 12:53:55.636462,2023-12-07 12:53:55.856887,0 days 00:00:00.220425,64,4,40,120,72,COMPLETE
416,1.9478801806481005,2023-12-07 12:53:55.857688,2023-12-07 12:53:56.087568,0 days 00:00:00.229880,32,4,40,48,68,COMPLETE
417,3.8859451537178207,2023-12-07 12:53:56.088584,2023-12-07 12:53:56.309914,0 days 00:00:00.221330,64,8,40,120,64,COMPLETE
418,3.833784500393129,2023-12-07 12:53:56.310684,2023-12-07 12:53:56.530792,0 days 00:00:00.220108,64,4,44,120,72,COMPLETE
419,4.4322972054347805,2023-12-07 12:53:56.531684,2023-12-07 12:53:56.752907,0 days 00:00:00.221223,64,4,40,120,68,COMPLETE
420,2.3943936466417806,2023-12-07 12:53:56.753803,2023-12-07 12:53:56.975597,0 days 00:00:00.221794,68,4,40,144,68,COMPLETE
421,4.4322972054347805,2023-12-07 12:53:56.976391,2023-12-07 12:53:57.199574,0 days 00:00:00.223183,64,4,40,120,68,COMPLETE
422,3.8437247462516995,2023-12-07 12:53:57.200418,2023-12-07 12:53:57.420729,0 days 00:00:00.220311,64,4,44,120,64,COMPLETE
423,2.985694312931169,2023-12-07 12:53:57.421520,2023-12-07 12:53:57.642402,0 days 00:00:00.220882,68,8,40,120,4,COMPLETE
424,4.1110970984407595,2023-12-07 12:53:57.643308,2023-12-07 12:53:57.868164,0 days 00:00:00.224856,64,4,40,120,72,COMPLETE
425,4.147616299781392,2023-12-07 12:53:57.869154,2023-12-07 12:53:58.089800,0 days 00:00:00.220646,64,4,44,120,68,COMPLETE
426,2.1733205091528682,2023-12-07 12:53:58.090694,2023-12-07 12:53:58.311293,0 days 00:00:00.220599,44,8,40,24,68,COMPLETE
427,4.4322972054347805,2023-12-07 12:53:58.312289,2023-12-07 12:53:58.532858,0 days 00:00:00.220569,64,4,40,120,68,COMPLETE
428,3.3592185098220892,2023-12-07 12:53:58.533849,2023-12-07 12:53:58.756119,0 days 00:00:00.222270,68,4,44,144,64,COMPLETE
429,3.3467271669182987,2023-12-07 12:53:58.756950,2023-12-07 12:53:58.978232,0 days 00:00:00.221282,68,8,40,120,72,COMPLETE
430,4.4322972054347805,2023-12-07 12:53:58.979203,2023-12-07 12:53:59.199994,0 days 00:00:00.220791,64,4,40,120,68,COMPLETE
431,4.147616299781392,2023-12-07 12:53:59.201062,2023-12-07 12:53:59.576835,0 days 00:00:00.375773,64,4,44,120,68,COMPLETE
432,3.8859451537178207,2023-12-07 12:53:59.577686,2023-12-07 12:53:59.803718,0 days 00:00:00.226032,64,8,40,120,64,COMPLETE
433,4.4322972054347805,2023-12-07 12:53:59.804541,2023-12-07 12:54:00.030766,0 days 00:00:00.226225,64,4,40,120,68,COMPLETE
434,3.811936768578881,2023-12-07 12:54:00.031566,2023-12-07 12:54:00.255545,0 days 00:00:00.223979,68,4,44,120,68,COMPLETE
435,3.7119483025063853,2023-12-07 12:54:00.256359,2023-12-07 12:54:00.481682,0 days 00:00:00.225323,64,8,40,120,72,COMPLETE
436,3.3499515530652992,2023-12-07 12:54:00.482519,2023-12-07 12:54:00.705024,0 days 00:00:00.222505,68,4,40,120,64,COMPLETE
437,2.2394251207222395,2023-12-07 12:54:00.705848,2023-12-07 12:54:00.934315,0 days 00:00:00.228467,64,4,40,120,60,COMPLETE
438,4.4322972054347805,2023-12-07 12:54:00.935179,2023-12-07 12:54:01.158221,0 days 00:00:00.223042,64,4,40,120,68,COMPLETE
439,2.577647161191232,2023-12-07 12:54:01.159110,2023-12-07 12:54:01.379343,0 days 00:00:00.220233,64,4,44,144,68,COMPLETE
440,3.3467271669182987,2023-12-07 12:54:01.380205,2023-12-07 12:54:01.602069,0 days 00:00:00.221864,68,8,40,120,72,COMPLETE
441,4.4322972054347805,2023-12-07 12:54:01.603009,2023-12-07 12:54:01.825742,0 days 00:00:00.222733,64,4,40,120,68,COMPLETE
442,4.147616299781392,2023-12-07 12:54:01.826570,2023-12-07 12:54:02.046318,0 days 00:00:00.219748,64,4,44,120,68,COMPLETE
443,4.4322972054347805,2023-12-07 12:54:02.047122,2023-12-07 12:54:02.271961,0 days 00:00:00.224839,64,4,40,120,68,COMPLETE
444,-0.657833731523108,2023-12-07 12:54:02.272788,2023-12-07 12:54:02.495521,0 days 00:00:00.222733,64,64,40,120,64,COMPLETE
445,3.3467271669182987,2023-12-07 12:54:02.496303,2023-12-07 12:54:02.718360,0 days 00:00:00.222057,68,8,40,120,72,COMPLETE
446,0.6955541220366782,2023-12-07 12:54:02.719324,2023-12-07 12:54:02.941374,0 days 00:00:00.222050,16,4,44,120,68,COMPLETE
447,4.4322972054347805,2023-12-07 12:54:02.942372,2023-12-07 12:54:03.165145,0 days 00:00:00.222773,64,4,40,120,68,COMPLETE
448,4.4322972054347805,2023-12-07 12:54:03.165973,2023-12-07 12:54:03.388449,0 days 00:00:00.222476,64,4,40,120,68,COMPLETE
449,3.7719617274326795,2023-12-07 12:54:03.389297,2023-12-07 12:54:03.612379,0 days 00:00:00.223082,68,4,44,120,64,COMPLETE
450,4.0135191330815445,2023-12-07 12:54:03.613205,2023-12-07 12:54:03.834054,0 days 00:00:00.220849,64,8,40,120,68,COMPLETE
451,-0.5989910434445029,2023-12-07 12:54:03.834892,2023-12-07 12:54:04.056243,0 days 00:00:00.221351,68,4,40,240,72,COMPLETE
452,2.746952235160358,2023-12-07 12:54:04.057092,2023-12-07 12:54:04.277458,0 days 00:00:00.220366,64,4,40,144,68,COMPLETE
453,1.352600374962368,2023-12-07 12:54:04.278378,2023-12-07 12:54:04.501136,0 days 00:00:00.222758,64,32,44,120,68,COMPLETE
454,4.1110970984407595,2023-12-07 12:54:04.502079,2023-12-07 12:54:04.723880,0 days 00:00:00.221801,64,4,40,120,72,COMPLETE
455,4.0135191330815445,2023-12-07 12:54:04.724811,2023-12-07 12:54:04.946745,0 days 00:00:00.221934,64,8,40,120,68,COMPLETE
456,2.607560528653845,2023-12-07 12:54:04.947688,2023-12-07 12:54:05.170251,0 days 00:00:00.222563,68,4,40,120,40,COMPLETE
457,3.8859451537178207,2023-12-07 12:54:05.171081,2023-12-07 12:54:05.403231,0 days 00:00:00.232150,64,8,40,120,64,COMPLETE
458,4.1110970984407595,2023-12-07 12:54:05.404069,2023-12-07 12:54:05.626376,0 days 00:00:00.222307,64,4,40,120,72,COMPLETE
459,4.147616299781392,2023-12-07 12:54:05.627309,2023-12-07 12:54:05.850542,0 days 00:00:00.223233,64,4,44,120,68,COMPLETE
460,3.3499515530652992,2023-12-07 12:54:05.851347,2023-12-07 12:54:06.072964,0 days 00:00:00.221617,68,4,40,120,64,COMPLETE
461,4.147616299781392,2023-12-07 12:54:06.073807,2023-12-07 12:54:06.294791,0 days 00:00:00.220984,64,4,44,120,68,COMPLETE
462,1.5126357594504134,2023-12-07 12:54:06.295596,2023-12-07 12:54:06.517518,0 days 00:00:00.221922,68,16,40,144,68,COMPLETE
463,1.9294108561578578,2023-12-07 12:54:06.518390,2023-12-07 12:54:06.743761,0 days 00:00:00.225371,64,8,44,192,64,COMPLETE
464,4.4322972054347805,2023-12-07 12:54:06.744616,2023-12-07 12:54:06.966070,0 days 00:00:00.221454,64,4,40,120,68,COMPLETE
465,4.4322972054347805,2023-12-07 12:54:06.966911,2023-12-07 12:54:07.190856,0 days 00:00:00.223945,64,4,40,120,68,COMPLETE
466,3.3467271669182987,2023-12-07 12:54:07.191688,2023-12-07 12:54:07.413247,0 days 00:00:00.221559,68,8,40,120,72,COMPLETE
467,4.4322972054347805,2023-12-07 12:54:07.414095,2023-12-07 12:54:07.638174,0 days 00:00:00.224079,64,4,40,120,68,COMPLETE
468,4.4322972054347805,2023-12-07 12:54:07.639048,2023-12-07 12:54:07.860176,0 days 00:00:00.221128,64,4,40,120,68,COMPLETE
469,4.4322972054347805,2023-12-07 12:54:07.860983,2023-12-07 12:54:08.083726,0 days 00:00:00.222743,64,4,40,120,68,COMPLETE
470,1.4702369031518894,2023-12-07 12:54:08.084551,2023-12-07 12:54:08.306298,0 days 00:00:00.221747,64,12,40,120,68,COMPLETE
471,2.603523410111374,2023-12-07 12:54:08.307124,2023-12-07 12:54:08.526580,0 days 00:00:00.219456,64,4,44,120,56,COMPLETE
472,3.8859451537178207,2023-12-07 12:54:08.527437,2023-12-07 12:54:08.747523,0 days 00:00:00.220086,64,8,40,120,64,COMPLETE
473,4.147616299781392,2023-12-07 12:54:08.748529,2023-12-07 12:54:08.969728,0 days 00:00:00.221199,64,4,44,120,68,COMPLETE
474,3.731209226530388,2023-12-07 12:54:08.971032,2023-12-07 12:54:09.196457,0 days 00:00:00.225425,68,4,40,120,72,COMPLETE
475,0.0,2023-12-07 12:54:09.197297,2023-12-07 12:54:09.419408,0 days 00:00:00.222111,4,4,40,144,68,COMPLETE
476,3.8034332792595347,2023-12-07 12:54:09.420341,2023-12-07 12:54:09.649577,0 days 00:00:00.229236,68,8,40,120,64,COMPLETE
477,3.833784500393129,2023-12-07 12:54:09.650717,2023-12-07 12:54:09.872683,0 days 00:00:00.221966,64,4,44,120,72,COMPLETE
478,4.4322972054347805,2023-12-07 12:54:09.873536,2023-12-07 12:54:10.095799,0 days 00:00:00.222263,64,4,40,120,68,COMPLETE
479,4.0135191330815445,2023-12-07 12:54:10.096656,2023-12-07 12:54:10.320121,0 days 00:00:00.223465,64,8,40,120,68,COMPLETE
480,4.147616299781392,2023-12-07 12:54:10.320981,2023-12-07 12:54:10.549457,0 days 00:00:00.228476,64,4,44,120,68,COMPLETE
481,3.731209226530388,2023-12-07 12:54:10.550279,2023-12-07 12:54:10.772260,0 days 00:00:00.221981,68,4,40,120,72,COMPLETE
482,1.303871949271014,2023-12-07 12:54:10.773070,2023-12-07 12:54:10.996461,0 days 00:00:00.223391,64,48,40,120,64,COMPLETE
483,3.172966932123775,2023-12-07 12:54:10.997355,2023-12-07 12:54:11.219295,0 days 00:00:00.221940,28,4,40,144,68,COMPLETE
484,4.4322972054347805,2023-12-07 12:54:11.220271,2023-12-07 12:54:11.440918,0 days 00:00:00.220647,64,4,40,120,68,COMPLETE
485,2.2706322208536402,2023-12-07 12:54:11.441887,2023-12-07 12:54:11.663297,0 days 00:00:00.221410,68,8,44,120,68,COMPLETE
486,4.057901658315853,2023-12-07 12:54:11.664115,2023-12-07 12:54:11.887555,0 days 00:00:00.223440,64,4,40,120,64,COMPLETE
487,3.7119483025063853,2023-12-07 12:54:11.888536,2023-12-07 12:54:12.109104,0 days 00:00:00.220568,64,8,40,120,72,COMPLETE
488,4.4322972054347805,2023-12-07 12:54:12.109922,2023-12-07 12:54:12.332565,0 days 00:00:00.222643,64,4,40,120,68,COMPLETE
489,3.811936768578881,2023-12-07 12:54:12.333476,2023-12-07 12:54:12.554882,0 days 00:00:00.221406,68,4,44,120,68,COMPLETE
490,1.652633776956164,2023-12-07 12:54:12.555835,2023-12-07 12:54:12.777820,0 days 00:00:00.221985,64,28,40,120,60,COMPLETE
491,4.4322972054347805,2023-12-07 12:54:12.778616,2023-12-07 12:54:13.001856,0 days 00:00:00.223240,64,4,40,120,68,COMPLETE
492,1.9903475891152458,2023-12-07 12:54:13.002714,2023-12-07 12:54:13.224038,0 days 00:00:00.221324,68,8,44,120,72,COMPLETE
493,3.6687391042095787,2023-12-07 12:54:13.224929,2023-12-07 12:54:13.446570,0 days 00:00:00.221641,64,4,40,144,64,COMPLETE
494,4.4322972054347805,2023-12-07 12:54:13.447565,2023-12-07 12:54:13.678281,0 days 00:00:00.230716,64,4,40,120,68,COMPLETE
495,3.833784500393129,2023-12-07 12:54:13.679144,2023-12-07 12:54:13.903423,0 days 00:00:00.224279,64,4,44,120,72,COMPLETE
496,4.09204429593979,2023-12-07 12:54:13.904525,2023-12-07 12:54:14.133420,0 days 00:00:00.228895,68,4,40,120,68,COMPLETE
497,4.0135191330815445,2023-12-07 12:54:14.134281,2023-12-07 12:54:14.361900,0 days 00:00:00.227619,64,8,40,120,68,COMPLETE
498,3.8437247462516995,2023-12-07 12:54:14.362894,2023-12-07 12:54:14.594045,0 days 00:00:00.231151,64,4,44,120,64,COMPLETE
499,0.8246619824769176,2023-12-07 12:54:14.595475,2023-12-07 12:54:14.996005,0 days 00:00:00.400530,68,36,40,120,68,COMPLETE
500,4.1110970984407595,2023-12-07 12:54:14.996878,2023-12-07 12:54:15.227983,0 days 00:00:00.231105,64,4,40,120,72,COMPLETE
501,2.71964828664774,2023-12-07 12:54:15.228868,2023-12-07 12:54:15.455942,0 days 00:00:00.227074,64,8,44,120,68,COMPLETE
502,4.057901658315853,2023-12-07 12:54:15.456755,2023-12-07 12:54:15.683107,0 days 00:00:00.226352,64,4,40,120,64,COMPLETE
503,2.420605767759758,2023-12-07 12:54:15.683968,2023-12-07 12:54:15.914080,0 days 00:00:00.230112,64,4,40,120,24,COMPLETE
504,2.9848480917625198,2023-12-07 12:54:15.914964,2023-12-07 12:54:16.144370,0 days 00:00:00.229406,68,8,40,120,44,COMPLETE
505,4.4322972054347805,2023-12-07 12:54:16.145268,2023-12-07 12:54:16.374262,0 days 00:00:00.228994,64,4,40,120,68,COMPLETE
506,3.3592185098220892,2023-12-07 12:54:16.375172,2023-12-07 12:54:16.603822,0 days 00:00:00.228650,68,4,44,144,64,COMPLETE
507,2.3233424327787935,2023-12-07 12:54:16.604629,2023-12-07 12:54:16.836326,0 days 00:00:00.231697,64,8,40,216,68,COMPLETE
508,3.833784500393129,2023-12-07 12:54:16.837157,2023-12-07 12:54:17.066667,0 days 00:00:00.229510,64,4,44,120,72,COMPLETE
509,2.6676043190105645,2023-12-07 12:54:17.067626,2023-12-07 12:54:17.296508,0 days 00:00:00.228882,64,20,40,120,68,COMPLETE
510,4.09204429593979,2023-12-07 12:54:17.297354,2023-12-07 12:54:17.526779,0 days 00:00:00.229425,68,4,40,120,68,COMPLETE
511,0.8330140114789251,2023-12-07 12:54:17.527597,2023-12-07 12:54:17.764605,0 days 00:00:00.237008,64,4,4,120,64,COMPLETE
512,0.9011049829792662,2023-12-07 12:54:17.765515,2023-12-07 12:54:17.995479,0 days 00:00:00.229964,64,40,40,120,68,COMPLETE
513,2.377895035556457,2023-12-07 12:54:17.996648,2023-12-07 12:54:18.226112,0 days 00:00:00.229464,64,8,44,120,72,COMPLETE
514,3.578629834918175,2023-12-07 12:54:18.226982,2023-12-07 12:54:18.453000,0 days 00:00:00.226018,68,4,40,144,64,COMPLETE
515,4.4322972054347805,2023-12-07 12:54:18.453860,2023-12-07 12:54:18.681891,0 days 00:00:00.228031,64,4,40,120,68,COMPLETE
516,2.5498511984393173,2023-12-07 12:54:18.682857,2023-12-07 12:54:18.913342,0 days 00:00:00.230485,64,8,56,120,68,COMPLETE
517,0.49693268066276475,2023-12-07 12:54:18.914187,2023-12-07 12:54:19.142379,0 days 00:00:00.228192,68,56,40,120,72,COMPLETE
518,4.4322972054347805,2023-12-07 12:54:19.143178,2023-12-07 12:54:19.368705,0 days 00:00:00.225527,64,4,40,120,68,COMPLETE
519,4.09204429593979,2023-12-07 12:54:19.369502,2023-12-07 12:54:19.599811,0 days 00:00:00.230309,68,4,40,120,68,COMPLETE
520,3.8437247462516995,2023-12-07 12:54:19.600733,2023-12-07 12:54:19.829697,0 days 00:00:00.228964,64,4,44,120,64,COMPLETE
521,1.167260356610218,2023-12-07 12:54:19.830513,2023-12-07 12:54:20.061074,0 days 00:00:00.230561,64,12,44,120,72,COMPLETE
522,4.0135191330815445,2023-12-07 12:54:20.062108,2023-12-07 12:54:20.291563,0 days 00:00:00.229455,64,8,40,120,68,COMPLETE
523,0.06852049280396824,2023-12-07 12:54:20.292485,2023-12-07 12:54:20.523568,0 days 00:00:00.231083,64,4,8,120,68,COMPLETE
524,1.8401907078071158,2023-12-07 12:54:20.524496,2023-12-07 12:54:20.753814,0 days 00:00:00.229318,68,4,40,144,72,COMPLETE
525,2.2534218901282235,2023-12-07 12:54:20.754777,2023-12-07 12:54:20.984148,0 days 00:00:00.229371,64,8,48,120,64,COMPLETE
526,-0.4839040534716584,2023-12-07 12:54:20.984968,2023-12-07 12:54:21.216646,0 days 00:00:00.231678,40,4,40,120,8,COMPLETE
527,4.147616299781392,2023-12-07 12:54:21.217569,2023-12-07 12:54:21.447474,0 days 00:00:00.229905,64,4,44,120,68,COMPLETE
528,2.09192671620815,2023-12-07 12:54:21.448374,2023-12-07 12:54:21.687015,0 days 00:00:00.238641,20,24,40,120,32,COMPLETE
529,4.4322972054347805,2023-12-07 12:54:21.687854,2023-12-07 12:54:21.916822,0 days 00:00:00.228968,64,4,40,120,68,COMPLETE
530,2.71964828664774,2023-12-07 12:54:21.917697,2023-12-07 12:54:22.145266,0 days 00:00:00.227569,64,8,44,120,68,COMPLETE
531,3.150548755185295,2023-12-07 12:54:22.146274,2023-12-07 12:54:22.373971,0 days 00:00:00.227697,68,4,40,48,64,COMPLETE
532,2.2095436324754956,2023-12-07 12:54:22.374814,2023-12-07 12:54:22.602505,0 days 00:00:00.227691,60,8,40,144,72,COMPLETE
533,4.4322972054347805,2023-12-07 12:54:22.603355,2023-12-07 12:54:22.829945,0 days 00:00:00.226590,64,4,40,120,68,COMPLETE
534,2.5963501725446614,2023-12-07 12:54:22.831087,2023-12-07 12:54:23.059363,0 days 00:00:00.228276,68,4,44,120,60,COMPLETE
535,4.391950886276888,2023-12-07 12:54:23.060247,2023-12-07 12:54:23.293262,0 days 00:00:00.233015,64,4,36,120,68,COMPLETE
536,4.4322972054347805,2023-12-07 12:54:23.294214,2023-12-07 12:54:23.526577,0 days 00:00:00.232363,64,4,40,120,68,COMPLETE
537,2.001792525485173,2023-12-07 12:54:23.527446,2023-12-07 12:54:23.764640,0 days 00:00:00.237194,68,8,40,120,28,COMPLETE
538,3.950289051604482,2023-12-07 12:54:23.765686,2023-12-07 12:54:24.000969,0 days 00:00:00.235283,60,4,36,120,72,COMPLETE
539,4.4322972054347805,2023-12-07 12:54:24.001895,2023-12-07 12:54:24.232614,0 days 00:00:00.230719,64,4,40,120,68,COMPLETE
540,3.8437247462516995,2023-12-07 12:54:24.233425,2023-12-07 12:54:24.454602,0 days 00:00:00.221177,64,4,44,120,64,COMPLETE
541,4.0135191330815445,2023-12-07 12:54:24.455425,2023-12-07 12:54:24.674827,0 days 00:00:00.219402,64,8,40,120,68,COMPLETE
542,2.3943936466417806,2023-12-07 12:54:24.675667,2023-12-07 12:54:24.903756,0 days 00:00:00.228089,68,4,40,144,68,COMPLETE
543,0.8935123918521695,2023-12-07 12:54:24.904569,2023-12-07 12:54:25.122957,0 days 00:00:00.218388,24,4,36,120,72,COMPLETE
544,0.872946778947983,2023-12-07 12:54:25.123753,2023-12-07 12:54:25.344112,0 days 00:00:00.220359,60,52,40,120,64,COMPLETE
545,2.71964828664774,2023-12-07 12:54:25.344966,2023-12-07 12:54:25.577765,0 days 00:00:00.232799,64,8,44,120,68,COMPLETE
546,3.9700718375424495,2023-12-07 12:54:25.578558,2023-12-07 12:54:25.797678,0 days 00:00:00.219120,64,4,36,120,64,COMPLETE
547,1.4331937402341008,2023-12-07 12:54:25.798490,2023-12-07 12:54:26.019110,0 days 00:00:00.220620,68,44,40,120,68,COMPLETE
548,4.140668817167323,2023-12-07 12:54:26.019934,2023-12-07 12:54:26.242545,0 days 00:00:00.222611,60,4,44,120,68,COMPLETE
549,3.7119483025063853,2023-12-07 12:54:26.243384,2023-12-07 12:54:26.463617,0 days 00:00:00.220233,64,8,40,120,72,COMPLETE
550,4.4322972054347805,2023-12-07 12:54:26.464438,2023-12-07 12:54:26.683779,0 days 00:00:00.219341,64,4,40,120,68,COMPLETE
551,3.950289051604482,2023-12-07 12:54:26.684574,2023-12-07 12:54:26.905189,0 days 00:00:00.220615,60,4,36,120,72,COMPLETE
552,1.2558740367829555,2023-12-07 12:54:26.906031,2023-12-07 12:54:27.124464,0 days 00:00:00.218433,64,12,40,144,68,COMPLETE
553,3.7719617274326795,2023-12-07 12:54:27.125273,2023-12-07 12:54:27.343594,0 days 00:00:00.218321,68,4,44,120,64,COMPLETE
554,4.4322972054347805,2023-12-07 12:54:27.344405,2023-12-07 12:54:27.565864,0 days 00:00:00.221459,64,4,40,120,68,COMPLETE
555,4.0135191330815445,2023-12-07 12:54:27.566714,2023-12-07 12:54:27.788316,0 days 00:00:00.221602,64,8,40,120,68,COMPLETE
556,3.950289051604482,2023-12-07 12:54:27.789131,2023-12-07 12:54:28.007153,0 days 00:00:00.218022,60,4,36,120,72,COMPLETE
557,3.811936768578881,2023-12-07 12:54:28.007975,2023-12-07 12:54:28.226931,0 days 00:00:00.218956,68,4,44,120,68,COMPLETE
558,4.057901658315853,2023-12-07 12:54:28.227738,2023-12-07 12:54:28.446777,0 days 00:00:00.219039,64,4,40,120,64,COMPLETE
559,3.202963850550514,2023-12-07 12:54:28.447589,2023-12-07 12:54:28.665984,0 days 00:00:00.218395,48,8,40,120,68,COMPLETE
560,4.4322972054347805,2023-12-07 12:54:28.666808,2023-12-07 12:54:28.891762,0 days 00:00:00.224954,64,4,40,120,68,COMPLETE
561,1.9109840090120667,2023-12-07 12:54:28.892602,2023-12-07 12:54:29.120884,0 days 00:00:00.228282,64,8,36,144,72,COMPLETE
562,-0.22828868996159873,2023-12-07 12:54:29.121688,2023-12-07 12:54:29.340381,0 days 00:00:00.218693,60,60,44,120,64,COMPLETE
563,1.9529489003509506,2023-12-07 12:54:29.341199,2023-12-07 12:54:29.570203,0 days 00:00:00.229004,64,16,40,120,68,COMPLETE
564,0.22068308453363425,2023-12-07 12:54:29.571188,2023-12-07 12:54:29.793145,0 days 00:00:00.221957,12,4,40,120,68,COMPLETE
565,3.251356835348992,2023-12-07 12:54:29.793990,2023-12-07 12:54:30.021116,0 days 00:00:00.227126,68,4,36,120,64,COMPLETE
566,3.364669803919038,2023-12-07 12:54:30.022156,2023-12-07 12:54:30.433527,0 days 00:00:00.411371,64,8,40,120,52,COMPLETE
567,4.140668817167323,2023-12-07 12:54:30.434491,2023-12-07 12:54:30.676018,0 days 00:00:00.241527,60,4,44,120,68,COMPLETE
568,4.1110970984407595,2023-12-07 12:54:30.676867,2023-12-07 12:54:30.906430,0 days 00:00:00.229563,64,4,40,120,72,COMPLETE
569,2.9413467827798487,2023-12-07 12:54:30.907455,2023-12-07 12:54:31.145806,0 days 00:00:00.238351,68,4,36,120,56,COMPLETE
570,4.4322972054347805,2023-12-07 12:54:31.146635,2023-12-07 12:54:31.404311,0 days 00:00:00.257676,64,4,40,120,68,COMPLETE
571,2.228184792198214,2023-12-07 12:54:31.405447,2023-12-07 12:54:31.656655,0 days 00:00:00.251208,72,8,44,120,72,COMPLETE
572,4.4322972054347805,2023-12-07 12:54:31.657913,2023-12-07 12:54:31.906845,0 days 00:00:00.248932,64,4,40,120,68,COMPLETE
