number,sharpe_ratio,profit factor,calmar_ratio,win rate,datetime_start,datetime_complete,duration,params_BBand_mult,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,params_OI_window_rank,params_OI_window_rank_MA,params_RV_period,params_RV_window,system_attrs_nsga2:generation,state
232,-0.3800565423959259,0.8580651306211582,-0.634451266544665,33.80281690140845,2023-12-05 23:54:40.372006,2023-12-05 23:54:40.574473,0 days 00:00:00.202467,2.824931893905129,68,4,32,36,60,24,36,4,COMPLETE
233,0.717609909073917,1.2199348087395578,1.0648834334589583,36.904761904761905,2023-12-05 23:54:40.575252,2023-12-05 23:54:40.778364,0 days 00:00:00.203112,2.800590049162424,40,64,176,32,144,144,32,4,COMPLETE
234,-1.2100047970732797,0.7628799015801043,-1.2827268539358543,25.0,2023-12-05 23:54:40.779201,2023-12-05 23:54:40.983577,0 days 00:00:00.204376,2.373583458863998,12,44,136,4,204,96,4,4,COMPLETE
235,0.7716905179060926,1.2701051852068028,1.0867097629577944,45.76271186440678,2023-12-05 23:54:40.984314,2023-12-05 23:54:41.185518,0 days 00:00:00.201204,2.7348814902385596,52,20,188,64,60,24,56,4,COMPLETE
236,-0.02333373768948894,0.982026020322298,-0.2844503657136282,43.69747899159664,2023-12-05 23:54:41.186260,2023-12-05 23:54:41.387194,0 days 00:00:00.200934,2.095051337347122,24,16,176,32,84,24,8,4,COMPLETE
237,1.2845733863641577,1.5186182009588098,2.23327588142414,36.666666666666664,2023-12-05 23:54:41.388006,2023-12-05 23:54:41.588718,0 days 00:00:00.200712,2.7348814902385596,68,20,72,72,12,24,20,4,COMPLETE
238,-0.1937403204986363,0.8751350139739672,-0.33078095305401245,28.26086956521739,2023-12-05 23:54:41.589553,2023-12-05 23:54:41.793283,0 days 00:00:00.203730,2.4994054890807345,52,48,124,24,120,24,24,4,COMPLETE
239,0.6156235670534738,1.1390920511398814,0.6886068370610339,38.73873873873874,2023-12-05 23:54:41.794060,2023-12-05 23:54:41.994284,0 days 00:00:00.200224,2.086254226828143,52,4,124,24,204,144,20,4,COMPLETE
240,1.9906307725931198,1.7388913738882472,6.100901057598726,38.372093023255815,2023-12-05 23:54:41.995008,2023-12-05 23:54:42.198693,0 days 00:00:00.203685,2.800590049162424,64,16,124,36,156,144,40,4,COMPLETE
241,-0.6918924410117756,0.8721791936986844,-1.1944856277377158,27.916666666666668,2023-12-05 23:54:42.199453,2023-12-05 23:54:42.401666,0 days 00:00:00.202213,1.7699275297677504,12,24,136,20,216,48,44,4,COMPLETE
242,0.6817303645753348,1.1324329661262582,1.0168296285829423,34.285714285714285,2023-12-05 23:54:42.402451,2023-12-05 23:54:42.604433,0 days 00:00:00.201982,1.7412955793616087,68,8,116,36,24,24,36,4,COMPLETE
243,2.0614387458855403,1.8477675007612588,6.625553341594838,41.77215189873418,2023-12-05 23:54:42.605372,2023-12-05 23:54:42.808241,0 days 00:00:00.202869,2.6865291176194868,60,24,136,36,36,120,68,4,COMPLETE
244,-0.23645514863984307,0.9267257219088629,-0.5481662600933862,30.76923076923077,2023-12-05 23:54:42.809037,2023-12-05 23:54:43.010231,0 days 00:00:00.201194,1.9655914412293063,12,8,136,12,60,24,28,4,COMPLETE
245,0.720149448582978,1.2473126740320448,1.1381930388877592,32.432432432432435,2023-12-05 23:54:43.011004,2023-12-05 23:54:43.217920,0 days 00:00:00.206916,2.1070100667920872,60,60,176,20,144,144,44,4,COMPLETE
246,1.087409537109607,1.3325309082169692,2.157717210851071,39.08045977011494,2023-12-05 23:54:43.218989,2023-12-05 23:54:43.429413,0 days 00:00:00.210424,2.373583458863998,40,64,156,60,120,120,32,4,COMPLETE
247,-0.6680646573680827,0.8346423698255635,-1.0514054332394758,35.2112676056338,2023-12-05 23:54:43.430203,2023-12-05 23:54:43.638156,0 days 00:00:00.207953,2.7348814902385596,68,60,176,36,192,168,72,4,COMPLETE
248,0.2949596601824232,1.0653673720203778,0.36456462674269247,34.959349593495936,2023-12-05 23:54:43.638908,2023-12-05 23:54:43.838250,0 days 00:00:00.199342,2.4994054890807345,28,4,188,12,120,192,20,4,COMPLETE
249,1.4704480810655889,1.4752152215105916,3.547161166646629,43.87755102040816,2023-12-05 23:54:43.839053,2023-12-05 23:54:44.035903,0 days 00:00:00.196850,2.086254226828143,28,28,216,32,204,192,20,4,COMPLETE
250,-1.1552253122852845,0.5666661062742342,-1.5821558490318215,22.413793103448278,2023-12-05 23:54:44.036636,2023-12-05 23:54:44.249222,0 days 00:00:00.212586,2.373583458863998,52,60,44,72,120,48,24,4,COMPLETE
251,1.5069224130306231,1.5333141064898768,3.91704387490135,35.0,2023-12-05 23:54:44.250201,2023-12-05 23:54:44.470502,0 days 00:00:00.220301,2.2642927413884153,52,8,176,24,24,48,56,4,COMPLETE
252,2.1799311669748263,1.589872664125577,9.225386512070383,42.281879194630875,2023-12-05 23:54:44.471496,2023-12-05 23:54:44.678057,0 days 00:00:00.206561,1.8751016175227577,56,4,188,36,156,144,44,4,COMPLETE
253,0.21222615250270074,1.0144427238458562,0.08595612275470237,30.107526881720432,2023-12-05 23:54:44.678993,2023-12-05 23:54:44.883061,0 days 00:00:00.204068,1.7699275297677504,68,20,124,20,192,24,8,4,COMPLETE
254,0.5159828771954611,1.1306055283149592,0.6990329138312535,35.9375,2023-12-05 23:54:44.883866,2023-12-05 23:54:45.087352,0 days 00:00:00.203486,2.2166045482873824,24,56,116,36,192,24,56,4,COMPLETE
255,1.4693318625143588,1.786347144014013,3.970594753741252,34.78260869565217,2023-12-05 23:54:45.088194,2023-12-05 23:54:45.288612,0 days 00:00:00.200418,2.6865291176194868,52,56,124,20,192,24,72,4,COMPLETE
256,0.21076778608483543,1.022377614936543,0.2220407748393509,39.568345323741006,2023-12-05 23:54:45.289480,2023-12-05 23:54:45.496302,0 days 00:00:00.206822,2.6865291176194868,36,4,24,24,36,144,44,4,COMPLETE
257,0.6069626054279658,1.2319556543744785,1.1104558675417875,35.294117647058826,2023-12-05 23:54:45.497075,2023-12-05 23:54:45.689514,0 days 00:00:00.192439,2.095051337347122,28,20,128,12,192,24,20,4,COMPLETE
258,0.3738417318582767,1.095259480802813,0.31890755631882683,39.53488372093023,2023-12-05 23:54:45.690354,2023-12-05 23:54:45.885891,0 days 00:00:00.195537,2.6865291176194868,64,8,168,32,204,96,20,4,COMPLETE
259,1.6101307369896027,1.459802548407685,3.539782051670003,36.03603603603604,2023-12-05 23:54:45.886624,2023-12-05 23:54:46.107628,0 days 00:00:00.221004,1.6182872498123158,64,24,132,40,36,96,68,5,COMPLETE
260,0.30167217522127626,1.0558333027000826,0.32769192384298046,35.0,2023-12-05 23:54:46.108354,2023-12-05 23:54:46.300685,0 days 00:00:00.192331,2.150492982580584,8,16,216,32,84,72,8,5,COMPLETE
261,1.5023353458572781,1.6969750681904643,3.6555275568413306,44.15584415584416,2023-12-05 23:54:46.301438,2023-12-05 23:54:46.496860,0 days 00:00:00.195422,2.3436671035392833,48,28,176,32,204,24,12,5,COMPLETE
262,0.30118631450192285,1.0312689418400562,0.3241189910018743,31.446540880503143,2023-12-05 23:54:46.497620,2023-12-05 23:54:46.690346,0 days 00:00:00.192726,1.9030566348881097,40,8,120,24,36,48,44,5,COMPLETE
263,1.8035773854840806,1.5926012727691308,5.646847776725308,43.13725490196079,2023-12-05 23:54:46.691098,2023-12-05 23:54:46.884419,0 days 00:00:00.193321,2.6865291176194868,52,4,176,32,36,144,44,5,COMPLETE
264,0.6379108307628382,1.1772246974614737,0.7833670107274042,44.18604651162791,2023-12-05 23:54:46.885132,2023-12-05 23:54:47.078352,0 days 00:00:00.193220,2.6865291176194868,68,8,84,20,144,96,12,5,COMPLETE
265,0.9788474383652411,1.3286279051514303,1.9049536637802231,47.43589743589743,2023-12-05 23:54:47.079369,2023-12-05 23:54:47.273394,0 days 00:00:00.194025,2.4994054890807345,52,16,216,24,120,48,24,5,COMPLETE
266,0.784259060177683,1.259132582112873,1.2112113609934434,44.0,2023-12-05 23:54:47.274118,2023-12-05 23:54:47.466763,0 days 00:00:00.192645,2.086254226828143,52,20,188,16,192,48,24,5,COMPLETE
267,0.5606525226491225,1.0704100941019283,1.2048322551704715,34.78260869565217,2023-12-05 23:54:47.467480,2023-12-05 23:54:47.660784,0 days 00:00:00.193304,1.8751016175227577,60,4,44,12,156,168,44,5,COMPLETE
268,1.2803012760281036,1.416068813858537,2.0747195010910233,44.0,2023-12-05 23:54:47.661544,2023-12-05 23:54:47.855388,0 days 00:00:00.193844,2.824931893905129,48,8,144,60,204,120,8,5,COMPLETE
269,-0.5337839515321978,0.8989960824303277,-1.0097715907081213,29.20353982300885,2023-12-05 23:54:47.856131,2023-12-05 23:54:48.048317,0 days 00:00:00.192186,1.7640068580390174,28,28,128,24,12,144,20,5,COMPLETE
270,0.08580077123641969,1.0147055825717874,-0.05240042809074866,36.03603603603604,2023-12-05 23:54:48.049030,2023-12-05 23:54:48.420804,0 days 00:00:00.371774,2.6865291176194868,24,24,132,48,36,144,68,5,COMPLETE
271,-0.9898804180064129,0.7307674228137764,-1.4338937830281533,31.645569620253166,2023-12-05 23:54:48.421714,2023-12-05 23:54:48.622571,0 days 00:00:00.200857,2.2642927413884153,48,72,176,20,24,120,56,5,COMPLETE
272,1.31408363168221,1.2650317722872795,3.207169410679282,40.67796610169492,2023-12-05 23:54:48.623317,2023-12-05 23:54:48.831704,0 days 00:00:00.208387,2.6865291176194868,52,4,52,20,216,144,44,5,COMPLETE
273,1.7593634381081842,1.6062142819706178,5.268725006468828,37.5,2023-12-05 23:54:48.832463,2023-12-05 23:54:49.043254,0 days 00:00:00.210791,2.373583458863998,60,24,136,16,216,120,24,5,COMPLETE
274,0.1446677975171642,0.9991662416108817,0.009874235719851163,45.67901234567901,2023-12-05 23:54:49.044089,2023-12-05 23:54:49.259357,0 days 00:00:00.215268,2.086254226828143,40,28,216,32,72,192,12,5,COMPLETE
275,1.9666458909894244,1.7773187830879449,6.761207269211917,46.98795180722892,2023-12-05 23:54:49.260140,2023-12-05 23:54:49.468493,0 days 00:00:00.208353,2.095051337347122,28,32,176,32,192,24,12,5,COMPLETE
276,0.2622973015893255,1.036153053719004,0.20120962525471528,32.323232323232325,2023-12-05 23:54:49.469224,2023-12-05 23:54:49.684778,0 days 00:00:00.215554,2.6684644384310463,20,28,72,52,12,24,20,5,COMPLETE
277,-1.3849661866325975,0.713597952147823,-1.1204663394980188,38.04347826086957,2023-12-05 23:54:49.685557,2023-12-05 23:54:49.895843,0 days 00:00:00.210286,2.7348814902385596,68,4,132,48,36,144,20,5,COMPLETE
278,0.7202875334470078,1.2545167313610934,1.3090522472013446,35.294117647058826,2023-12-05 23:54:49.896621,2023-12-05 23:54:50.113049,0 days 00:00:00.216428,2.2832918445373966,40,28,72,12,12,24,20,5,COMPLETE
279,-0.35069100307520096,0.923399540022817,-0.4885630504518708,33.33333333333333,2023-12-05 23:54:50.114042,2023-12-05 23:54:50.322752,0 days 00:00:00.208710,1.8751016175227577,24,4,188,32,36,48,8,5,COMPLETE
280,0.570630201976927,1.147828890364174,0.8896078113383266,27.710843373493976,2023-12-05 23:54:50.323619,2023-12-05 23:54:50.526533,0 days 00:00:00.202914,2.7685139087971793,52,48,64,32,108,48,72,5,COMPLETE
281,0.5045362487812816,1.1467233407811768,0.6743753278405982,41.53846153846154,2023-12-05 23:54:50.527450,2023-12-05 23:54:50.738658,0 days 00:00:00.211208,2.002747014804295,68,16,144,12,96,24,56,5,COMPLETE
282,0.0691558706709189,0.9849350936041871,-0.06715744786102613,35.483870967741936,2023-12-05 23:54:50.739441,2023-12-05 23:54:50.941888,0 days 00:00:00.202447,2.373583458863998,60,20,136,72,120,120,20,5,COMPLETE
283,0.6142767201672205,1.1917525399211024,0.7468382175458088,46.478873239436616,2023-12-05 23:54:50.942695,2023-12-05 23:54:51.146501,0 days 00:00:00.203806,2.086254226828143,52,48,216,16,132,48,24,5,COMPLETE
284,0.4637053322740947,1.1299045632218394,0.3548367824549948,47.82608695652174,2023-12-05 23:54:51.147252,2023-12-05 23:54:51.349528,0 days 00:00:00.202276,2.0841378778590673,68,48,136,24,192,24,44,5,COMPLETE
285,1.2918287359663003,1.4346500127606292,2.2830896861554457,38.20224719101123,2023-12-05 23:54:51.350270,2023-12-05 23:54:51.553270,0 days 00:00:00.203000,2.095051337347122,28,68,176,32,144,144,12,5,COMPLETE
286,0.84262479213197,1.4487915554141724,1.4116976171358175,40.476190476190474,2023-12-05 23:54:51.554017,2023-12-05 23:54:51.754673,0 days 00:00:00.200656,2.824931893905129,64,64,132,32,192,24,32,5,COMPLETE
287,0.9290849502021821,1.1729902992529175,2.0483388302832393,33.734939759036145,2023-12-05 23:54:51.755423,2023-12-05 23:54:51.956964,0 days 00:00:00.201541,1.8433204967219554,48,16,144,24,204,192,32,5,COMPLETE
288,0.3598061895179249,1.086079005030368,0.3900931385950922,33.0,2023-12-05 23:54:51.957738,2023-12-05 23:54:52.161452,0 days 00:00:00.203714,2.2642927413884153,40,16,124,36,48,144,56,5,COMPLETE
289,2.335621104818108,1.8513523016993458,8.308989730425768,43.01075268817204,2023-12-05 23:54:52.162335,2023-12-05 23:54:52.365204,0 days 00:00:00.202869,2.824931893905129,68,8,124,20,204,96,4,5,COMPLETE
290,0.6042071557036739,1.1612345662752284,0.7028533373248077,39.325842696629216,2023-12-05 23:54:52.365956,2023-12-05 23:54:52.567903,0 days 00:00:00.201947,2.824931893905129,64,8,124,40,72,96,20,5,COMPLETE
291,1.693205711254686,2.0064521454757323,4.175368221416735,41.81818181818181,2023-12-05 23:54:52.568664,2023-12-05 23:54:52.768018,0 days 00:00:00.199354,2.7348814902385596,68,20,128,12,144,24,20,5,COMPLETE
292,1.3642755956057862,1.455045047003783,4.312409755012733,49.0,2023-12-05 23:54:52.768738,2023-12-05 23:54:52.972441,0 days 00:00:00.203703,2.095051337347122,24,20,176,32,144,24,12,5,COMPLETE
293,2.126990376873331,1.9192288765284737,5.927784041040146,47.368421052631575,2023-12-05 23:54:52.973239,2023-12-05 23:54:53.174844,0 days 00:00:00.201605,2.5181364639738106,28,36,176,32,108,144,12,5,COMPLETE
294,0.8002411876233617,1.232507797625318,1.6456644887914826,37.96296296296296,2023-12-05 23:54:53.175611,2023-12-05 23:54:53.377795,0 days 00:00:00.202184,2.086254226828143,28,4,216,20,216,192,20,5,COMPLETE
295,1.4623675880134261,1.3920614907450088,3.561755261125118,35.59322033898305,2023-12-05 23:54:53.378652,2023-12-05 23:54:53.582818,0 days 00:00:00.204166,2.7348814902385596,24,16,116,36,192,144,40,5,COMPLETE
296,2.0470849871097836,1.7901015215514975,6.180160067114785,40.78947368421053,2023-12-05 23:54:53.583613,2023-12-05 23:54:53.787196,0 days 00:00:00.203583,2.800590049162424,56,16,144,36,204,144,8,5,COMPLETE
297,0.917601259999683,1.3311763777401016,2.0244863168793605,38.028169014084504,2023-12-05 23:54:53.787962,2023-12-05 23:54:53.989589,0 days 00:00:00.201627,2.7348814902385596,28,16,144,40,84,24,32,5,COMPLETE
298,0.029320927777624343,0.9996018382124064,-0.17964960201346733,34.73684210526316,2023-12-05 23:54:53.990365,2023-12-05 23:54:54.191862,0 days 00:00:00.201497,2.6865291176194868,48,20,188,36,36,120,56,5,COMPLETE
299,-0.3841977926316736,0.8670440825904074,-0.793965898161617,36.79245283018868,2023-12-05 23:54:54.192618,2023-12-05 23:54:54.395511,0 days 00:00:00.202893,2.824931893905129,28,8,176,32,144,96,12,5,COMPLETE
300,1.3221325007563456,1.4193841913438217,3.6165242261508252,38.94736842105263,2023-12-05 23:54:54.398860,2023-12-05 23:54:54.604224,0 days 00:00:00.205364,2.7348814902385596,56,4,188,36,156,144,44,5,COMPLETE
301,0.9574424745836754,1.3386633819586817,2.286121114360697,32.78688524590164,2023-12-05 23:54:54.604979,2023-12-05 23:54:54.807214,0 days 00:00:00.202235,2.2642927413884153,64,24,124,40,72,48,44,5,COMPLETE
302,0.30118631450192285,1.0312689418400562,0.3241189910018743,31.446540880503143,2023-12-05 23:54:54.807963,2023-12-05 23:54:55.007857,0 days 00:00:00.199894,1.5254100086722233,40,8,120,24,24,48,44,5,COMPLETE
303,1.6763004542215543,1.4307425340995423,5.424770389810477,39.71631205673759,2023-12-05 23:54:55.008574,2023-12-05 23:54:55.209892,0 days 00:00:00.201318,1.8751016175227577,56,16,188,36,48,120,40,5,COMPLETE
304,0.6026200322928813,1.082286555054779,0.6603197947968047,40.09216589861751,2023-12-05 23:54:55.210664,2023-12-05 23:54:55.413070,0 days 00:00:00.202406,1.516966734702412,52,4,136,36,36,120,12,5,COMPLETE
305,-1.436507036852382,0.710610344364643,-1.0854373930310117,30.851063829787233,2023-12-05 23:54:55.413997,2023-12-05 23:54:55.616956,0 days 00:00:00.202959,2.150492982580584,52,20,24,8,60,72,8,5,COMPLETE
306,1.2988619838084212,1.436110803256918,2.361044235128391,32.5,2023-12-05 23:54:55.617758,2023-12-05 23:54:55.819008,0 days 00:00:00.201250,2.7685139087971793,52,48,136,16,192,48,4,5,COMPLETE
307,-0.14642222421768378,0.9433011971024976,-0.3308563052077488,34.50292397660819,2023-12-05 23:54:55.819850,2023-12-05 23:54:56.025532,0 days 00:00:00.205682,1.6279863872793763,68,24,184,36,144,216,4,5,COMPLETE
308,1.810070129113884,1.4804986014549826,4.706381494713224,39.62264150943396,2023-12-05 23:54:56.026306,2023-12-05 23:54:56.226993,0 days 00:00:00.200687,2.6865291176194868,64,8,64,36,192,144,40,5,COMPLETE
309,2.5016380692391844,1.645073262121386,10.318661494251382,43.07692307692308,2023-12-05 23:54:56.227834,2023-12-05 23:54:56.456908,0 days 00:00:00.229074,2.824931893905129,24,8,132,32,204,96,36,6,COMPLETE
310,2.5580028789970903,2.5410016510299016,11.127712539391702,47.22222222222222,2023-12-05 23:54:56.457700,2023-12-05 23:54:56.676734,0 days 00:00:00.219034,2.824931893905129,64,8,176,64,60,120,12,6,COMPLETE
311,2.523566519633852,2.559893503051276,8.902575769859867,52.94117647058824,2023-12-05 23:54:56.677529,2023-12-05 23:54:56.879879,0 days 00:00:00.202350,2.7348814902385596,24,64,168,32,192,24,32,6,COMPLETE
312,2.029143456145827,2.0632753100668797,5.375922201352602,43.39622641509434,2023-12-05 23:54:56.880826,2023-12-05 23:54:57.084415,0 days 00:00:00.203589,2.373583458863998,60,60,44,36,60,168,44,6,COMPLETE
313,-0.5453557799531336,0.8324710338286706,-0.6561624860070367,32.18390804597701,2023-12-05 23:54:57.085277,2023-12-05 23:54:57.286691,0 days 00:00:00.201414,2.086254226828143,64,20,124,32,144,144,20,6,COMPLETE
314,2.069924305262571,1.7770992726400354,4.929897735409652,34.92063492063492,2023-12-05 23:54:57.287481,2023-12-05 23:54:57.485670,0 days 00:00:00.198189,2.6865291176194868,52,60,128,4,192,72,60,6,COMPLETE
315,1.2247148368112086,1.3524479325334993,1.7594557511670463,42.857142857142854,2023-12-05 23:54:57.486399,2023-12-05 23:54:57.687052,0 days 00:00:00.200653,2.7106846470142227,20,20,216,60,144,48,12,6,COMPLETE
316,-0.3143514063868019,0.8421785352689393,-0.5232253573173853,43.75,2023-12-05 23:54:57.687886,2023-12-05 23:54:57.888466,0 days 00:00:00.200580,2.086254226828143,60,32,216,28,132,48,24,6,COMPLETE
317,0.023922042738904904,0.9703096054475566,-0.17993117576946988,41.41414141414141,2023-12-05 23:54:57.889382,2023-12-05 23:54:58.092746,0 days 00:00:00.203364,2.002253860882952,48,28,216,24,120,216,24,6,COMPLETE
318,0.9947013542744338,1.3127081747072191,1.8293900537211698,30.666666666666664,2023-12-05 23:54:58.093504,2023-12-05 23:54:58.294262,0 days 00:00:00.200758,2.095051337347122,52,64,116,32,192,144,32,6,COMPLETE
319,1.983343157213816,1.593896155305526,6.150035094556342,40.42553191489361,2023-12-05 23:54:58.295034,2023-12-05 23:54:58.495694,0 days 00:00:00.200660,2.2495884240824306,64,8,132,32,12,96,36,6,COMPLETE
320,2.578406333424059,1.7629229858163966,7.947623943159861,42.201834862385326,2023-12-05 23:54:58.496689,2023-12-05 23:54:58.700162,0 days 00:00:00.203473,2.6865291176194868,48,4,132,52,36,120,44,6,COMPLETE
321,1.7609229503191681,1.74837399386196,4.08715296718358,46.98795180722892,2023-12-05 23:54:58.700968,2023-12-05 23:54:58.899941,0 days 00:00:00.198973,2.095051337347122,52,4,176,4,192,144,8,6,COMPLETE
322,1.4158180911314622,1.533163945479414,3.0692793809525534,41.55844155844156,2023-12-05 23:54:58.900672,2023-12-05 23:54:59.100953,0 days 00:00:00.200281,2.9574973031615905,52,16,128,12,120,48,20,6,COMPLETE
323,2.1002107969694253,1.7566889327139596,7.669847563852675,38.88888888888889,2023-12-05 23:54:59.101672,2023-12-05 23:54:59.304756,0 days 00:00:00.203084,2.4994054890807345,64,16,136,24,60,120,44,6,COMPLETE
324,1.135220068094125,1.3493380034903075,2.977067269380889,41.41414141414141,2023-12-05 23:54:59.305609,2023-12-05 23:54:59.505008,0 days 00:00:00.199399,2.7685139087971793,52,4,208,24,132,144,44,6,COMPLETE
325,0.17426771789630627,1.0192441103004302,0.09122932596819704,37.142857142857146,2023-12-05 23:54:59.505748,2023-12-05 23:54:59.712556,0 days 00:00:00.206808,2.7348814902385596,28,20,188,32,192,24,56,6,COMPLETE
326,1.7986293541991185,1.5225578628818615,4.153918233645142,42.34234234234234,2023-12-05 23:54:59.713651,2023-12-05 23:54:59.924255,0 days 00:00:00.210604,2.4994054890807345,52,28,72,24,12,192,32,6,COMPLETE
327,3.2813794484791665,2.845057112686766,21.069610238759452,47.87234042553192,2023-12-05 23:54:59.925003,2023-12-05 23:55:00.135142,0 days 00:00:00.210139,2.7685139087971793,24,48,176,44,72,144,12,6,COMPLETE
328,1.1992491731498198,1.3954412360730848,2.8536502990931294,40.44943820224719,2023-12-05 23:55:00.136142,2023-12-05 23:55:00.347463,0 days 00:00:00.211321,2.6865291176194868,56,4,188,16,36,144,68,6,COMPLETE
329,-0.12383192476396254,0.8979917650277771,-0.27767955070665634,34.92063492063492,2023-12-05 23:55:00.348212,2023-12-05 23:55:00.549433,0 days 00:00:00.201221,2.5143936221360894,68,48,128,12,132,48,20,6,COMPLETE
330,1.9906307725931198,1.7388913738882472,6.100901057598726,38.372093023255815,2023-12-05 23:55:00.550229,2023-12-05 23:55:00.750775,0 days 00:00:00.200546,2.800590049162424,64,16,124,36,156,144,40,6,COMPLETE
331,-0.10829664298869092,0.9452853637497652,-0.1727291940916085,38.095238095238095,2023-12-05 23:55:00.751556,2023-12-05 23:55:00.953759,0 days 00:00:00.202203,2.7348814902385596,64,20,40,64,168,24,36,6,COMPLETE
332,1.7159585148881615,2.087428355393203,4.531538343741068,42.857142857142854,2023-12-05 23:55:00.954607,2023-12-05 23:55:01.154744,0 days 00:00:00.200137,2.3283809435114446,68,20,136,20,192,24,20,6,COMPLETE
333,-1.5885308128156588,0.7155258257241742,-1.319514710751686,28.57142857142857,2023-12-05 23:55:01.155479,2023-12-05 23:55:01.354199,0 days 00:00:00.198720,1.8751016175227577,24,4,116,36,156,24,44,6,COMPLETE
334,1.1632452199545869,1.244758441630399,2.280555455582311,36.92307692307693,2023-12-05 23:55:01.354958,2023-12-05 23:55:01.556169,0 days 00:00:00.201211,2.6865291176194868,28,8,72,32,192,144,12,6,COMPLETE
335,-1.052129463292926,0.6630665444623187,-0.8672357239566145,31.914893617021278,2023-12-05 23:55:01.556998,2023-12-05 23:55:01.766926,0 days 00:00:00.209928,2.6543442361659686,68,48,136,44,60,24,24,6,COMPLETE
336,2.2100641246247936,1.701815788573834,6.786573151106507,40.909090909090914,2023-12-05 23:55:01.767726,2023-12-05 23:55:01.967585,0 days 00:00:00.199859,2.4032753808645424,28,20,124,32,108,144,12,6,COMPLETE
337,-1.1239817735447684,0.5561482395567139,-1.1483110231272327,38.88888888888889,2023-12-05 23:55:01.968393,2023-12-05 23:55:02.176694,0 days 00:00:00.208301,2.7348814902385596,68,60,176,36,108,144,12,6,COMPLETE
338,0.7358515607083189,1.2103560604415828,1.0000403652306928,30.526315789473685,2023-12-05 23:55:02.177526,2023-12-05 23:55:02.374787,0 days 00:00:00.197261,2.373583458863998,60,20,136,4,12,192,20,6,COMPLETE
339,1.1924030283980451,1.3001524978603125,2.0726511661099463,40.963855421686745,2023-12-05 23:55:02.375526,2023-12-05 23:55:02.575344,0 days 00:00:00.199818,2.150492982580584,72,16,144,32,144,168,20,6,COMPLETE
340,-0.19288074045017167,0.9018911438294825,-0.2588605282595148,43.13725490196079,2023-12-05 23:55:02.576122,2023-12-05 23:55:02.776230,0 days 00:00:00.200108,2.790007066873064,68,20,188,72,156,24,44,6,COMPLETE
341,1.4813962922141195,1.4023093825901254,3.517186054366621,40.38461538461539,2023-12-05 23:55:02.777009,2023-12-05 23:55:02.976299,0 days 00:00:00.199290,2.086254226828143,56,28,72,24,144,192,32,6,COMPLETE
342,1.6761789619976966,1.7973877489976482,5.041163121258216,38.46153846153847,2023-12-05 23:55:02.977136,2023-12-05 23:55:03.175970,0 days 00:00:00.198834,2.150492982580584,68,16,208,8,84,72,8,6,COMPLETE
343,1.2843464885937963,1.3448479794507673,3.02900570070934,34.82142857142857,2023-12-05 23:55:03.176760,2023-12-05 23:55:03.376353,0 days 00:00:00.199593,1.7997903799091461,72,56,116,32,192,24,72,6,COMPLETE
344,-0.466405276934767,0.8903075376507887,-0.716279863590528,32.4468085106383,2023-12-05 23:55:03.377160,2023-12-05 23:55:03.575695,0 days 00:00:00.198535,1.6604853741919516,24,8,116,36,60,24,36,6,COMPLETE
345,1.0541180608681076,1.375355293639282,1.6129876181060805,46.15384615384615,2023-12-05 23:55:03.576443,2023-12-05 23:55:03.777347,0 days 00:00:00.200904,2.2965860168241172,64,8,124,20,144,96,12,6,COMPLETE
346,0.3862737146104478,1.111690503754767,0.38857447023084124,31.506849315068493,2023-12-05 23:55:03.778181,2023-12-05 23:55:03.977326,0 days 00:00:00.199145,2.6865291176194868,52,56,176,32,192,24,12,6,COMPLETE
347,1.3598827450674704,1.4606428572698171,2.9067097307638177,37.9746835443038,2023-12-05 23:55:03.978066,2023-12-05 23:55:04.365121,0 days 00:00:00.387055,2.150492982580584,60,24,128,28,204,120,68,6,COMPLETE
348,1.6765665396922496,1.4548784896736222,2.6257786676549855,39.784946236559136,2023-12-05 23:55:04.365839,2023-12-05 23:55:04.572085,0 days 00:00:00.206246,2.824931893905129,56,24,136,20,204,96,4,6,COMPLETE
349,0.516245949755337,1.1700630356881068,0.7962352945177105,35.82089552238806,2023-12-05 23:55:04.572878,2023-12-05 23:55:04.778353,0 days 00:00:00.205475,2.824931893905129,28,72,176,32,60,24,36,6,COMPLETE
350,-0.12038558585305609,0.9110133446506569,-0.34357882595527545,40.32258064516129,2023-12-05 23:55:04.779282,2023-12-05 23:55:04.984249,0 days 00:00:00.204967,2.6865291176194868,48,28,208,32,108,24,44,6,COMPLETE
351,1.8869251721787412,1.9680467289682457,5.22289743462616,42.64705882352941,2023-12-05 23:55:04.985165,2023-12-05 23:55:05.190759,0 days 00:00:00.205594,2.150492982580584,68,16,144,32,192,72,8,6,COMPLETE
352,0.6972365231649718,1.099091670706214,1.0938377357655507,32.20338983050847,2023-12-05 23:55:05.191711,2023-12-05 23:55:05.396591,0 days 00:00:00.204880,1.9350591470976934,40,20,208,12,36,144,20,6,COMPLETE
353,0.9977206280207529,1.2521379808098234,1.9140776346605257,34.285714285714285,2023-12-05 23:55:05.397427,2023-12-05 23:55:05.604227,0 days 00:00:00.206800,2.824931893905129,52,8,176,20,144,96,44,6,COMPLETE
