number,sharpe_ratio,profit factor,calmar_ratio,win rate,datetime_start,datetime_complete,duration,params_BBand_mult,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,params_OI_window_rank,params_OI_window_rank_MA,params_RV_period,params_RV_window,system_attrs_nsga2:generation,state
496,3.277804619723335,2.563686892660825,22.59676804423742,50.0,2023-12-05 23:55:35.142705,2023-12-05 23:55:35.349619,0 days 00:00:00.206914,2.095051337347122,24,20,176,32,192,120,12,9,COMPLETE
497,0.5733367905024854,1.1103661987789495,0.7801660514144357,30.0,2023-12-05 23:55:35.350529,2023-12-05 23:55:35.556332,0 days 00:00:00.205803,2.095051337347122,12,4,168,32,192,144,12,9,COMPLETE
498,0.7388624409727368,1.226786714696528,1.1541208319035097,34.177215189873415,2023-12-05 23:55:35.557249,2023-12-05 23:55:35.787954,0 days 00:00:00.230705,2.0841378778590673,64,48,188,40,192,144,44,9,COMPLETE
499,-1.561205841560573,0.663115642232186,-1.1873820373232151,31.61764705882353,2023-12-05 23:55:35.788782,2023-12-05 23:55:35.991209,0 days 00:00:00.202427,1.8751016175227577,56,20,176,36,156,24,44,9,COMPLETE
500,1.289580233352911,1.3152252642772957,3.3536420085775176,37.00787401574803,2023-12-05 23:55:35.992086,2023-12-05 23:55:36.198828,0 days 00:00:00.206742,2.4994054890807345,24,12,176,44,72,120,44,9,COMPLETE
501,2.690475666438996,1.9692445027224592,14.661978591558734,43.47826086956522,2023-12-05 23:55:36.200067,2023-12-05 23:55:36.401231,0 days 00:00:00.201164,2.824931893905129,24,8,176,20,60,120,12,9,COMPLETE
502,,,,,2023-12-05 23:55:36.402065,2023-12-05 23:55:36.605011,0 days 00:00:00.202946,2.1944578806050323,56,28,28,36,84,168,12,9,FAIL
503,1.2734309838545983,1.35689506438415,3.4660316639439386,41.66666666666667,2023-12-05 23:55:36.606164,2023-12-05 23:55:36.805800,0 days 00:00:00.199636,2.1944578806050323,24,20,176,32,120,120,72,9,COMPLETE
504,1.0481575619252148,1.3296400526713579,2.6356157175678576,39.784946236559136,2023-12-05 23:55:36.806632,2023-12-05 23:55:37.006479,0 days 00:00:00.199847,2.1944578806050323,52,20,176,32,144,144,52,9,COMPLETE
505,-0.7868140608078713,0.624254754163611,-0.9949019239150336,41.17647058823529,2023-12-05 23:55:37.007290,2023-12-05 23:55:37.207548,0 days 00:00:00.200258,2.6865291176194868,52,60,168,72,192,24,32,9,COMPLETE
506,-0.9816247984278127,0.799365492661804,-1.0902196374326338,30.0,2023-12-05 23:55:37.208409,2023-12-05 23:55:37.408139,0 days 00:00:00.199730,1.605759601761429,24,24,176,32,60,120,20,9,COMPLETE
507,3.263291625541725,2.6704229209255645,24.028910130096936,49.51456310679612,2023-12-05 23:55:37.408948,2023-12-05 23:55:37.607935,0 days 00:00:00.198987,2.9394641823700813,24,24,176,36,36,144,12,9,COMPLETE
508,2.250460950922193,2.0188858447233486,8.267353003066315,44.31818181818182,2023-12-05 23:55:37.608810,2023-12-05 23:55:37.808313,0 days 00:00:00.199503,2.7685139087971793,28,48,176,44,60,144,12,9,COMPLETE
509,2.335621104818108,1.8513523016993458,8.308989730425768,43.01075268817204,2023-12-05 23:55:37.809170,2023-12-05 23:55:38.009471,0 days 00:00:00.200301,2.014996700387421,68,8,124,20,204,96,4,9,COMPLETE
510,2.378884586083187,2.392585416977978,9.930174820787341,52.85714285714286,2023-12-05 23:55:38.010399,2023-12-05 23:55:38.212319,0 days 00:00:00.201920,2.095051337347122,52,36,176,32,120,144,12,9,COMPLETE
511,2.3465242920134566,2.264374899648021,9.571851114761863,47.368421052631575,2023-12-05 23:55:38.213340,2023-12-05 23:55:38.609798,0 days 00:00:00.396458,2.7685139087971793,48,28,176,20,24,120,12,9,COMPLETE
512,2.3465242920134566,2.264374899648021,9.571851114761863,47.368421052631575,2023-12-05 23:55:38.610658,2023-12-05 23:55:38.849832,0 days 00:00:00.239174,2.1944578806050323,48,28,176,32,132,120,12,10,COMPLETE
513,3.263291625541725,2.6704229209255645,24.028910130096936,49.51456310679612,2023-12-05 23:55:38.850664,2023-12-05 23:55:39.064940,0 days 00:00:00.214276,2.9394641823700813,24,24,176,36,36,144,12,10,COMPLETE
514,1.2608250182591065,1.4884346958679713,2.166572917746819,52.56410256410257,2023-12-05 23:55:39.065790,2023-12-05 23:55:39.282810,0 days 00:00:00.217020,2.824931893905129,64,8,136,32,60,96,12,10,COMPLETE
515,3.263291625541725,2.6704229209255645,24.028910130096936,49.51456310679612,2023-12-05 23:55:39.283731,2023-12-05 23:55:39.497781,0 days 00:00:00.214050,2.095051337347122,24,24,176,36,36,144,12,10,COMPLETE
516,3.263291625541725,2.6704229209255645,24.028910130096936,49.51456310679612,2023-12-05 23:55:39.498618,2023-12-05 23:55:39.709925,0 days 00:00:00.211307,2.095051337347122,24,24,176,36,60,144,12,10,COMPLETE
517,1.7656051932084635,1.704932468727041,4.315067279617255,46.875,2023-12-05 23:55:39.710730,2023-12-05 23:55:39.913771,0 days 00:00:00.203041,2.7348814902385596,52,48,136,44,192,48,32,10,COMPLETE
518,-1.137295637125575,0.6745678689394097,-0.9424579450587307,37.5,2023-12-05 23:55:39.914573,2023-12-05 23:55:40.119471,0 days 00:00:00.204898,2.3723465300398536,68,4,176,32,192,144,20,10,COMPLETE
519,3.303298477059378,2.361469145597052,21.05105113277442,46.42857142857143,2023-12-05 23:55:40.120470,2023-12-05 23:55:40.337221,0 days 00:00:00.216751,2.095051337347122,24,24,136,64,36,120,12,10,COMPLETE
520,2.187567144757826,1.7908227540542554,10.056674525363102,47.78761061946903,2023-12-05 23:55:40.338204,2023-12-05 23:55:40.543496,0 days 00:00:00.205292,2.1944578806050323,24,20,176,20,144,192,12,10,COMPLETE
521,2.922382073795615,2.161931119645777,18.02313554236392,46.42857142857143,2023-12-05 23:55:40.544561,2023-12-05 23:55:40.751351,0 days 00:00:00.206790,2.824931893905129,24,8,188,32,36,144,12,10,COMPLETE
522,-0.8395771727616808,0.7236677291201753,-0.9087841883027514,39.75903614457831,2023-12-05 23:55:40.752215,2023-12-05 23:55:40.962465,0 days 00:00:00.210250,2.7685139087971793,52,44,176,36,84,144,24,10,COMPLETE
523,1.3642755956057862,1.455045047003783,4.312409755012733,49.0,2023-12-05 23:55:40.963244,2023-12-05 23:55:41.172561,0 days 00:00:00.209317,2.1944578806050323,24,20,176,32,144,24,12,10,COMPLETE
524,3.0219647643029086,2.2605187977321104,16.410673151941015,50.90909090909091,2023-12-05 23:55:41.173611,2023-12-05 23:55:41.385879,0 days 00:00:00.212268,2.9394641823700813,24,12,176,36,144,144,12,10,COMPLETE
525,0.8524595389915463,1.3363493227869712,1.0224926959826284,41.81818181818181,2023-12-05 23:55:41.387136,2023-12-05 23:55:41.599719,0 days 00:00:00.212583,2.095051337347122,52,4,168,32,192,24,32,10,COMPLETE
526,1.9666458909894244,1.7773187830879449,6.761207269211917,46.98795180722892,2023-12-05 23:55:41.600656,2023-12-05 23:55:41.810648,0 days 00:00:00.209992,2.7348814902385596,28,32,176,32,192,24,12,10,COMPLETE
527,1.198600371913747,1.3310533631203607,3.6121174749832217,38.297872340425535,2023-12-05 23:55:41.811539,2023-12-05 23:55:42.026892,0 days 00:00:00.215353,2.8268516305291413,24,48,188,32,60,120,72,10,COMPLETE
528,0.9279476840973848,1.206859702364903,1.7519622898816356,33.33333333333333,2023-12-05 23:55:42.027805,2023-12-05 23:55:42.235931,0 days 00:00:00.208126,2.9394641823700813,12,24,176,32,108,120,12,10,COMPLETE
529,1.3642755956057862,1.455045047003783,4.312409755012733,49.0,2023-12-05 23:55:42.236834,2023-12-05 23:55:42.447262,0 days 00:00:00.210428,2.095051337347122,24,20,176,44,144,24,12,10,COMPLETE
530,3.1997486185306347,2.594461977201788,22.918221382741464,49.532710280373834,2023-12-05 23:55:42.448102,2023-12-05 23:55:42.658956,0 days 00:00:00.210854,2.095051337347122,24,20,176,32,60,144,12,10,COMPLETE
531,3.263291625541725,2.6704229209255645,24.028910130096936,49.51456310679612,2023-12-05 23:55:42.659818,2023-12-05 23:55:42.883697,0 days 00:00:00.223879,2.9394641823700813,24,24,176,32,36,144,12,10,COMPLETE
532,2.5466593199703556,2.3155166376924767,10.279881278183455,49.382716049382715,2023-12-05 23:55:42.884515,2023-12-05 23:55:43.093409,0 days 00:00:00.208894,2.095051337347122,52,20,176,32,144,120,12,10,COMPLETE
533,1.6317085854029505,1.4520083800971963,4.1464644786872,37.333333333333336,2023-12-05 23:55:43.094229,2023-12-05 23:55:43.304038,0 days 00:00:00.209809,2.1944578806050323,24,8,132,36,192,24,32,10,COMPLETE
534,-0.9258938119837447,0.8314360466498983,-1.4704411732435663,27.685950413223143,2023-12-05 23:55:43.304828,2023-12-05 23:55:43.519286,0 days 00:00:00.214458,1.6326123745405576,24,24,176,32,36,72,12,10,COMPLETE
535,0.857499515346249,1.1948788099137275,1.9957754985976788,34.45378151260504,2023-12-05 23:55:43.520160,2023-12-05 23:55:43.727392,0 days 00:00:00.207232,2.824931893905129,24,16,132,32,204,240,36,10,COMPLETE
536,0.5362179979716084,1.1299978170128784,0.5406511674584557,32.83582089552239,2023-12-05 23:55:43.728347,2023-12-05 23:55:43.937756,0 days 00:00:00.209409,2.7348814902385596,52,60,52,32,192,240,16,10,COMPLETE
537,2.140532774872273,1.658293829403832,8.01191059424079,39.49579831932773,2023-12-05 23:55:43.938688,2023-12-05 23:55:44.147302,0 days 00:00:00.208614,2.824931893905129,24,28,192,20,24,120,36,10,COMPLETE
538,3.263291625541725,2.6704229209255645,24.028910130096936,49.51456310679612,2023-12-05 23:55:44.148180,2023-12-05 23:55:44.353664,0 days 00:00:00.205484,2.9394641823700813,24,24,176,36,36,144,12,10,COMPLETE
539,0.16728789310282371,1.0002218292239033,0.06565239778794126,31.770833333333332,2023-12-05 23:55:44.354506,2023-12-05 23:55:44.566031,0 days 00:00:00.211525,1.6003737178989308,24,8,104,32,144,24,64,10,COMPLETE
540,-0.6381620431335181,0.7512041174292137,-0.6906303699742999,43.63636363636363,2023-12-05 23:55:44.566892,2023-12-05 23:55:44.770462,0 days 00:00:00.203570,2.3723465300398536,68,68,136,8,120,144,12,10,COMPLETE
541,1.4880402207525956,1.742226666252342,3.6128679548797207,43.75,2023-12-05 23:55:44.771331,2023-12-05 23:55:44.973791,0 days 00:00:00.202460,2.7685139087971793,52,32,176,32,156,48,12,10,COMPLETE
542,2.1051496890323578,2.0532265651681243,7.335495527249893,43.05555555555556,2023-12-05 23:55:44.974685,2023-12-05 23:55:45.177725,0 days 00:00:00.203040,2.989762121460459,60,32,136,32,192,120,12,10,COMPLETE
543,2.702061815307128,2.545606331579228,9.671950560252926,43.83561643835616,2023-12-05 23:55:45.178597,2023-12-05 23:55:45.383760,0 days 00:00:00.205163,2.824931893905129,60,24,136,32,192,120,12,10,COMPLETE
544,0.7034469651067281,1.1982525097223071,1.0847044132373158,43.43434343434344,2023-12-05 23:55:45.384746,2023-12-05 23:55:45.592540,0 days 00:00:00.207794,2.1944578806050323,20,24,168,32,144,24,12,10,COMPLETE
545,3.2813794484791665,2.845057112686766,21.069610238759452,47.87234042553192,2023-12-05 23:55:45.593701,2023-12-05 23:55:45.805682,0 days 00:00:00.211981,2.9394641823700813,24,48,176,36,132,144,12,10,COMPLETE
546,0.15630705559983385,1.0304084444040018,0.06564137776461758,34.234234234234236,2023-12-05 23:55:45.806512,2023-12-05 23:55:46.016570,0 days 00:00:00.210058,2.824931893905129,24,24,188,68,120,144,40,10,COMPLETE
547,2.5088034219568587,2.5359325906021057,8.709191041938432,50.0,2023-12-05 23:55:46.017507,2023-12-05 23:55:46.230651,0 days 00:00:00.213144,2.1944578806050323,24,60,176,56,144,24,32,10,COMPLETE
548,1.3536452824540426,1.280148028425636,3.0655814363455773,37.391304347826086,2023-12-05 23:55:46.231509,2023-12-05 23:55:46.441803,0 days 00:00:00.210294,2.4994054890807345,28,4,132,24,36,72,32,10,COMPLETE
549,2.523566519633852,2.559893503051276,8.902575769859867,52.94117647058824,2023-12-05 23:55:46.442667,2023-12-05 23:55:46.646429,0 days 00:00:00.203762,2.7348814902385596,24,64,168,32,192,24,32,10,COMPLETE
550,0.03660431107942939,0.9870830740877322,-0.1717581581353616,36.7816091954023,2023-12-05 23:55:46.647295,2023-12-05 23:55:46.854763,0 days 00:00:00.207468,1.8058520567717897,52,36,176,32,144,48,12,10,COMPLETE
551,-0.032644824081402866,0.9645304195477253,-0.21441396366544466,35.60606060606061,2023-12-05 23:55:46.855763,2023-12-05 23:55:47.060498,0 days 00:00:00.204735,2.4965270109622075,24,20,68,32,192,48,12,10,COMPLETE
552,3.5044645215877686,2.525609239674995,16.6477295726935,45.45454545454545,2023-12-05 23:55:47.061326,2023-12-05 23:55:47.265570,0 days 00:00:00.204244,2.4994054890807345,52,16,84,32,60,120,12,10,COMPLETE
553,2.2985532885139235,2.309055532010756,6.114530220571043,50.0,2023-12-05 23:55:47.266640,2023-12-05 23:55:47.468069,0 days 00:00:00.201429,2.7808836715763707,24,60,168,4,168,24,32,10,COMPLETE
554,2.5466593199703556,2.3155166376924767,10.279881278183455,49.382716049382715,2023-12-05 23:55:47.468976,2023-12-05 23:55:47.677700,0 days 00:00:00.208724,2.095051337347122,52,20,176,32,60,120,12,10,COMPLETE
555,,,,,2023-12-05 23:55:47.678564,2023-12-05 23:55:47.884260,0 days 00:00:00.205696,2.9394641823700813,4,24,132,36,36,144,12,10,FAIL
556,3.277804619723335,2.563686892660825,22.59676804423742,50.0,2023-12-05 23:55:47.885601,2023-12-05 23:55:48.090485,0 days 00:00:00.204884,2.095051337347122,24,20,176,32,192,120,12,10,COMPLETE
557,1.5138202435477743,1.3073323557523155,4.834251044640682,33.035714285714285,2023-12-05 23:55:48.091587,2023-12-05 23:55:48.296159,0 days 00:00:00.204572,1.7915472109904558,24,48,176,32,192,144,12,10,COMPLETE
558,1.2782344290673813,1.617488478298932,3.4354064142879066,36.206896551724135,2023-12-05 23:55:48.297201,2023-12-05 23:55:48.500270,0 days 00:00:00.203069,2.36264437934922,68,20,176,32,192,24,72,10,COMPLETE
559,2.5466593199703556,2.3155166376924767,10.279881278183455,49.382716049382715,2023-12-05 23:55:48.501262,2023-12-05 23:55:48.705830,0 days 00:00:00.204568,2.095051337347122,52,20,176,32,192,120,12,10,COMPLETE
560,2.5799261340243045,1.8835500734543733,9.134501457595825,40.625,2023-12-05 23:55:48.706737,2023-12-05 23:55:48.909772,0 days 00:00:00.203035,2.4994054890807345,60,4,132,4,192,120,32,10,COMPLETE
561,3.1997486185306347,2.594461977201788,22.918221382741464,49.532710280373834,2023-12-05 23:55:48.910768,2023-12-05 23:55:49.116727,0 days 00:00:00.205959,2.095051337347122,24,20,176,32,60,144,12,10,COMPLETE
562,1.0975718095007294,1.1708419880121834,2.8246498041048147,31.048387096774192,2023-12-05 23:55:49.117657,2023-12-05 23:55:49.328849,0 days 00:00:00.211192,1.8302814891993644,24,20,176,32,60,144,12,10,COMPLETE
563,2.4716106126948443,2.4038565957961593,10.077988742656718,48.64864864864865,2023-12-05 23:55:49.329690,2023-12-05 23:55:49.560233,0 days 00:00:00.230543,2.095051337347122,60,20,176,32,192,120,12,11,COMPLETE
564,0.9711865302614547,1.3018337743744788,2.1577079031025894,36.25,2023-12-05 23:55:49.561097,2023-12-05 23:55:49.774210,0 days 00:00:00.213113,2.9394641823700813,32,64,176,32,192,24,12,11,COMPLETE
565,2.922382073795615,2.161931119645777,18.02313554236392,46.42857142857143,2023-12-05 23:55:49.775529,2023-12-05 23:55:49.984207,0 days 00:00:00.208678,2.3143299526008194,24,8,188,32,36,144,12,11,COMPLETE
566,1.7966878250327873,1.6007008389172859,5.332796233051475,40.21739130434783,2023-12-05 23:55:49.985085,2023-12-05 23:55:50.190578,0 days 00:00:00.205493,2.824931893905129,52,16,136,64,60,144,32,11,COMPLETE
567,0.291438815372897,1.0525698386203988,0.22210516057896157,36.19047619047619,2023-12-05 23:55:50.191453,2023-12-05 23:55:50.394114,0 days 00:00:00.202661,2.7348814902385596,24,64,176,32,168,144,32,11,COMPLETE
568,1.0412836299800161,1.3422258574953352,2.1632250065673015,36.04651162790697,2023-12-05 23:55:50.395058,2023-12-05 23:55:50.598829,0 days 00:00:00.203771,2.095051337347122,56,4,176,60,204,24,12,11,COMPLETE
569,-0.35054025888296114,0.8917774190742564,-0.7660996891808467,32.857142857142854,2023-12-05 23:55:50.599845,2023-12-05 23:55:50.801888,0 days 00:00:00.202043,2.9394641823700813,68,60,176,36,36,144,72,11,COMPLETE
570,3.277804619723335,2.563686892660825,22.59676804423742,50.0,2023-12-05 23:55:50.802768,2023-12-05 23:55:51.005449,0 days 00:00:00.202681,2.9394641823700813,24,20,176,32,36,120,12,11,COMPLETE
571,0.8004445809156661,1.1403313103793427,1.2481707772336783,37.81512605042017,2023-12-05 23:55:51.006370,2023-12-05 23:55:51.209366,0 days 00:00:00.202996,2.824931893905129,64,24,28,72,60,120,36,11,COMPLETE
572,2.5376158841332934,1.7650475362755447,12.632390165624637,37.59398496240601,2023-12-05 23:55:51.210318,2023-12-05 23:55:51.413274,0 days 00:00:00.202956,2.9394641823700813,16,24,136,32,108,120,12,11,COMPLETE
573,1.1250263836749639,1.4874265084007834,2.391447146569269,41.66666666666667,2023-12-05 23:55:51.414127,2023-12-05 23:55:51.614444,0 days 00:00:00.200317,2.095051337347122,72,20,176,32,60,48,12,11,COMPLETE
574,3.0219647643029086,2.2605187977321104,16.410673151941015,50.90909090909091,2023-12-05 23:55:51.615307,2023-12-05 23:55:51.819318,0 days 00:00:00.204011,2.9394641823700813,24,12,176,36,36,144,12,11,COMPLETE
575,1.5505470219033173,1.5274586497459735,5.393339527689226,48.0,2023-12-05 23:55:51.820288,2023-12-05 23:55:52.025961,0 days 00:00:00.205673,2.095051337347122,24,24,168,64,192,24,12,11,COMPLETE
576,1.0130979586228515,1.371116709333107,2.0041366073522955,39.473684210526315,2023-12-05 23:55:52.026984,2023-12-05 23:55:52.229862,0 days 00:00:00.202878,2.9394641823700813,68,24,176,36,192,24,12,11,COMPLETE
577,2.6613499599997916,1.9726472369411465,14.484356872504998,41.5929203539823,2023-12-05 23:55:52.230793,2023-12-05 23:55:52.440067,0 days 00:00:00.209274,2.9394641823700813,24,24,132,36,144,144,12,11,COMPLETE
578,2.15930627330789,2.2288097235793543,10.641115272155663,47.22222222222222,2023-12-05 23:55:52.441003,2023-12-05 23:55:52.644730,0 days 00:00:00.203727,2.824931893905129,64,8,176,64,60,144,12,11,COMPLETE
579,1.8146696286275616,1.8902284569349779,4.684336187734977,44.61538461538462,2023-12-05 23:55:52.645625,2023-12-05 23:55:52.851096,0 days 00:00:00.205471,2.4994054890807345,52,64,212,68,60,168,12,11,COMPLETE
580,2.669043697142482,2.2613402921765005,13.932948142910279,43.61702127659575,2023-12-05 23:55:52.852077,2023-12-05 23:55:53.056449,0 days 00:00:00.204372,2.824931893905129,24,64,188,32,168,144,12,11,COMPLETE
581,2.9465602336388685,2.118745184191269,17.211411496418652,45.52845528455284,2023-12-05 23:55:53.057391,2023-12-05 23:55:53.259444,0 days 00:00:00.202053,2.824931893905129,24,24,108,64,192,144,12,11,COMPLETE
582,-2.277515366497373,0.5852880296274529,-1.619469397671734,30.909090909090907,2023-12-05 23:55:53.260373,2023-12-05 23:55:53.464239,0 days 00:00:00.203866,2.824931893905129,64,8,12,32,60,144,12,11,COMPLETE
583,3.263291625541725,2.6704229209255645,24.028910130096936,49.51456310679612,2023-12-05 23:55:53.465157,2023-12-05 23:55:53.668607,0 days 00:00:00.203450,2.9394641823700813,24,24,176,32,192,144,12,11,COMPLETE
584,1.0590549312433823,1.4141097042584136,1.9688859669002663,37.93103448275862,2023-12-05 23:55:53.669575,2023-12-05 23:55:53.870187,0 days 00:00:00.200612,2.36264437934922,24,60,176,36,192,24,72,11,COMPLETE
585,3.037859388181505,2.302743376386941,18.886718170891836,47.74774774774775,2023-12-05 23:55:53.871065,2023-12-05 23:55:54.072997,0 days 00:00:00.201932,2.4994054890807345,24,16,176,44,36,144,12,11,COMPLETE
586,3.277804619723335,2.563686892660825,22.59676804423742,50.0,2023-12-05 23:55:54.073917,2023-12-05 23:55:54.278042,0 days 00:00:00.204125,2.095051337347122,24,20,176,32,192,120,12,11,COMPLETE
587,0.4169519781726394,1.089995783591946,0.6214989449634067,33.33333333333333,2023-12-05 23:55:54.279014,2023-12-05 23:55:54.481570,0 days 00:00:00.202556,2.1944578806050323,24,32,176,56,132,48,60,11,COMPLETE
588,2.495104496071784,2.28899176362594,10.06453899094319,48.75,2023-12-05 23:55:54.482462,2023-12-05 23:55:54.683104,0 days 00:00:00.200642,2.095051337347122,52,20,176,20,144,144,12,11,COMPLETE
589,-1.9247781681726124,0.5973139412225106,-1.523541539972172,34.69387755102041,2023-12-05 23:55:54.684045,2023-12-05 23:55:54.885992,0 days 00:00:00.201947,2.2520749831538307,24,64,156,32,144,240,68,11,COMPLETE
590,2.9974397738608727,2.4240447145610005,17.151752420398264,47.87234042553192,2023-12-05 23:55:54.886954,2023-12-05 23:55:55.087278,0 days 00:00:00.200324,2.824931893905129,24,44,200,48,36,144,12,11,COMPLETE
591,3.254526856583934,2.248403712423937,11.840731010184667,37.634408602150536,2023-12-05 23:55:55.088085,2023-12-05 23:55:55.483637,0 days 00:00:00.395552,2.4994054890807345,52,16,92,32,192,144,12,11,COMPLETE
592,0.14380285746505064,1.0089397578692503,0.005680653030428426,32.38095238095238,2023-12-05 23:55:55.484443,2023-12-05 23:55:55.696117,0 days 00:00:00.211674,2.7348814902385596,24,60,176,4,192,120,32,11,COMPLETE
593,0.3883758148003871,1.0515520358785146,0.33102961187601004,32.666666666666664,2023-12-05 23:55:55.697024,2023-12-05 23:55:55.902691,0 days 00:00:00.205667,1.7763149222789811,68,60,188,32,192,24,12,11,COMPLETE
594,2.690475666438996,1.9692445027224592,14.661978591558734,43.47826086956522,2023-12-05 23:55:55.903640,2023-12-05 23:55:56.110001,0 days 00:00:00.206361,2.4994054890807345,24,8,176,36,144,120,12,11,COMPLETE
595,3.263291625541725,2.6704229209255645,24.028910130096936,49.51456310679612,2023-12-05 23:55:56.110858,2023-12-05 23:55:56.313482,0 days 00:00:00.202624,2.095051337347122,24,24,176,36,132,144,12,11,COMPLETE
596,3.281525340427861,2.8083472630500137,21.30995206853231,49.494949494949495,2023-12-05 23:55:56.314332,2023-12-05 23:55:56.523373,0 days 00:00:00.209041,2.1944578806050323,24,28,176,32,36,144,12,11,COMPLETE
597,0.3751827647006831,1.0577036768188302,0.36254837263624873,36.84210526315789,2023-12-05 23:55:56.524272,2023-12-05 23:55:56.729644,0 days 00:00:00.205372,1.5548731105461333,64,20,136,32,60,96,12,11,COMPLETE
598,2.373442756781284,1.9250284679865806,7.892438236694622,42.70833333333333,2023-12-05 23:55:56.730528,2023-12-05 23:55:56.936634,0 days 00:00:00.206106,2.7808836715763707,24,60,168,44,132,48,12,11,COMPLETE
599,1.6917132329409348,1.8937212432376795,6.199451187103076,48.57142857142857,2023-12-05 23:55:56.937482,2023-12-05 23:55:57.146443,0 days 00:00:00.208961,2.9394641823700813,60,24,176,36,192,144,12,11,COMPLETE
600,2.5580028789970903,2.5410016510299016,11.127712539391702,47.22222222222222,2023-12-05 23:55:57.147306,2023-12-05 23:55:57.355082,0 days 00:00:00.207776,2.824931893905129,64,8,176,64,60,120,12,11,COMPLETE
601,1.4544474597520587,1.6975428929519065,3.7804814536854634,42.028985507246375,2023-12-05 23:55:57.355915,2023-12-05 23:55:57.561664,0 days 00:00:00.205749,2.4994054890807345,52,16,136,64,60,48,12,11,COMPLETE
602,2.495104496071784,2.28899176362594,10.06453899094319,48.75,2023-12-05 23:55:57.562514,2023-12-05 23:55:57.769089,0 days 00:00:00.206575,2.095051337347122,52,20,176,36,60,144,12,11,COMPLETE
603,3.412979897529711,3.091175129180718,22.369890266687985,52.083333333333336,2023-12-05 23:55:57.769961,2023-12-05 23:55:57.976150,0 days 00:00:00.206189,2.9394641823700813,24,44,176,36,12,144,12,11,COMPLETE
604,1.7409180247704814,1.9376616842961012,7.100182176516224,46.57534246575342,2023-12-05 23:55:57.977033,2023-12-05 23:55:58.185189,0 days 00:00:00.208156,2.824931893905129,64,20,176,64,60,144,12,11,COMPLETE
605,3.263291625541725,2.6704229209255645,24.028910130096936,49.51456310679612,2023-12-05 23:55:58.186117,2023-12-05 23:55:58.397291,0 days 00:00:00.211174,2.703126653285906,24,24,176,36,36,144,12,11,COMPLETE
606,2.245503592229437,1.78737910596407,8.531969506521976,42.2680412371134,2023-12-05 23:55:58.398125,2023-12-05 23:55:58.604888,0 days 00:00:00.206763,2.095051337347122,52,24,136,64,36,120,40,11,COMPLETE
607,0.5431474941407277,1.1142580053193742,0.6825817051802952,40.69767441860465,2023-12-05 23:55:58.605811,2023-12-05 23:55:58.815041,0 days 00:00:00.209230,2.7348814902385596,24,48,168,4,192,48,32,11,COMPLETE
608,2.7629533944723095,2.3647873893150955,14.45876280311825,46.2962962962963,2023-12-05 23:55:58.816112,2023-12-05 23:55:59.021553,0 days 00:00:00.205441,2.824931893905129,24,32,176,36,192,216,12,11,COMPLETE
609,-0.2896453053325892,0.9115312255248017,-0.7199123447128833,31.428571428571427,2023-12-05 23:55:59.022431,2023-12-05 23:55:59.233613,0 days 00:00:00.211182,2.7348814902385596,12,20,168,32,192,120,32,11,COMPLETE
610,0.9737778546356382,1.3031527217684256,2.649170322581775,43.29896907216495,2023-12-05 23:55:59.234522,2023-12-05 23:55:59.440184,0 days 00:00:00.205662,2.7808836715763707,24,24,176,36,168,144,4,11,COMPLETE
611,0.42873807976593453,1.1391857508889238,0.4600782947260006,43.24324324324324,2023-12-05 23:55:59.441067,2023-12-05 23:55:59.646129,0 days 00:00:00.205062,2.824931893905129,64,8,176,20,60,96,12,11,COMPLETE
612,-0.1802373803092377,0.8781814817047747,-0.2968251638261507,43.333333333333336,2023-12-05 23:55:59.647090,2023-12-05 23:55:59.852171,0 days 00:00:00.205081,2.7348814902385596,64,44,200,48,12,96,12,11,COMPLETE
613,3.277804619723335,2.563686892660825,22.59676804423742,50.0,2023-12-05 23:55:59.853068,2023-12-05 23:56:00.087991,0 days 00:00:00.234923,2.9394641823700813,24,20,176,44,36,120,12,12,COMPLETE
614,3.263291625541725,2.6704229209255645,24.028910130096936,49.51456310679612,2023-12-05 23:56:00.088857,2023-12-05 23:56:00.295265,0 days 00:00:00.206408,2.401566738515876,24,24,176,24,132,144,12,12,COMPLETE
615,3.2813794484791665,2.845057112686766,21.069610238759452,47.87234042553192,2023-12-05 23:56:00.296068,2023-12-05 23:56:00.502496,0 days 00:00:00.206428,2.9394641823700813,24,48,176,32,132,144,12,12,COMPLETE
616,0.26077783199754556,1.0736072658190157,0.33745022100762684,38.666666666666664,2023-12-05 23:56:00.503439,2023-12-05 23:56:00.708369,0 days 00:00:00.204930,2.9394641823700813,68,24,176,32,48,144,72,12,COMPLETE
617,0.8191954442134745,1.203122650583857,1.605875774030051,36.52173913043478,2023-12-05 23:56:00.709252,2023-12-05 23:56:00.918404,0 days 00:00:00.209152,2.7685139087971793,24,48,176,44,72,144,32,12,COMPLETE
618,2.001728417533949,1.6316277705737194,6.315916260645614,50.476190476190474,2023-12-05 23:56:00.919391,2023-12-05 23:56:01.123324,0 days 00:00:00.203933,2.9878006073922263,24,24,176,36,36,72,12,12,COMPLETE
619,3.151335648572252,2.768147279653312,20.664658862264908,48.97959183673469,2023-12-05 23:56:01.124215,2023-12-05 23:56:01.327760,0 days 00:00:00.203545,2.7348814902385596,24,24,200,36,12,120,12,12,COMPLETE
