number,value,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,params_RV_period,params_RV_window,state
179,2.8018121358938273,2023-12-07 13:35:10.505133,2023-12-07 13:35:10.717526,0 days 00:00:00.212393,48,20,64,120,8,COMPLETE
180,3.5603534649525703,2023-12-07 13:35:10.718407,2023-12-07 13:35:10.931161,0 days 00:00:00.212754,48,20,68,120,12,COMPLETE
181,3.5603534649525703,2023-12-07 13:35:10.932045,2023-12-07 13:35:11.142192,0 days 00:00:00.210147,48,20,68,120,12,COMPLETE
182,3.5603534649525703,2023-12-07 13:35:11.142946,2023-12-07 13:35:11.355488,0 days 00:00:00.212542,48,20,68,120,12,COMPLETE
183,3.219211034279455,2023-12-07 13:35:11.356297,2023-12-07 13:35:11.571107,0 days 00:00:00.214810,48,20,68,120,16,COMPLETE
184,3.2108685455298716,2023-12-07 13:35:11.571916,2023-12-07 13:35:11.785662,0 days 00:00:00.213746,48,16,68,120,12,COMPLETE
185,2.6637493650104824,2023-12-07 13:35:11.786620,2023-12-07 13:35:11.998526,0 days 00:00:00.211906,48,20,72,120,8,COMPLETE
186,2.618324228976531,2023-12-07 13:35:11.999324,2023-12-07 13:35:12.215305,0 days 00:00:00.215981,48,16,68,120,8,COMPLETE
187,3.2784153034068444,2023-12-07 13:35:12.216114,2023-12-07 13:35:12.428491,0 days 00:00:00.212377,48,20,72,120,12,COMPLETE
188,2.8077889973519143,2023-12-07 13:35:12.429304,2023-12-07 13:35:12.641653,0 days 00:00:00.212349,52,16,68,120,4,COMPLETE
189,3.38595156798779,2023-12-07 13:35:12.642444,2023-12-07 13:35:12.855133,0 days 00:00:00.212689,52,20,68,120,8,COMPLETE
190,3.5603534649525703,2023-12-07 13:35:12.855916,2023-12-07 13:35:13.069702,0 days 00:00:00.213786,48,20,68,120,12,COMPLETE
191,3.5603534649525703,2023-12-07 13:35:13.070530,2023-12-07 13:35:13.283347,0 days 00:00:00.212817,48,20,68,120,12,COMPLETE
192,3.0721382695183865,2023-12-07 13:35:13.284238,2023-12-07 13:35:13.496200,0 days 00:00:00.211962,48,20,64,120,16,COMPLETE
193,3.5603534649525703,2023-12-07 13:35:13.496958,2023-12-07 13:35:13.708751,0 days 00:00:00.211793,48,20,68,120,12,COMPLETE
194,2.9060089949985572,2023-12-07 13:35:13.709621,2023-12-07 13:35:13.922099,0 days 00:00:00.212478,48,24,72,120,12,COMPLETE
195,3.0721382695183865,2023-12-07 13:35:13.922923,2023-12-07 13:35:14.136572,0 days 00:00:00.213649,48,20,64,120,16,COMPLETE
196,3.2108685455298716,2023-12-07 13:35:14.137657,2023-12-07 13:35:14.348706,0 days 00:00:00.211049,48,16,68,120,12,COMPLETE
197,3.2108685455298716,2023-12-07 13:35:14.349529,2023-12-07 13:35:14.568918,0 days 00:00:00.219389,48,16,68,120,12,COMPLETE
198,3.5603534649525703,2023-12-07 13:35:14.569681,2023-12-07 13:35:14.782232,0 days 00:00:00.212551,48,20,68,120,12,COMPLETE
199,2.9079477589502782,2023-12-07 13:35:14.783057,2023-12-07 13:35:14.995315,0 days 00:00:00.212258,48,20,72,120,16,COMPLETE
200,3.007741702956559,2023-12-07 13:35:14.996093,2023-12-07 13:35:15.208697,0 days 00:00:00.212604,48,24,64,120,12,COMPLETE
201,3.5603534649525703,2023-12-07 13:35:15.209583,2023-12-07 13:35:15.421908,0 days 00:00:00.212325,48,20,68,120,12,COMPLETE
202,3.5603534649525703,2023-12-07 13:35:15.422684,2023-12-07 13:35:15.641002,0 days 00:00:00.218318,48,20,68,120,12,COMPLETE
203,3.5603534649525703,2023-12-07 13:35:15.641774,2023-12-07 13:35:15.856596,0 days 00:00:00.214822,48,20,68,120,12,COMPLETE
204,2.8037802121416178,2023-12-07 13:35:15.857469,2023-12-07 13:35:16.069153,0 days 00:00:00.211684,48,24,68,120,12,COMPLETE
205,-0.4438500786059006,2023-12-07 13:35:16.069956,2023-12-07 13:35:16.281964,0 days 00:00:00.212008,48,4,32,120,16,COMPLETE
206,2.684083075171987,2023-12-07 13:35:16.282863,2023-12-07 13:35:16.493535,0 days 00:00:00.210672,48,44,72,120,12,COMPLETE
207,3.6407873765910352,2023-12-07 13:35:16.494450,2023-12-07 13:35:16.708078,0 days 00:00:00.213628,44,20,68,120,12,COMPLETE
208,3.018647683365752,2023-12-07 13:35:16.708887,2023-12-07 13:35:16.920575,0 days 00:00:00.211688,44,20,68,144,16,COMPLETE
209,3.5117014420361015,2023-12-07 13:35:16.921363,2023-12-07 13:35:17.133162,0 days 00:00:00.211799,44,16,72,120,12,COMPLETE
210,2.6628579531768093,2023-12-07 13:35:17.133972,2023-12-07 13:35:17.348215,0 days 00:00:00.214243,44,12,72,120,12,COMPLETE
211,-2.3669597345349653,2023-12-07 13:35:17.349094,2023-12-07 13:35:17.560920,0 days 00:00:00.211826,44,16,8,120,12,COMPLETE
212,2.653850296328849,2023-12-07 13:35:17.561774,2023-12-07 13:35:17.776805,0 days 00:00:00.215031,44,72,72,120,12,COMPLETE
213,3.219211034279455,2023-12-07 13:35:17.782555,2023-12-07 13:35:17.997661,0 days 00:00:00.215106,48,20,68,120,16,COMPLETE
214,3.354171494543557,2023-12-07 13:35:17.998383,2023-12-07 13:35:18.210977,0 days 00:00:00.212594,44,16,68,120,12,COMPLETE
215,2.2616202229195967,2023-12-07 13:35:18.211901,2023-12-07 13:35:18.424165,0 days 00:00:00.212264,16,20,72,120,12,COMPLETE
216,3.2108685455298716,2023-12-07 13:35:18.425037,2023-12-07 13:35:18.640721,0 days 00:00:00.215684,48,16,68,120,12,COMPLETE
217,2.64781483892373,2023-12-07 13:35:18.641541,2023-12-07 13:35:18.854393,0 days 00:00:00.212852,48,24,68,120,16,COMPLETE
218,3.3727545050054375,2023-12-07 13:35:18.855158,2023-12-07 13:35:19.071488,0 days 00:00:00.216330,44,20,72,120,12,COMPLETE
219,-0.6325561591793757,2023-12-07 13:35:19.072274,2023-12-07 13:35:19.283295,0 days 00:00:00.211021,48,20,24,120,12,COMPLETE
220,3.135341423374763,2023-12-07 13:35:19.284104,2023-12-07 13:35:19.496676,0 days 00:00:00.212572,44,20,68,120,16,COMPLETE
221,3.5603534649525703,2023-12-07 13:35:19.497513,2023-12-07 13:35:19.714124,0 days 00:00:00.216611,48,20,68,120,12,COMPLETE
222,3.5603534649525703,2023-12-07 13:35:19.714966,2023-12-07 13:35:20.107890,0 days 00:00:00.392924,48,20,68,120,12,COMPLETE
223,3.5603534649525703,2023-12-07 13:35:20.108658,2023-12-07 13:35:20.328821,0 days 00:00:00.220163,48,20,68,120,12,COMPLETE
224,2.8627853466870716,2023-12-07 13:35:20.329605,2023-12-07 13:35:20.549334,0 days 00:00:00.219729,48,68,68,120,16,COMPLETE
225,3.07895209583604,2023-12-07 13:35:20.550066,2023-12-07 13:35:20.772046,0 days 00:00:00.221980,48,16,64,120,12,COMPLETE
226,2.9509442368249443,2023-12-07 13:35:20.772888,2023-12-07 13:35:20.993398,0 days 00:00:00.220510,44,24,72,120,12,COMPLETE
227,3.5603534649525703,2023-12-07 13:35:20.994203,2023-12-07 13:35:21.211925,0 days 00:00:00.217722,48,20,68,120,12,COMPLETE
228,3.219211034279455,2023-12-07 13:35:21.212827,2023-12-07 13:35:21.428417,0 days 00:00:00.215590,48,20,68,120,16,COMPLETE
229,2.401606620948954,2023-12-07 13:35:21.429253,2023-12-07 13:35:21.645953,0 days 00:00:00.216700,48,20,68,144,52,COMPLETE
230,3.007741702956559,2023-12-07 13:35:21.646835,2023-12-07 13:35:21.858782,0 days 00:00:00.211947,48,24,64,120,12,COMPLETE
231,3.5603534649525703,2023-12-07 13:35:21.859609,2023-12-07 13:35:22.075263,0 days 00:00:00.215654,48,20,68,120,12,COMPLETE
232,3.5603534649525703,2023-12-07 13:35:22.076024,2023-12-07 13:35:22.289654,0 days 00:00:00.213630,48,20,68,120,12,COMPLETE
233,2.5997247060369206,2023-12-07 13:35:22.290521,2023-12-07 13:35:22.506233,0 days 00:00:00.215712,72,20,68,120,12,COMPLETE
234,3.5603534649525703,2023-12-07 13:35:22.507067,2023-12-07 13:35:22.721693,0 days 00:00:00.214626,48,20,68,120,12,COMPLETE
235,3.219211034279455,2023-12-07 13:35:22.722636,2023-12-07 13:35:22.937036,0 days 00:00:00.214400,48,20,68,120,16,COMPLETE
236,3.5603534649525703,2023-12-07 13:35:22.937899,2023-12-07 13:35:23.152254,0 days 00:00:00.214355,48,20,68,120,12,COMPLETE
237,3.5603534649525703,2023-12-07 13:35:23.153059,2023-12-07 13:35:23.368545,0 days 00:00:00.215486,48,20,68,120,12,COMPLETE
238,2.8037802121416178,2023-12-07 13:35:23.369338,2023-12-07 13:35:23.585389,0 days 00:00:00.216051,48,24,68,120,12,COMPLETE
239,3.219211034279455,2023-12-07 13:35:23.586144,2023-12-07 13:35:23.802792,0 days 00:00:00.216648,48,20,68,120,16,COMPLETE
240,2.3520922527921884,2023-12-07 13:35:23.803615,2023-12-07 13:35:24.019558,0 days 00:00:00.215943,48,24,64,120,8,COMPLETE
241,3.5603534649525703,2023-12-07 13:35:24.020340,2023-12-07 13:35:24.236144,0 days 00:00:00.215804,48,20,68,120,12,COMPLETE
242,3.5603534649525703,2023-12-07 13:35:24.236938,2023-12-07 13:35:24.451267,0 days 00:00:00.214329,48,20,68,120,12,COMPLETE
243,3.5603534649525703,2023-12-07 13:35:24.452244,2023-12-07 13:35:24.679645,0 days 00:00:00.227401,48,20,68,120,12,COMPLETE
244,3.5603534649525703,2023-12-07 13:35:24.680435,2023-12-07 13:35:24.899803,0 days 00:00:00.219368,48,20,68,120,12,COMPLETE
245,2.373192883114049,2023-12-07 13:35:24.900591,2023-12-07 13:35:25.114727,0 days 00:00:00.214136,44,20,68,120,8,COMPLETE
246,3.4546232286854455,2023-12-07 13:35:25.115504,2023-12-07 13:35:25.331002,0 days 00:00:00.215498,48,20,64,120,12,COMPLETE
247,3.2453240098902314,2023-12-07 13:35:25.331856,2023-12-07 13:35:25.546074,0 days 00:00:00.214218,44,16,68,120,16,COMPLETE
248,2.9060089949985572,2023-12-07 13:35:25.546842,2023-12-07 13:35:25.761131,0 days 00:00:00.214289,48,24,72,120,12,COMPLETE
249,3.219211034279455,2023-12-07 13:35:25.761987,2023-12-07 13:35:25.977873,0 days 00:00:00.215886,48,20,68,120,16,COMPLETE
250,2.5435910669745554,2023-12-07 13:35:25.978710,2023-12-07 13:35:26.194386,0 days 00:00:00.215676,44,20,64,120,8,COMPLETE
251,2.8037802121416178,2023-12-07 13:35:26.195169,2023-12-07 13:35:26.409651,0 days 00:00:00.214482,48,24,68,120,12,COMPLETE
252,3.5603534649525703,2023-12-07 13:35:26.410427,2023-12-07 13:35:26.624857,0 days 00:00:00.214430,48,20,68,120,12,COMPLETE
253,3.4546232286854455,2023-12-07 13:35:26.625676,2023-12-07 13:35:26.841441,0 days 00:00:00.215765,48,20,64,120,12,COMPLETE
254,3.5117014420361015,2023-12-07 13:35:26.842250,2023-12-07 13:35:27.056831,0 days 00:00:00.214581,44,16,72,120,12,COMPLETE
255,2.716409258296407,2023-12-07 13:35:27.057704,2023-12-07 13:35:27.274599,0 days 00:00:00.216895,48,20,68,120,8,COMPLETE
256,2.8037802121416178,2023-12-07 13:35:27.275517,2023-12-07 13:35:27.489435,0 days 00:00:00.213918,48,24,68,120,12,COMPLETE
257,1.7478724300305106,2023-12-07 13:35:27.490228,2023-12-07 13:35:27.709453,0 days 00:00:00.219225,44,16,68,144,8,COMPLETE
258,2.9079477589502782,2023-12-07 13:35:27.710272,2023-12-07 13:35:27.926471,0 days 00:00:00.216199,48,20,72,120,16,COMPLETE
259,3.5378070273200306,2023-12-07 13:35:27.927359,2023-12-07 13:35:28.143576,0 days 00:00:00.216217,44,20,64,120,12,COMPLETE
260,3.5603534649525703,2023-12-07 13:35:28.144402,2023-12-07 13:35:28.358950,0 days 00:00:00.214548,48,20,68,120,12,COMPLETE
261,2.64781483892373,2023-12-07 13:35:28.359784,2023-12-07 13:35:28.575499,0 days 00:00:00.215715,48,24,68,120,16,COMPLETE
262,1.863416625518806,2023-12-07 13:35:28.576404,2023-12-07 13:35:28.791204,0 days 00:00:00.214800,44,16,64,120,72,COMPLETE
263,2.1187748775423247,2023-12-07 13:35:28.791972,2023-12-07 13:35:29.006712,0 days 00:00:00.214740,48,16,72,144,8,COMPLETE
264,3.5603534649525703,2023-12-07 13:35:29.007537,2023-12-07 13:35:29.222127,0 days 00:00:00.214590,48,20,68,120,12,COMPLETE
265,3.135341423374763,2023-12-07 13:35:29.222976,2023-12-07 13:35:29.436713,0 days 00:00:00.213737,44,20,68,120,16,COMPLETE
266,2.6637493650104824,2023-12-07 13:35:29.437489,2023-12-07 13:35:29.651726,0 days 00:00:00.214237,48,20,72,120,8,COMPLETE
267,2.8037802121416178,2023-12-07 13:35:29.652654,2023-12-07 13:35:29.867419,0 days 00:00:00.214765,48,24,68,120,12,COMPLETE
268,3.6407873765910352,2023-12-07 13:35:29.868253,2023-12-07 13:35:30.083090,0 days 00:00:00.214837,44,20,68,120,12,COMPLETE
269,3.5378070273200306,2023-12-07 13:35:30.083837,2023-12-07 13:35:30.298013,0 days 00:00:00.214176,44,20,64,120,12,COMPLETE
270,1.5209752569959751,2023-12-07 13:35:30.298893,2023-12-07 13:35:30.512554,0 days 00:00:00.213661,44,56,36,120,16,COMPLETE
271,2.221210675620676,2023-12-07 13:35:30.513436,2023-12-07 13:35:30.728724,0 days 00:00:00.215288,44,16,72,120,8,COMPLETE
272,3.007741702956559,2023-12-07 13:35:30.729459,2023-12-07 13:35:30.944276,0 days 00:00:00.214817,48,24,64,120,12,COMPLETE
273,2.7874874754746806,2023-12-07 13:35:30.945157,2023-12-07 13:35:31.159396,0 days 00:00:00.214239,44,20,72,120,16,COMPLETE
274,3.5603534649525703,2023-12-07 13:35:31.160125,2023-12-07 13:35:31.376891,0 days 00:00:00.216766,48,20,68,120,12,COMPLETE
275,3.354171494543557,2023-12-07 13:35:31.377644,2023-12-07 13:35:31.591023,0 days 00:00:00.213379,44,16,68,120,12,COMPLETE
276,2.961386536239434,2023-12-07 13:35:31.591939,2023-12-07 13:35:31.806235,0 days 00:00:00.214296,48,24,64,144,12,COMPLETE
277,2.716409258296407,2023-12-07 13:35:31.807048,2023-12-07 13:35:32.023687,0 days 00:00:00.216639,48,20,68,120,8,COMPLETE
278,3.219211034279455,2023-12-07 13:35:32.024647,2023-12-07 13:35:32.245817,0 days 00:00:00.221170,48,20,68,120,16,COMPLETE
279,1.973483873258926,2023-12-07 13:35:32.246775,2023-12-07 13:35:32.462769,0 days 00:00:00.215994,68,20,72,216,12,COMPLETE
280,2.618324228976531,2023-12-07 13:35:32.463663,2023-12-07 13:35:32.680647,0 days 00:00:00.216984,48,16,68,120,8,COMPLETE
281,2.671763716203073,2023-12-07 13:35:32.681446,2023-12-07 13:35:32.896070,0 days 00:00:00.214624,44,24,68,120,44,COMPLETE
282,3.4546232286854455,2023-12-07 13:35:32.896961,2023-12-07 13:35:33.114576,0 days 00:00:00.217615,48,20,64,120,12,COMPLETE
283,2.1150912993281503,2023-12-07 13:35:33.115472,2023-12-07 13:35:33.330314,0 days 00:00:00.214842,52,24,68,120,16,COMPLETE
284,3.3727545050054375,2023-12-07 13:35:33.331247,2023-12-07 13:35:33.546742,0 days 00:00:00.215495,44,20,72,120,12,COMPLETE
285,3.07895209583604,2023-12-07 13:35:33.547650,2023-12-07 13:35:33.765056,0 days 00:00:00.217406,48,16,64,120,12,COMPLETE
286,3.5104806127981694,2023-12-07 13:35:33.765913,2023-12-07 13:35:33.981109,0 days 00:00:00.215196,52,20,68,144,8,COMPLETE
287,3.6407873765910352,2023-12-07 13:35:33.982031,2023-12-07 13:35:34.197247,0 days 00:00:00.215216,44,20,68,120,12,COMPLETE
288,3.2453240098902314,2023-12-07 13:35:34.198118,2023-12-07 13:35:34.415615,0 days 00:00:00.217497,44,16,68,120,16,COMPLETE
289,3.5378070273200306,2023-12-07 13:35:34.416492,2023-12-07 13:35:34.632753,0 days 00:00:00.216261,44,20,64,120,12,COMPLETE
290,3.3727545050054375,2023-12-07 13:35:34.633593,2023-12-07 13:35:34.850974,0 days 00:00:00.217381,44,20,72,120,12,COMPLETE
291,2.262456636975405,2023-12-07 13:35:34.851777,2023-12-07 13:35:35.067621,0 days 00:00:00.215844,48,24,68,120,8,COMPLETE
292,2.621682962315625,2023-12-07 13:35:35.068451,2023-12-07 13:35:35.284984,0 days 00:00:00.216533,44,24,68,120,68,COMPLETE
293,3.1691085036759348,2023-12-07 13:35:35.286062,2023-12-07 13:35:35.500979,0 days 00:00:00.214917,40,16,64,120,16,COMPLETE
294,2.334834483136971,2023-12-07 13:35:35.501847,2023-12-07 13:35:35.716308,0 days 00:00:00.214461,52,20,72,96,40,COMPLETE
295,-1.0294709217704163,2023-12-07 13:35:35.717115,2023-12-07 13:35:35.933588,0 days 00:00:00.216473,48,20,16,120,12,COMPLETE
296,1.880262345356687,2023-12-07 13:35:35.934445,2023-12-07 13:35:36.151329,0 days 00:00:00.216884,40,20,68,120,8,COMPLETE
297,1.4141707097389802,2023-12-07 13:35:36.152357,2023-12-07 13:35:36.549647,0 days 00:00:00.397290,44,16,40,120,12,COMPLETE
298,1.4885100820851724,2023-12-07 13:35:36.550696,2023-12-07 13:35:36.772483,0 days 00:00:00.221787,48,8,68,144,12,COMPLETE
299,2.7868679413202746,2023-12-07 13:35:36.773407,2023-12-07 13:35:36.998206,0 days 00:00:00.224799,52,44,32,120,8,COMPLETE
300,0.0,2023-12-07 13:35:36.999042,2023-12-07 13:35:37.220812,0 days 00:00:00.221770,4,24,68,120,16,COMPLETE
301,3.4546232286854455,2023-12-07 13:35:37.221631,2023-12-07 13:35:37.443749,0 days 00:00:00.222118,48,20,64,120,12,COMPLETE
302,3.0887847110523237,2023-12-07 13:35:37.444538,2023-12-07 13:35:37.662524,0 days 00:00:00.217986,44,20,72,144,12,COMPLETE
303,3.219211034279455,2023-12-07 13:35:37.663587,2023-12-07 13:35:37.888421,0 days 00:00:00.224834,48,20,68,120,16,COMPLETE
304,3.2108685455298716,2023-12-07 13:35:37.889361,2023-12-07 13:35:38.113746,0 days 00:00:00.224385,48,16,68,120,12,COMPLETE
305,3.423346411869217,2023-12-07 13:35:38.114604,2023-12-07 13:35:38.339030,0 days 00:00:00.224426,52,20,64,120,8,COMPLETE
306,2.6554420218245665,2023-12-07 13:35:38.339794,2023-12-07 13:35:38.561990,0 days 00:00:00.222196,44,24,68,96,12,COMPLETE
307,2.9079477589502782,2023-12-07 13:35:38.562749,2023-12-07 13:35:38.783148,0 days 00:00:00.220399,48,20,72,120,16,COMPLETE
308,0.6432033721096491,2023-12-07 13:35:38.783957,2023-12-07 13:35:39.006344,0 days 00:00:00.222387,48,16,28,120,48,COMPLETE
309,2.700231450545064,2023-12-07 13:35:39.007199,2023-12-07 13:35:39.234049,0 days 00:00:00.226850,52,24,68,120,12,COMPLETE
310,2.716409258296407,2023-12-07 13:35:39.234933,2023-12-07 13:35:39.457748,0 days 00:00:00.222815,48,20,68,120,8,COMPLETE
311,2.7874874754746806,2023-12-07 13:35:39.458579,2023-12-07 13:35:39.680230,0 days 00:00:00.221651,44,20,72,120,16,COMPLETE
312,2.4002869178859894,2023-12-07 13:35:39.680999,2023-12-07 13:35:39.906112,0 days 00:00:00.225113,44,16,64,120,12,COMPLETE
313,3.5603534649525703,2023-12-07 13:35:39.907080,2023-12-07 13:35:40.135802,0 days 00:00:00.228722,48,20,68,120,12,COMPLETE
314,1.9955325281833725,2023-12-07 13:35:40.136616,2023-12-07 13:35:40.358626,0 days 00:00:00.222010,48,24,64,96,16,COMPLETE
315,3.429412531632156,2023-12-07 13:35:40.359480,2023-12-07 13:35:40.580334,0 days 00:00:00.220854,52,20,68,120,12,COMPLETE
316,2.716409258296407,2023-12-07 13:35:40.581266,2023-12-07 13:35:40.807001,0 days 00:00:00.225735,48,20,68,120,8,COMPLETE
317,3.0887847110523237,2023-12-07 13:35:40.807785,2023-12-07 13:35:41.028939,0 days 00:00:00.221154,44,20,72,144,12,COMPLETE
318,1.4724195445381076,2023-12-07 13:35:41.029702,2023-12-07 13:35:41.253542,0 days 00:00:00.223840,48,16,56,120,12,COMPLETE
319,2.754504193904879,2023-12-07 13:35:41.254335,2023-12-07 13:35:41.477031,0 days 00:00:00.222696,52,24,64,120,8,COMPLETE
320,3.6407873765910352,2023-12-07 13:35:41.477793,2023-12-07 13:35:41.697308,0 days 00:00:00.219515,44,20,68,120,12,COMPLETE
321,3.143918361002207,2023-12-07 13:35:41.698167,2023-12-07 13:35:41.920703,0 days 00:00:00.222536,40,16,72,120,12,COMPLETE
322,2.4019712221091507,2023-12-07 13:35:41.921480,2023-12-07 13:35:42.143552,0 days 00:00:00.222072,44,24,68,120,16,COMPLETE
323,3.1494698747400403,2023-12-07 13:35:42.144443,2023-12-07 13:35:42.365689,0 days 00:00:00.221246,40,20,64,120,12,COMPLETE
324,2.373192883114049,2023-12-07 13:35:42.366443,2023-12-07 13:35:42.587265,0 days 00:00:00.220822,44,20,68,120,8,COMPLETE
325,3.135341423374763,2023-12-07 13:35:42.588034,2023-12-07 13:35:42.811993,0 days 00:00:00.223959,44,20,68,120,16,COMPLETE
326,3.0825034288886335,2023-12-07 13:35:42.812850,2023-12-07 13:35:43.034627,0 days 00:00:00.221777,44,16,72,120,16,COMPLETE
327,2.8037802121416178,2023-12-07 13:35:43.035507,2023-12-07 13:35:43.258389,0 days 00:00:00.222882,48,24,68,120,12,COMPLETE
328,3.524847270734034,2023-12-07 13:35:43.259240,2023-12-07 13:35:43.481184,0 days 00:00:00.221944,44,20,64,96,12,COMPLETE
329,1.447795148964996,2023-12-07 13:35:43.482112,2023-12-07 13:35:43.702959,0 days 00:00:00.220847,48,20,60,144,60,COMPLETE
330,3.38595156798779,2023-12-07 13:35:43.703761,2023-12-07 13:35:43.928451,0 days 00:00:00.224690,52,20,68,120,8,COMPLETE
331,2.884654204229518,2023-12-07 13:35:43.929273,2023-12-07 13:35:44.153689,0 days 00:00:00.224416,44,20,56,120,12,COMPLETE
332,2.5659193730482586,2023-12-07 13:35:44.154529,2023-12-07 13:35:44.374872,0 days 00:00:00.220343,48,24,68,120,4,COMPLETE
333,2.7809452249495834,2023-12-07 13:35:44.375743,2023-12-07 13:35:44.600869,0 days 00:00:00.225126,24,16,72,120,12,COMPLETE
334,2.716409258296407,2023-12-07 13:35:44.601787,2023-12-07 13:35:44.826517,0 days 00:00:00.224730,48,20,68,120,8,COMPLETE
335,2.8087385946910457,2023-12-07 13:35:44.827412,2023-12-07 13:35:45.049794,0 days 00:00:00.222382,40,16,68,144,16,COMPLETE
336,3.5378070273200306,2023-12-07 13:35:45.050576,2023-12-07 13:35:45.275980,0 days 00:00:00.225404,44,20,64,120,12,COMPLETE
337,2.9060089949985572,2023-12-07 13:35:45.276890,2023-12-07 13:35:45.500380,0 days 00:00:00.223490,48,24,72,120,12,COMPLETE
338,3.3379445357692137,2023-12-07 13:35:45.501247,2023-12-07 13:35:45.722816,0 days 00:00:00.221569,52,20,68,96,8,COMPLETE
339,3.2108685455298716,2023-12-07 13:35:45.723600,2023-12-07 13:35:45.947809,0 days 00:00:00.224209,48,16,68,120,12,COMPLETE
340,3.098037753382093,2023-12-07 13:35:45.948721,2023-12-07 13:35:46.169255,0 days 00:00:00.220534,44,20,56,24,16,COMPLETE
341,3.007741702956559,2023-12-07 13:35:46.170057,2023-12-07 13:35:46.389745,0 days 00:00:00.219688,48,24,64,120,12,COMPLETE
342,3.429412531632156,2023-12-07 13:35:46.390514,2023-12-07 13:35:46.615161,0 days 00:00:00.224647,52,20,68,120,12,COMPLETE
343,3.5082277724195854,2023-12-07 13:35:46.616048,2023-12-07 13:35:46.837788,0 days 00:00:00.221740,48,20,60,96,8,COMPLETE
344,3.065597925397967,2023-12-07 13:35:46.838835,2023-12-07 13:35:47.059753,0 days 00:00:00.220918,40,16,72,120,16,COMPLETE
345,2.8912251693513946,2023-12-07 13:35:47.060578,2023-12-07 13:35:47.290107,0 days 00:00:00.229529,44,24,68,120,12,COMPLETE
346,2.716409258296407,2023-12-07 13:35:47.290938,2023-12-07 13:35:47.513614,0 days 00:00:00.222676,48,20,68,120,8,COMPLETE
347,3.4546232286854455,2023-12-07 13:35:47.514410,2023-12-07 13:35:47.736124,0 days 00:00:00.221714,48,20,64,120,12,COMPLETE
348,1.4453305071347309,2023-12-07 13:35:47.737042,2023-12-07 13:35:47.959500,0 days 00:00:00.222458,44,20,72,120,56,COMPLETE
349,3.0471969522288176,2023-12-07 13:35:47.960371,2023-12-07 13:35:48.180661,0 days 00:00:00.220290,52,16,68,120,12,COMPLETE
350,3.078619565374709,2023-12-07 13:35:48.181494,2023-12-07 13:35:48.403926,0 days 00:00:00.222432,44,20,64,120,16,COMPLETE
351,2.4277603710907067,2023-12-07 13:35:48.404910,2023-12-07 13:35:48.626644,0 days 00:00:00.221734,48,24,68,144,8,COMPLETE
352,1.9362032088798957,2023-12-07 13:35:48.627464,2023-12-07 13:35:48.851300,0 days 00:00:00.223836,48,12,68,120,12,COMPLETE
353,1.5631715916408317,2023-12-07 13:35:48.852103,2023-12-07 13:35:49.073458,0 days 00:00:00.221355,52,20,52,120,12,COMPLETE
354,3.1117853416956742,2023-12-07 13:35:49.074450,2023-12-07 13:35:49.297074,0 days 00:00:00.222624,48,16,72,120,16,COMPLETE
355,1.1638665969936601,2023-12-07 13:35:49.297927,2023-12-07 13:35:49.519653,0 days 00:00:00.221726,44,20,36,48,12,COMPLETE
356,0.9950369881081639,2023-12-07 13:35:49.520576,2023-12-07 13:35:49.742041,0 days 00:00:00.221465,48,24,68,240,8,COMPLETE
357,2.7008503893723455,2023-12-07 13:35:49.743043,2023-12-07 13:35:49.967023,0 days 00:00:00.223980,12,20,56,120,12,COMPLETE
358,2.730252329897208,2023-12-07 13:35:49.967835,2023-12-07 13:35:50.189216,0 days 00:00:00.221381,52,16,68,120,16,COMPLETE
359,2.5807071195516946,2023-12-07 13:35:50.190226,2023-12-07 13:35:50.411692,0 days 00:00:00.221466,40,24,64,144,12,COMPLETE
360,2.892670006441879,2023-12-07 13:35:50.412558,2023-12-07 13:35:50.634049,0 days 00:00:00.221491,44,20,60,120,8,COMPLETE
361,3.5603534649525703,2023-12-07 13:35:50.634861,2023-12-07 13:35:50.858357,0 days 00:00:00.223496,48,20,68,120,12,COMPLETE
362,2.764603738791165,2023-12-07 13:35:50.859260,2023-12-07 13:35:51.080289,0 days 00:00:00.221029,48,40,64,120,4,COMPLETE
363,2.4659972951827456,2023-12-07 13:35:51.081224,2023-12-07 13:35:51.303974,0 days 00:00:00.222750,44,16,72,192,16,COMPLETE
364,3.5196372005844156,2023-12-07 13:35:51.304843,2023-12-07 13:35:51.527317,0 days 00:00:00.222474,48,20,68,96,12,COMPLETE
365,0.9049945794635063,2023-12-07 13:35:51.528159,2023-12-07 13:35:51.747229,0 days 00:00:00.219070,52,20,44,120,12,COMPLETE
366,3.766916642574789,2023-12-07 13:35:51.748069,2023-12-07 13:35:51.970246,0 days 00:00:00.222177,44,24,52,120,12,COMPLETE
367,2.6208037067540855,2023-12-07 13:35:51.971057,2023-12-07 13:35:52.193025,0 days 00:00:00.221968,40,24,52,120,8,COMPLETE
368,2.2207141919283195,2023-12-07 13:35:52.194153,2023-12-07 13:35:52.416961,0 days 00:00:00.222808,44,28,56,120,16,COMPLETE
369,3.07308863688184,2023-12-07 13:35:52.418039,2023-12-07 13:35:52.640091,0 days 00:00:00.222052,44,24,52,120,8,COMPLETE
