number,value,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,params_RV_period,params_RV_window,state
370,3.637964617419289,2023-12-07 13:35:52.641033,2023-12-07 13:35:53.045455,0 days 00:00:00.404422,44,24,52,144,12,COMPLETE
371,3.637964617419289,2023-12-07 13:35:53.046461,2023-12-07 13:35:53.272411,0 days 00:00:00.225950,44,24,52,144,12,COMPLETE
372,2.4433967016221163,2023-12-07 13:35:53.273194,2023-12-07 13:35:53.512129,0 days 00:00:00.238935,40,28,52,144,16,COMPLETE
373,2.129375208265316,2023-12-07 13:35:53.512953,2023-12-07 13:35:53.737950,0 days 00:00:00.224997,40,28,52,144,12,COMPLETE
374,2.653238645205503,2023-12-07 13:35:53.738747,2023-12-07 13:35:53.968075,0 days 00:00:00.229328,44,24,48,144,12,COMPLETE
375,2.908810909292628,2023-12-07 13:35:53.968862,2023-12-07 13:35:54.193756,0 days 00:00:00.224894,44,24,52,144,8,COMPLETE
376,2.457780880543221,2023-12-07 13:35:54.194528,2023-12-07 13:35:54.420776,0 days 00:00:00.226248,44,28,52,144,12,COMPLETE
377,2.667985053389458,2023-12-07 13:35:54.421635,2023-12-07 13:35:54.649488,0 days 00:00:00.227853,44,24,52,168,12,COMPLETE
378,1.153727467252388,2023-12-07 13:35:54.650356,2023-12-07 13:35:54.876682,0 days 00:00:00.226326,44,24,48,144,8,COMPLETE
379,3.0236873867313796,2023-12-07 13:35:54.877494,2023-12-07 13:35:55.104942,0 days 00:00:00.227448,40,24,56,144,16,COMPLETE
380,3.637964617419289,2023-12-07 13:35:55.105732,2023-12-07 13:35:55.331521,0 days 00:00:00.225789,44,24,52,144,12,COMPLETE
381,2.129375208265316,2023-12-07 13:35:55.332651,2023-12-07 13:35:55.559274,0 days 00:00:00.226623,40,28,52,144,12,COMPLETE
382,2.653238645205503,2023-12-07 13:35:55.560067,2023-12-07 13:35:55.784894,0 days 00:00:00.224827,44,24,48,144,12,COMPLETE
383,3.286957305961467,2023-12-07 13:35:55.785738,2023-12-07 13:35:56.010596,0 days 00:00:00.224858,44,24,52,144,16,COMPLETE
384,1.4604406172662616,2023-12-07 13:35:56.011369,2023-12-07 13:35:56.237986,0 days 00:00:00.226617,44,24,56,168,8,COMPLETE
385,2.129375208265316,2023-12-07 13:35:56.238831,2023-12-07 13:35:56.463939,0 days 00:00:00.225108,40,28,52,144,12,COMPLETE
386,3.303950343031129,2023-12-07 13:35:56.464736,2023-12-07 13:35:56.694002,0 days 00:00:00.229266,44,24,56,144,12,COMPLETE
387,3.286957305961467,2023-12-07 13:35:56.694833,2023-12-07 13:35:56.921944,0 days 00:00:00.227111,44,24,52,144,16,COMPLETE
388,2.3734131893741663,2023-12-07 13:35:56.922733,2023-12-07 13:35:57.150098,0 days 00:00:00.227365,40,24,48,144,12,COMPLETE
389,3.303950343031129,2023-12-07 13:35:57.150965,2023-12-07 13:35:57.378981,0 days 00:00:00.228016,44,24,56,144,12,COMPLETE
390,1.7821691430193507,2023-12-07 13:35:57.379832,2023-12-07 13:35:57.608304,0 days 00:00:00.228472,44,28,48,144,8,COMPLETE
391,3.303950343031129,2023-12-07 13:35:57.609165,2023-12-07 13:35:57.836279,0 days 00:00:00.227114,44,24,56,144,12,COMPLETE
392,-0.28778421187221687,2023-12-07 13:35:57.837054,2023-12-07 13:35:58.063970,0 days 00:00:00.226916,44,20,52,144,8,COMPLETE
393,2.1637168901145363,2023-12-07 13:35:58.064780,2023-12-07 13:35:58.290103,0 days 00:00:00.225323,64,24,52,120,16,COMPLETE
394,1.8760526592963664,2023-12-07 13:35:58.290897,2023-12-07 13:35:58.517600,0 days 00:00:00.226703,44,20,52,120,12,COMPLETE
395,1.6660402666224297,2023-12-07 13:35:58.518390,2023-12-07 13:35:58.745605,0 days 00:00:00.227215,40,16,56,96,16,COMPLETE
396,1.8760526592963664,2023-12-07 13:35:58.746584,2023-12-07 13:35:58.975960,0 days 00:00:00.229376,44,20,52,120,12,COMPLETE
397,2.51828780258642,2023-12-07 13:35:58.976799,2023-12-07 13:35:59.204986,0 days 00:00:00.228187,48,36,60,120,4,COMPLETE
398,2.11569184154581,2023-12-07 13:35:59.205841,2023-12-07 13:35:59.430787,0 days 00:00:00.224946,44,24,40,120,12,COMPLETE
399,2.858151098267954,2023-12-07 13:35:59.431620,2023-12-07 13:35:59.660257,0 days 00:00:00.228637,48,20,56,120,52,COMPLETE
400,1.4360053585528294,2023-12-07 13:35:59.661089,2023-12-07 13:35:59.901508,0 days 00:00:00.240419,36,20,52,120,8,COMPLETE
401,2.0729025236961434,2023-12-07 13:35:59.902452,2023-12-07 13:36:00.129568,0 days 00:00:00.227116,48,20,52,144,36,COMPLETE
402,1.2699427904946012,2023-12-07 13:36:00.130589,2023-12-07 13:36:00.356288,0 days 00:00:00.225699,44,16,44,96,16,COMPLETE
403,-0.2638185294898016,2023-12-07 13:36:00.357101,2023-12-07 13:36:00.586569,0 days 00:00:00.229468,40,12,48,120,12,COMPLETE
404,2.6726085101756687,2023-12-07 13:36:00.587459,2023-12-07 13:36:00.814824,0 days 00:00:00.227365,48,24,56,120,8,COMPLETE
405,3.6565149451058305,2023-12-07 13:36:00.815646,2023-12-07 13:36:01.039891,0 days 00:00:00.224245,44,20,60,120,12,COMPLETE
406,1.2636274622868575,2023-12-07 13:36:01.040808,2023-12-07 13:36:01.267539,0 days 00:00:00.226731,44,32,60,120,20,COMPLETE
407,2.599993331429217,2023-12-07 13:36:01.268406,2023-12-07 13:36:01.496629,0 days 00:00:00.228223,40,20,56,120,12,COMPLETE
408,2.082059488229553,2023-12-07 13:36:01.497516,2023-12-07 13:36:01.723602,0 days 00:00:00.226086,44,48,60,120,12,COMPLETE
409,0.28887089837463065,2023-12-07 13:36:01.724478,2023-12-07 13:36:01.951270,0 days 00:00:00.226792,44,16,56,144,64,COMPLETE
410,1.5305992171877927,2023-12-07 13:36:01.952078,2023-12-07 13:36:02.176886,0 days 00:00:00.224808,44,60,56,168,16,COMPLETE
411,2.4354517442939994,2023-12-07 13:36:02.177797,2023-12-07 13:36:02.408048,0 days 00:00:00.230251,40,20,60,120,8,COMPLETE
412,1.8760526592963664,2023-12-07 13:36:02.408951,2023-12-07 13:36:02.636943,0 days 00:00:00.227992,44,20,52,120,12,COMPLETE
413,2.145209326787146,2023-12-07 13:36:02.637748,2023-12-07 13:36:02.862503,0 days 00:00:00.224755,44,28,60,120,16,COMPLETE
414,3.5948076686069346,2023-12-07 13:36:02.863429,2023-12-07 13:36:03.087111,0 days 00:00:00.223682,48,24,52,120,12,COMPLETE
415,3.574351028888103,2023-12-07 13:36:03.087900,2023-12-07 13:36:03.312837,0 days 00:00:00.224937,48,24,52,144,12,COMPLETE
416,1.5385421297052941,2023-12-07 13:36:03.313662,2023-12-07 13:36:03.537817,0 days 00:00:00.224155,48,28,52,144,8,COMPLETE
417,3.051638750607138,2023-12-07 13:36:03.538668,2023-12-07 13:36:03.765302,0 days 00:00:00.226634,52,24,48,144,12,COMPLETE
418,3.637964617419289,2023-12-07 13:36:03.766169,2023-12-07 13:36:03.992573,0 days 00:00:00.226404,44,24,52,144,12,COMPLETE
419,1.1357419242389197,2023-12-07 13:36:03.993500,2023-12-07 13:36:04.220850,0 days 00:00:00.227350,44,28,52,144,8,COMPLETE
420,3.3255995838112318,2023-12-07 13:36:04.221697,2023-12-07 13:36:04.447548,0 days 00:00:00.225851,40,24,52,144,12,COMPLETE
421,2.653238645205503,2023-12-07 13:36:04.448470,2023-12-07 13:36:04.674684,0 days 00:00:00.226214,44,24,48,144,12,COMPLETE
422,2.4433967016221163,2023-12-07 13:36:04.675641,2023-12-07 13:36:04.902252,0 days 00:00:00.226611,40,28,52,144,16,COMPLETE
423,3.637964617419289,2023-12-07 13:36:04.903112,2023-12-07 13:36:05.129797,0 days 00:00:00.226685,44,24,52,144,12,COMPLETE
424,2.401176075598557,2023-12-07 13:36:05.130975,2023-12-07 13:36:05.367045,0 days 00:00:00.236070,44,28,52,168,16,COMPLETE
425,2.451077196932712,2023-12-07 13:36:05.367916,2023-12-07 13:36:05.595566,0 days 00:00:00.227650,40,24,52,144,8,COMPLETE
426,2.653238645205503,2023-12-07 13:36:05.596363,2023-12-07 13:36:05.821764,0 days 00:00:00.225401,44,24,48,144,12,COMPLETE
427,3.637964617419289,2023-12-07 13:36:05.822619,2023-12-07 13:36:06.057116,0 days 00:00:00.234497,44,24,52,144,12,COMPLETE
428,3.286957305961467,2023-12-07 13:36:06.058130,2023-12-07 13:36:06.285723,0 days 00:00:00.227593,44,24,52,144,16,COMPLETE
429,1.828174826271093,2023-12-07 13:36:06.286563,2023-12-07 13:36:06.513199,0 days 00:00:00.226636,40,28,52,144,4,COMPLETE
430,3.637964617419289,2023-12-07 13:36:06.514047,2023-12-07 13:36:06.742171,0 days 00:00:00.228124,44,24,52,144,12,COMPLETE
431,1.1649237698239838,2023-12-07 13:36:06.743144,2023-12-07 13:36:06.968310,0 days 00:00:00.225166,40,28,52,144,8,COMPLETE
432,3.637964617419289,2023-12-07 13:36:06.969173,2023-12-07 13:36:07.192298,0 days 00:00:00.223125,44,24,52,144,12,COMPLETE
433,2.6108037704994618,2023-12-07 13:36:07.193107,2023-12-07 13:36:07.418856,0 days 00:00:00.225749,40,24,52,168,12,COMPLETE
434,2.7214392641472993,2023-12-07 13:36:07.419680,2023-12-07 13:36:07.643020,0 days 00:00:00.223340,44,28,48,144,16,COMPLETE
435,3.637964617419289,2023-12-07 13:36:07.643835,2023-12-07 13:36:07.868480,0 days 00:00:00.224645,44,24,52,144,12,COMPLETE
436,3.637964617419289,2023-12-07 13:36:07.869303,2023-12-07 13:36:08.097082,0 days 00:00:00.227779,44,24,52,144,12,COMPLETE
437,2.3734131893741663,2023-12-07 13:36:08.097941,2023-12-07 13:36:08.324209,0 days 00:00:00.226268,40,24,48,144,12,COMPLETE
438,2.358698986899903,2023-12-07 13:36:08.325059,2023-12-07 13:36:08.551958,0 days 00:00:00.226899,44,28,52,144,20,COMPLETE
439,2.0623376544975374,2023-12-07 13:36:08.552844,2023-12-07 13:36:08.776454,0 days 00:00:00.223610,44,24,52,168,8,COMPLETE
440,3.637964617419289,2023-12-07 13:36:08.777340,2023-12-07 13:36:09.002077,0 days 00:00:00.224737,44,24,52,144,12,COMPLETE
441,2.457780880543221,2023-12-07 13:36:09.002935,2023-12-07 13:36:09.232169,0 days 00:00:00.229234,44,28,52,144,12,COMPLETE
442,2.762534559998902,2023-12-07 13:36:09.232996,2023-12-07 13:36:09.458402,0 days 00:00:00.225406,40,28,48,144,16,COMPLETE
443,2.908810909292628,2023-12-07 13:36:09.459311,2023-12-07 13:36:09.684894,0 days 00:00:00.225583,44,24,52,144,8,COMPLETE
444,3.303950343031129,2023-12-07 13:36:09.685757,2023-12-07 13:36:10.099048,0 days 00:00:00.413291,44,24,56,144,12,COMPLETE
445,3.3255995838112318,2023-12-07 13:36:10.099886,2023-12-07 13:36:10.329247,0 days 00:00:00.229361,40,24,52,144,12,COMPLETE
446,3.286957305961467,2023-12-07 13:36:10.330101,2023-12-07 13:36:10.558971,0 days 00:00:00.228870,44,24,52,144,16,COMPLETE
447,2.922474901157154,2023-12-07 13:36:10.559832,2023-12-07 13:36:10.794185,0 days 00:00:00.234353,44,24,52,144,40,COMPLETE
448,0.9080027709869009,2023-12-07 13:36:10.795092,2023-12-07 13:36:11.033158,0 days 00:00:00.238066,40,28,56,144,8,COMPLETE
449,3.637964617419289,2023-12-07 13:36:11.034004,2023-12-07 13:36:11.263163,0 days 00:00:00.229159,44,24,52,144,12,COMPLETE
450,2.653238645205503,2023-12-07 13:36:11.264124,2023-12-07 13:36:11.492880,0 days 00:00:00.228756,44,24,48,144,12,COMPLETE
451,3.468473938605728,2023-12-07 13:36:11.493725,2023-12-07 13:36:11.723628,0 days 00:00:00.229903,44,24,52,144,44,COMPLETE
452,2.129375208265316,2023-12-07 13:36:11.724487,2023-12-07 13:36:11.954042,0 days 00:00:00.229555,40,28,52,144,12,COMPLETE
453,3.145746124113906,2023-12-07 13:36:11.954833,2023-12-07 13:36:12.181662,0 days 00:00:00.226829,40,24,48,144,16,COMPLETE
454,1.1183337171147771,2023-12-07 13:36:12.182508,2023-12-07 13:36:12.413486,0 days 00:00:00.230978,44,32,56,144,8,COMPLETE
455,2.3185536255660915,2023-12-07 13:36:12.414364,2023-12-07 13:36:12.645731,0 days 00:00:00.231367,44,28,56,144,12,COMPLETE
456,3.637964617419289,2023-12-07 13:36:12.646573,2023-12-07 13:36:12.877806,0 days 00:00:00.231233,44,24,52,144,12,COMPLETE
457,2.424863737717991,2023-12-07 13:36:12.878728,2023-12-07 13:36:13.109334,0 days 00:00:00.230606,36,24,52,168,12,COMPLETE
458,3.286957305961467,2023-12-07 13:36:13.110178,2023-12-07 13:36:13.338957,0 days 00:00:00.228779,44,24,52,144,16,COMPLETE
459,2.005760390952576,2023-12-07 13:36:13.339759,2023-12-07 13:36:13.566624,0 days 00:00:00.226865,40,24,56,144,8,COMPLETE
460,2.653238645205503,2023-12-07 13:36:13.567418,2023-12-07 13:36:13.797805,0 days 00:00:00.230387,44,24,48,144,12,COMPLETE
461,3.1089398658287046,2023-12-07 13:36:13.798841,2023-12-07 13:36:14.030210,0 days 00:00:00.231369,44,24,48,144,16,COMPLETE
462,0.7112212461332081,2023-12-07 13:36:14.031194,2023-12-07 13:36:14.261406,0 days 00:00:00.230212,44,28,56,144,8,COMPLETE
463,2.457780880543221,2023-12-07 13:36:14.262417,2023-12-07 13:36:14.493354,0 days 00:00:00.230937,44,28,52,144,12,COMPLETE
464,2.6108037704994618,2023-12-07 13:36:14.494225,2023-12-07 13:36:14.723224,0 days 00:00:00.228999,40,24,52,168,12,COMPLETE
465,3.286957305961467,2023-12-07 13:36:14.724117,2023-12-07 13:36:14.953543,0 days 00:00:00.229426,44,24,52,144,16,COMPLETE
466,2.998840890302669,2023-12-07 13:36:14.954337,2023-12-07 13:36:15.180856,0 days 00:00:00.226519,40,24,56,144,12,COMPLETE
467,3.637964617419289,2023-12-07 13:36:15.181689,2023-12-07 13:36:15.408295,0 days 00:00:00.226606,44,24,52,144,12,COMPLETE
468,0.7112212461332081,2023-12-07 13:36:15.409174,2023-12-07 13:36:15.639403,0 days 00:00:00.230229,44,28,56,144,8,COMPLETE
469,3.4748197832086998,2023-12-07 13:36:15.640273,2023-12-07 13:36:15.869852,0 days 00:00:00.229579,44,24,52,144,4,COMPLETE
470,2.653238645205503,2023-12-07 13:36:15.870691,2023-12-07 13:36:16.101585,0 days 00:00:00.230894,44,24,48,144,12,COMPLETE
471,1.9201992318987269,2023-12-07 13:36:16.102442,2023-12-07 13:36:16.339554,0 days 00:00:00.237112,44,8,56,144,12,COMPLETE
472,3.292530081326522,2023-12-07 13:36:16.340399,2023-12-07 13:36:16.570335,0 days 00:00:00.229936,40,24,52,168,16,COMPLETE
473,2.908810909292628,2023-12-07 13:36:16.571154,2023-12-07 13:36:16.801425,0 days 00:00:00.230271,44,24,52,144,8,COMPLETE
474,2.688619349845788,2023-12-07 13:36:16.802263,2023-12-07 13:36:17.034364,0 days 00:00:00.232101,40,28,48,144,12,COMPLETE
475,3.2134115678215616,2023-12-07 13:36:17.035418,2023-12-07 13:36:17.265517,0 days 00:00:00.230099,44,24,52,144,20,COMPLETE
476,3.303950343031129,2023-12-07 13:36:17.266332,2023-12-07 13:36:17.495609,0 days 00:00:00.229277,44,24,56,144,12,COMPLETE
477,2.457780880543221,2023-12-07 13:36:17.496541,2023-12-07 13:36:17.725516,0 days 00:00:00.228975,44,28,52,144,12,COMPLETE
478,3.308058767744415,2023-12-07 13:36:17.726329,2023-12-07 13:36:17.956386,0 days 00:00:00.230057,40,24,52,144,16,COMPLETE
479,1.970614367418794,2023-12-07 13:36:17.957229,2023-12-07 13:36:18.185296,0 days 00:00:00.228067,16,24,56,144,8,COMPLETE
480,3.286957305961467,2023-12-07 13:36:18.186122,2023-12-07 13:36:18.423751,0 days 00:00:00.237629,44,24,52,144,16,COMPLETE
481,1.7821691430193507,2023-12-07 13:36:18.424658,2023-12-07 13:36:18.662749,0 days 00:00:00.238091,44,28,48,144,8,COMPLETE
482,3.303950343031129,2023-12-07 13:36:18.663664,2023-12-07 13:36:18.892530,0 days 00:00:00.228866,44,24,56,144,12,COMPLETE
483,2.653238645205503,2023-12-07 13:36:18.893387,2023-12-07 13:36:19.125404,0 days 00:00:00.232017,44,24,48,144,12,COMPLETE
484,3.3255995838112318,2023-12-07 13:36:19.126334,2023-12-07 13:36:19.355736,0 days 00:00:00.229402,40,24,52,144,12,COMPLETE
485,2.166653843061344,2023-12-07 13:36:19.356684,2023-12-07 13:36:19.585076,0 days 00:00:00.228392,44,28,56,144,16,COMPLETE
486,3.3255995838112318,2023-12-07 13:36:19.585970,2023-12-07 13:36:19.815061,0 days 00:00:00.229091,40,24,52,144,12,COMPLETE
487,2.908810909292628,2023-12-07 13:36:19.816053,2023-12-07 13:36:20.043744,0 days 00:00:00.227691,44,24,52,144,8,COMPLETE
488,2.5514006586729674,2023-12-07 13:36:20.044601,2023-12-07 13:36:20.273153,0 days 00:00:00.228552,40,24,56,168,32,COMPLETE
489,1.646754290242834,2023-12-07 13:36:20.274019,2023-12-07 13:36:20.504799,0 days 00:00:00.230780,28,32,52,144,12,COMPLETE
490,3.0015879748462644,2023-12-07 13:36:20.505705,2023-12-07 13:36:20.734875,0 days 00:00:00.229170,44,28,48,144,12,COMPLETE
491,2.104713304259087,2023-12-07 13:36:20.735755,2023-12-07 13:36:20.970348,0 days 00:00:00.234593,44,24,56,144,8,COMPLETE
492,3.286957305961467,2023-12-07 13:36:20.971182,2023-12-07 13:36:21.202848,0 days 00:00:00.231666,44,24,52,144,16,COMPLETE
493,3.3255995838112318,2023-12-07 13:36:21.203862,2023-12-07 13:36:21.432979,0 days 00:00:00.229117,40,24,52,144,12,COMPLETE
494,2.402063146876228,2023-12-07 13:36:21.433841,2023-12-07 13:36:21.664686,0 days 00:00:00.230845,44,28,56,144,4,COMPLETE
495,2.667985053389458,2023-12-07 13:36:21.665572,2023-12-07 13:36:21.895575,0 days 00:00:00.230003,44,24,52,168,12,COMPLETE
496,3.148629352264818,2023-12-07 13:36:21.896506,2023-12-07 13:36:22.127099,0 days 00:00:00.230593,36,24,48,144,16,COMPLETE
497,2.908810909292628,2023-12-07 13:36:22.128019,2023-12-07 13:36:22.357587,0 days 00:00:00.229568,44,24,52,144,8,COMPLETE
498,2.3185536255660915,2023-12-07 13:36:22.358436,2023-12-07 13:36:22.585284,0 days 00:00:00.226848,44,28,56,144,12,COMPLETE
499,-0.817971091058934,2023-12-07 13:36:22.586102,2023-12-07 13:36:22.812245,0 days 00:00:00.226143,60,24,8,144,12,COMPLETE
500,3.292530081326522,2023-12-07 13:36:22.813082,2023-12-07 13:36:23.043253,0 days 00:00:00.230171,40,24,52,168,16,COMPLETE
501,1.153727467252388,2023-12-07 13:36:23.044088,2023-12-07 13:36:23.275730,0 days 00:00:00.231642,44,24,48,144,8,COMPLETE
502,-0.6686386420233708,2023-12-07 13:36:23.276599,2023-12-07 13:36:23.506233,0 days 00:00:00.229634,44,4,52,144,12,COMPLETE
503,2.688619349845788,2023-12-07 13:36:23.507116,2023-12-07 13:36:23.735696,0 days 00:00:00.228580,40,28,48,144,12,COMPLETE
504,3.303950343031129,2023-12-07 13:36:23.736660,2023-12-07 13:36:23.967066,0 days 00:00:00.230406,44,24,56,144,12,COMPLETE
505,2.288914150262933,2023-12-07 13:36:23.967964,2023-12-07 13:36:24.196815,0 days 00:00:00.228851,40,24,44,144,16,COMPLETE
506,2.908810909292628,2023-12-07 13:36:24.197835,2023-12-07 13:36:24.426627,0 days 00:00:00.228792,44,24,52,144,8,COMPLETE
507,3.303950343031129,2023-12-07 13:36:24.427634,2023-12-07 13:36:24.657382,0 days 00:00:00.229748,44,24,56,144,12,COMPLETE
508,2.358698986899903,2023-12-07 13:36:24.658261,2023-12-07 13:36:24.889381,0 days 00:00:00.231120,44,28,52,144,20,COMPLETE
509,0.9651827151253324,2023-12-07 13:36:24.890332,2023-12-07 13:36:25.122575,0 days 00:00:00.232243,40,44,28,216,12,COMPLETE
510,2.0210799647811406,2023-12-07 13:36:25.123504,2023-12-07 13:36:25.354835,0 days 00:00:00.231331,44,64,52,144,16,COMPLETE
511,3.0015879748462644,2023-12-07 13:36:25.355808,2023-12-07 13:36:25.586127,0 days 00:00:00.230319,44,28,48,144,12,COMPLETE
512,1.0174816707366026,2023-12-07 13:36:25.587012,2023-12-07 13:36:25.828042,0 days 00:00:00.241030,44,68,52,144,8,COMPLETE
513,1.116825432324431,2023-12-07 13:36:25.829070,2023-12-07 13:36:26.063074,0 days 00:00:00.234004,40,36,56,168,12,COMPLETE
514,2.7797905629619897,2023-12-07 13:36:26.064021,2023-12-07 13:36:26.292599,0 days 00:00:00.228578,44,24,60,144,12,COMPLETE
515,1.9606799149214171,2023-12-07 13:36:26.293583,2023-12-07 13:36:26.521840,0 days 00:00:00.228257,40,56,52,144,16,COMPLETE
516,3.303950343031129,2023-12-07 13:36:26.522669,2023-12-07 13:36:26.752512,0 days 00:00:00.229843,44,24,56,144,12,COMPLETE
517,2.908810909292628,2023-12-07 13:36:26.753573,2023-12-07 13:36:26.981636,0 days 00:00:00.228063,44,24,52,144,8,COMPLETE
518,2.104713304259087,2023-12-07 13:36:26.982483,2023-12-07 13:36:27.209285,0 days 00:00:00.226802,44,24,56,144,8,COMPLETE
519,2.402275574561974,2023-12-07 13:36:27.210283,2023-12-07 13:36:27.441483,0 days 00:00:00.231200,44,28,52,144,16,COMPLETE
520,2.3734131893741663,2023-12-07 13:36:27.442354,2023-12-07 13:36:27.858954,0 days 00:00:00.416600,40,24,48,144,12,COMPLETE
521,3.303950343031129,2023-12-07 13:36:27.859928,2023-12-07 13:36:28.094533,0 days 00:00:00.234605,44,24,56,144,12,COMPLETE
522,3.637964617419289,2023-12-07 13:36:28.095435,2023-12-07 13:36:28.338279,0 days 00:00:00.242844,44,24,52,144,12,COMPLETE
523,2.166751594983332,2023-12-07 13:36:28.339178,2023-12-07 13:36:28.572329,0 days 00:00:00.233151,40,28,60,144,16,COMPLETE
524,1.756426550884564,2023-12-07 13:36:28.573154,2023-12-07 13:36:28.806269,0 days 00:00:00.233115,44,20,52,144,12,COMPLETE
525,2.908810909292628,2023-12-07 13:36:28.807137,2023-12-07 13:36:29.040695,0 days 00:00:00.233558,44,24,52,144,8,COMPLETE
526,0.07585451425158786,2023-12-07 13:36:29.041575,2023-12-07 13:36:29.273066,0 days 00:00:00.231491,40,20,20,168,16,COMPLETE
527,3.1003578873582462,2023-12-07 13:36:29.273912,2023-12-07 13:36:29.507722,0 days 00:00:00.233810,44,28,48,144,4,COMPLETE
528,2.9537589892006,2023-12-07 13:36:29.508761,2023-12-07 13:36:29.743986,0 days 00:00:00.235225,8,24,56,144,12,COMPLETE
529,0.8614828500089464,2023-12-07 13:36:29.744938,2023-12-07 13:36:29.982862,0 days 00:00:00.237924,44,32,52,144,8,COMPLETE
530,0.7134392252832298,2023-12-07 13:36:29.983804,2023-12-07 13:36:30.216153,0 days 00:00:00.232349,56,20,52,144,12,COMPLETE
531,2.716425101220096,2023-12-07 13:36:30.217140,2023-12-07 13:36:30.458231,0 days 00:00:00.241091,40,24,56,144,36,COMPLETE
532,2.4399204881565457,2023-12-07 13:36:30.459093,2023-12-07 13:36:30.693224,0 days 00:00:00.234131,44,24,60,144,20,COMPLETE
533,1.7361194716407755,2023-12-07 13:36:30.694219,2023-12-07 13:36:30.938170,0 days 00:00:00.243951,36,20,48,144,12,COMPLETE
534,3.637964617419289,2023-12-07 13:36:30.939083,2023-12-07 13:36:31.174061,0 days 00:00:00.234978,44,24,52,144,12,COMPLETE
535,-0.05178859476670696,2023-12-07 13:36:31.174873,2023-12-07 13:36:31.409695,0 days 00:00:00.234822,44,20,56,168,8,COMPLETE
536,2.4433967016221163,2023-12-07 13:36:31.410630,2023-12-07 13:36:31.641037,0 days 00:00:00.230407,40,28,52,144,16,COMPLETE
537,1.474903925974367,2023-12-07 13:36:31.641911,2023-12-07 13:36:31.874280,0 days 00:00:00.232369,68,24,48,144,12,COMPLETE
538,2.2453569491148544,2023-12-07 13:36:31.875092,2023-12-07 13:36:32.110575,0 days 00:00:00.235483,44,20,52,144,16,COMPLETE
539,3.303950343031129,2023-12-07 13:36:32.111605,2023-12-07 13:36:32.342331,0 days 00:00:00.230726,44,24,56,144,12,COMPLETE
540,1.6443398923558739,2023-12-07 13:36:32.343204,2023-12-07 13:36:32.576037,0 days 00:00:00.232833,44,40,52,144,12,COMPLETE
541,1.4862341119695102,2023-12-07 13:36:32.576953,2023-12-07 13:36:32.814444,0 days 00:00:00.237491,44,24,60,144,8,COMPLETE
542,-0.1309535771979696,2023-12-07 13:36:32.815459,2023-12-07 13:36:33.049720,0 days 00:00:00.234261,40,12,48,144,12,COMPLETE
543,3.2633405276905414,2023-12-07 13:36:33.050828,2023-12-07 13:36:33.284597,0 days 00:00:00.233769,44,20,56,168,16,COMPLETE
544,2.457780880543221,2023-12-07 13:36:33.285501,2023-12-07 13:36:33.520123,0 days 00:00:00.234622,44,28,52,144,12,COMPLETE
545,2.451077196932712,2023-12-07 13:36:33.521331,2023-12-07 13:36:33.750943,0 days 00:00:00.229612,40,24,52,144,8,COMPLETE
546,1.8093106739358866,2023-12-07 13:36:33.751951,2023-12-07 13:36:33.983449,0 days 00:00:00.231498,44,20,44,144,12,COMPLETE
547,2.7089875622218287,2023-12-07 13:36:33.984415,2023-12-07 13:36:34.219886,0 days 00:00:00.235471,44,24,56,144,48,COMPLETE
548,2.1378149265988933,2023-12-07 13:36:34.220823,2023-12-07 13:36:34.454410,0 days 00:00:00.233587,40,20,52,144,16,COMPLETE
549,3.637964617419289,2023-12-07 13:36:34.455309,2023-12-07 13:36:34.686791,0 days 00:00:00.231482,44,24,52,144,12,COMPLETE
550,-0.28778421187221687,2023-12-07 13:36:34.687615,2023-12-07 13:36:34.922130,0 days 00:00:00.234515,44,20,52,144,8,COMPLETE
551,1.0860996317561704,2023-12-07 13:36:34.922988,2023-12-07 13:36:35.153403,0 days 00:00:00.230415,40,28,24,144,60,COMPLETE
552,2.653238645205503,2023-12-07 13:36:35.154242,2023-12-07 13:36:35.387767,0 days 00:00:00.233525,44,24,48,144,12,COMPLETE
553,0.15967625780639877,2023-12-07 13:36:35.388632,2023-12-07 13:36:35.630268,0 days 00:00:00.241636,44,48,56,168,12,COMPLETE
554,2.2453569491148544,2023-12-07 13:36:35.631216,2023-12-07 13:36:35.862114,0 days 00:00:00.230898,44,20,52,144,16,COMPLETE
555,2.005760390952576,2023-12-07 13:36:35.863032,2023-12-07 13:36:36.096445,0 days 00:00:00.233413,40,24,56,144,8,COMPLETE
556,1.756426550884564,2023-12-07 13:36:36.097292,2023-12-07 13:36:36.330194,0 days 00:00:00.232902,44,20,52,144,12,COMPLETE
557,2.560235304641551,2023-12-07 13:36:36.331047,2023-12-07 13:36:36.565116,0 days 00:00:00.234069,36,24,48,144,12,COMPLETE
558,3.286957305961467,2023-12-07 13:36:36.566005,2023-12-07 13:36:36.799346,0 days 00:00:00.233341,44,24,52,144,16,COMPLETE
559,0.6871207197456903,2023-12-07 13:36:36.800533,2023-12-07 13:36:37.035171,0 days 00:00:00.234638,44,28,60,168,8,COMPLETE
560,2.765844055160981,2023-12-07 13:36:37.036195,2023-12-07 13:36:37.266732,0 days 00:00:00.230537,44,20,56,144,12,COMPLETE
561,2.3734131893741663,2023-12-07 13:36:37.267649,2023-12-07 13:36:37.502073,0 days 00:00:00.234424,40,24,48,144,12,COMPLETE
